system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
11,77.0,282.0,74.0,65.0,318.0,350.0,189.0,180.0,129.0,132.0,121.0,111.0,0.0,0.0,0.0,0.0,0.0,6.0,33.0,36.0,20.0,791.0,20190419T101029_20190419T101030_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
12,84.0,188.0,47.0,53.0,216.0,264.0,166.0,161.0,110.0,61.0,93.0,65.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,27.0,17.0,786.0,20191110T101241_20191110T101236_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
13,65.0,247.0,65.0,59.0,234.0,281.0,151.0,125.0,98.0,104.0,92.0,85.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,29.0,16.0,689.0,20190417T102031_20190417T102431_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
14,65.0,249.0,75.0,65.0,307.0,343.0,189.0,178.0,133.0,138.0,132.0,118.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,35.0,20.0,700.0,20190419T101029_20190419T101030_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
15,59.0,139.0,46.0,43.0,195.0,250.0,122.0,83.0,41.0,37.0,43.0,42.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,25.0,12.0,637.0,20190422T102029_20190422T102029_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
16,65.0,244.0,75.0,64.0,301.0,341.0,187.0,176.0,132.0,136.0,130.0,120.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,35.0,19.0,708.0,20190419T101029_20190419T101030_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
17,59.0,140.0,47.0,42.0,192.0,247.0,118.0,79.0,40.0,36.0,42.0,47.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,26.0,12.0,641.0,20190422T102029_20190422T102029_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
18,198.0,151.0,41.0,37.0,126.0,199.0,105.0,99.0,21.0,18.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,21.0,11.0,1269.0,20190911T101021_20190911T101023_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
19,96.0,66.0,42.0,27.0,113.0,202.0,106.0,88.0,18.0,29.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,21.0,11.0,1420.0,20190921T101031_20190921T101152_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
20,192.0,141.0,42.0,37.0,136.0,214.0,109.0,105.0,29.0,29.0,33.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,22.0,12.0,1266.0,20190911T101021_20190911T101023_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
21,84.0,162.0,47.0,50.0,223.0,262.0,162.0,172.0,113.0,74.0,91.0,62.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,27.0,17.0,791.0,20191110T101241_20191110T101236_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
22,102.0,67.0,42.0,27.0,109.0,201.0,100.0,76.0,9.0,21.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,21.0,11.0,1404.0,20190921T101031_20190921T101152_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
23,83.0,266.0,62.0,47.0,293.0,333.0,203.0,197.0,174.0,167.0,158.0,151.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,33.0,19.0,712.0,20190402T102029_20190402T102026_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
24,89.0,246.0,62.0,46.0,280.0,324.0,197.0,193.0,168.0,161.0,151.0,144.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,34.0,21.0,724.0,20190402T102029_20190402T102026_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
25,96.0,631.0,238.0,209.0,271.0,308.0,191.0,246.0,285.0,328.0,216.0,369.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,32.0,20.0,2319.0,20190723T101031_20190723T101347_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
26,89.0,237.0,53.0,57.0,207.0,304.0,156.0,145.0,65.0,64.0,54.0,46.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,31.0,16.0,1724.0,20190603T101031_20190603T101041_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
27,90.0,227.0,51.0,55.0,213.0,307.0,158.0,142.0,62.0,66.0,54.0,47.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,32.0,17.0,1724.0,20190603T101031_20190603T101041_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
28,198.0,96.0,41.0,37.0,108.0,187.0,98.0,95.0,18.0,15.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,19.0,10.0,1317.0,20190911T101021_20190911T101023_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
29,102.0,260.0,158.0,131.0,273.0,308.0,196.0,191.0,144.0,186.0,212.0,243.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,32.0,20.0,2330.0,20190723T101031_20190723T101347_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
30,114.0,248.0,87.0,79.0,263.0,269.0,180.0,153.0,112.0,69.0,84.0,101.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,28.0,19.0,697.0,20191210T101411_20191210T101409_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
31,192.0,112.0,42.0,37.0,117.0,202.0,104.0,100.0,25.0,25.0,29.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,21.0,11.0,1316.0,20190911T101021_20190911T101023_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
32,95.0,330.0,86.0,54.0,412.0,408.0,252.0,253.0,251.0,251.0,234.0,213.0,0.0,0.0,0.0,0.0,0.0,6.0,42.0,42.0,26.0,588.0,20190409T101029_20190409T101028_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
33,112.0,293.0,56.0,44.0,295.0,329.0,190.0,183.0,149.0,142.0,130.0,121.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,35.0,20.0,848.0,20190402T102029_20190402T102026_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
34,312.0,273.0,69.0,49.0,237.0,370.0,222.0,241.0,181.0,158.0,117.0,121.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,39.0,23.0,2879.0,20190825T102031_20190825T102430_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
35,126.0,215.0,90.0,67.0,250.0,247.0,163.0,124.0,65.0,30.0,55.0,56.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,26.0,17.0,690.0,20191210T101411_20191210T101409_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
36,300.0,298.0,74.0,53.0,250.0,388.0,232.0,247.0,196.0,171.0,137.0,141.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,40.0,24.0,2842.0,20190825T102031_20190825T102430_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
37,59.0,86.0,45.0,44.0,160.0,228.0,111.0,76.0,36.0,34.0,38.0,44.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,23.0,11.0,655.0,20190422T102029_20190422T102029_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
38,59.0,81.0,46.0,43.0,159.0,226.0,108.0,71.0,35.0,35.0,38.0,43.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,23.0,11.0,652.0,20190422T102029_20190422T102029_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
39,95.0,338.0,89.0,61.0,414.0,407.0,252.0,254.0,252.0,255.0,234.0,217.0,0.0,0.0,0.0,0.0,0.0,6.0,43.0,42.0,26.0,572.0,20190409T101029_20190409T101028_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
40,114.0,268.0,42.0,13.0,273.0,205.0,131.0,140.0,54.0,66.0,28.0,35.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,21.0,14.0,1567.0,20191220T101431_20191220T101426_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
41,65.0,243.0,63.0,57.0,242.0,285.0,152.0,130.0,94.0,103.0,93.0,83.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,29.0,16.0,758.0,20190417T102031_20190417T102431_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
42,114.0,317.0,30.0,12.0,268.0,201.0,127.0,137.0,51.0,72.0,30.0,44.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,21.0,13.0,1552.0,20191220T101431_20191220T101426_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
43,84.0,219.0,54.0,57.0,207.0,306.0,158.0,150.0,72.0,72.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,32.0,17.0,1758.0,20190603T101031_20190603T101041_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
44,65.0,126.0,21.0,31.0,246.0,232.0,119.0,77.0,44.0,41.0,59.0,40.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,24.0,13.0,522.0,20190218T101059_20190218T101421_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
45,84.0,222.0,52.0,56.0,211.0,308.0,160.0,146.0,69.0,73.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,32.0,17.0,1772.0,20190603T101031_20190603T101041_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
46,65.0,135.0,18.0,31.0,243.0,227.0,119.0,75.0,46.0,37.0,59.0,39.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,24.0,13.0,522.0,20190218T101059_20190218T101421_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
47,59.0,51.0,20.0,31.0,194.0,201.0,108.0,66.0,37.0,36.0,59.0,41.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,21.0,11.0,594.0,20190218T101059_20190218T101421_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
48,126.0,187.0,39.0,56.0,318.0,273.0,131.0,117.0,24.0,24.0,31.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,28.0,14.0,1096.0,20191205T101309_20191205T101308_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
49,59.0,43.0,18.0,31.0,192.0,197.0,107.0,64.0,39.0,32.0,59.0,41.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,21.0,11.0,588.0,20190218T101059_20190218T101421_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
50,65.0,181.0,64.0,58.0,199.0,259.0,140.0,119.0,94.0,98.0,87.0,79.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,27.0,15.0,840.0,20190417T102031_20190417T102431_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
51,213.0,217.0,40.0,58.0,190.0,263.0,139.0,96.0,42.0,24.0,23.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,27.0,16.0,1112.0,20190407T102021_20190407T102458_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
52,207.0,219.0,46.0,58.0,210.0,274.0,146.0,101.0,49.0,44.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,28.0,15.0,1077.0,20190407T102021_20190407T102458_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
53,126.0,129.0,36.0,51.0,323.0,281.0,127.0,90.0,12.0,27.0,33.0,32.0,0.0,0.0,0.0,0.0,0.0,6.0,33.0,29.0,13.0,1097.0,20191205T101309_20191205T101308_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
54,138.0,75.0,31.0,50.0,286.0,253.0,104.0,69.0,1.0,7.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,26.0,11.0,1455.0,20191205T101309_20191205T101308_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
55,138.0,111.0,34.0,55.0,281.0,246.0,108.0,98.0,5.0,5.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,25.0,11.0,1443.0,20191205T101309_20191205T101308_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
56,65.0,186.0,63.0,56.0,203.0,260.0,140.0,123.0,90.0,97.0,87.0,79.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,27.0,15.0,872.0,20190417T102031_20190417T102431_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
57,142.0,203.0,34.0,35.0,271.0,267.0,123.0,75.0,47.0,22.0,15.0,27.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,29.0,13.0,1129.0,20190323T102029_20190323T102023_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
58,175.0,232.0,78.0,69.0,294.0,315.0,178.0,166.0,112.0,105.0,97.0,82.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,33.0,19.0,2567.0,20190728T101029_20190728T101332_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
59,96.0,605.0,237.0,209.0,265.0,305.0,190.0,244.0,285.0,326.0,214.0,367.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,31.0,20.0,2317.0,20190723T101031_20190723T101347_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
60,132.0,167.0,137.0,123.0,205.0,308.0,191.0,189.0,152.0,161.0,169.0,169.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,32.0,20.0,2462.0,20191014T102031_20191014T102207_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
61,77.0,348.0,237.0,209.0,401.0,405.0,304.0,327.0,312.0,334.0,350.0,322.0,0.0,0.0,0.0,0.0,0.0,10.0,41.0,42.0,31.0,858.0,20190320T101029_20190320T101437_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
62,114.0,275.0,31.0,12.0,261.0,199.0,126.0,139.0,56.0,77.0,34.0,48.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,21.0,13.0,1611.0,20191220T101431_20191220T101426_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
63,84.0,215.0,155.0,130.0,253.0,357.0,239.0,250.0,230.0,240.0,236.0,239.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,37.0,24.0,2201.0,20191014T102031_20191014T102207_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
64,102.0,172.0,156.0,124.0,217.0,331.0,221.0,219.0,199.0,217.0,213.0,216.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,34.0,23.0,2234.0,20191014T102031_20191014T102207_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
65,113.0,291.0,54.0,44.0,303.0,334.0,192.0,182.0,147.0,137.0,130.0,124.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,34.0,20.0,841.0,20190402T102029_20190402T102026_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
66,182.0,220.0,75.0,68.0,283.0,306.0,175.0,159.0,105.0,97.0,88.0,76.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,32.0,18.0,2561.0,20190728T101029_20190728T101332_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
67,324.0,336.0,64.0,45.0,239.0,367.0,213.0,238.0,171.0,145.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,38.0,22.0,2927.0,20190825T102031_20190825T102430_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
68,318.0,307.0,67.0,48.0,247.0,377.0,219.0,235.0,172.0,148.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,39.0,23.0,2897.0,20190825T102031_20190825T102430_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
69,132.0,174.0,145.0,119.0,189.0,298.0,189.0,176.0,145.0,163.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,31.0,21.0,2431.0,20191014T102031_20191014T102207_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
70,132.0,212.0,87.0,66.0,242.0,238.0,154.0,111.0,44.0,8.0,38.0,43.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,25.0,16.0,788.0,20191210T101411_20191210T101409_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
71,90.0,258.0,161.0,132.0,274.0,313.0,200.0,197.0,156.0,201.0,227.0,256.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,32.0,21.0,2321.0,20190723T101031_20190723T101347_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
72,77.0,343.0,237.0,211.0,400.0,406.0,305.0,332.0,317.0,333.0,351.0,324.0,0.0,0.0,0.0,0.0,0.0,10.0,41.0,42.0,31.0,861.0,20190320T101029_20190320T101437_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
73,156.0,1053.0,1062.0,944.0,568.0,879.0,964.0,901.0,1024.0,1260.0,885.0,1252.0,0.0,0.0,0.0,0.0,0.0,6.0,58.0,90.0,98.0,1432.0,20190822T101031_20190822T101027_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
74,156.0,1467.0,1160.0,1038.0,539.0,854.0,960.0,977.0,1114.0,1398.0,833.0,1501.0,2.0,0.0,0.0,0.0,0.0,6.0,55.0,87.0,98.0,1434.0,20190822T101031_20190822T101027_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
75,120.0,233.0,38.0,11.0,249.0,187.0,119.0,124.0,40.0,54.0,20.0,29.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,19.0,13.0,1624.0,20191220T101431_20191220T101426_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
76,234.0,451.0,248.0,205.0,429.0,498.0,367.0,381.0,344.0,372.0,321.0,343.0,0.0,0.0,0.0,0.0,0.0,6.0,46.0,51.0,38.0,3351.0,20190626T102031_20190626T102028_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
77,165.0,281.0,195.0,123.0,273.0,387.0,238.0,257.0,261.0,290.0,276.0,285.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,40.0,25.0,1654.0,20190424T101031_20190424T101032_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
78,126.0,299.0,140.0,92.0,212.0,280.0,178.0,172.0,113.0,106.0,135.0,139.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,29.0,19.0,958.0,20191130T101401_20191130T101406_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
