system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
0,113.0,595.0,109.0,73.0,42.0,128.0,135.0,173.0,178.0,208.0,124.0,182.0,717.0,0.0,0.0,0.0,6.0,4.0,13.0,13.0,304.0,20180208T101151_20180208T101153_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
1,113.0,369.0,80.0,59.0,100.0,127.0,160.0,109.0,132.0,150.0,149.0,140.0,568.0,0.0,0.0,0.0,6.0,10.0,12.0,16.0,302.0,20180208T101151_20180208T101153_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
2,119.0,240.0,170.0,125.0,377.0,333.0,317.0,319.0,287.0,286.0,287.0,302.0,239.0,0.0,0.0,0.0,6.0,38.0,33.0,32.0,612.0,20180213T101119_20180213T101118_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
3,167.0,666.0,53.0,54.0,834.0,941.0,724.0,709.0,606.0,517.0,458.0,439.0,260.0,0.0,0.0,0.0,6.0,85.0,95.0,73.0,231.0,20180303T102021_20180303T102019_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
4,202.0,565.0,40.0,46.0,815.0,863.0,678.0,684.0,581.0,478.0,425.0,399.0,218.0,0.0,0.0,0.0,6.0,83.0,88.0,69.0,236.0,20180303T102021_20180303T102019_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
5,125.0,1278.0,516.0,471.0,1572.0,1574.0,1532.0,1573.0,1514.0,1442.0,1460.0,1380.0,1139.0,0.0,0.0,0.0,6.0,160.0,160.0,156.0,204.0,20180223T101019_20180223T101508_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
6,89.0,19.0,37.0,30.0,156.0,138.0,60.0,53.0,60.0,62.0,51.0,44.0,9.0,0.0,0.0,0.0,6.0,14.0,16.0,9.0,1018.0,20181014T102019_20181014T102019_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
7,83.0,36.0,33.0,27.0,176.0,151.0,68.0,66.0,74.0,78.0,63.0,53.0,4.0,0.0,0.0,0.0,6.0,18.0,16.0,7.0,1015.0,20181014T102019_20181014T102019_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
8,95.0,124.0,48.0,54.0,202.0,156.0,68.0,55.0,28.0,36.0,62.0,69.0,7.0,0.0,0.0,0.0,6.0,21.0,16.0,7.0,829.0,20181011T101019_20181011T101020_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
9,89.0,126.0,56.0,58.0,209.0,168.0,81.0,61.0,44.0,47.0,70.0,68.0,13.0,0.0,0.0,0.0,6.0,22.0,18.0,9.0,826.0,20181011T101019_20181011T101020_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
10,119.0,1278.0,517.0,470.0,1565.0,1570.0,1540.0,1556.0,1503.0,1457.0,1466.0,1372.0,1145.0,0.0,0.0,0.0,6.0,159.0,160.0,157.0,202.0,20180223T101019_20180223T101508_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
11,113.0,210.0,62.0,41.0,135.0,96.0,30.0,43.0,10.0,26.0,30.0,1.0,1.0,0.0,0.0,0.0,6.0,14.0,10.0,4.0,827.0,20181205T101401_20181205T101359_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
12,113.0,220.0,56.0,54.0,152.0,80.0,29.0,51.0,25.0,40.0,33.0,6.0,1.0,0.0,0.0,0.0,6.0,16.0,9.0,3.0,837.0,20181205T101401_20181205T101359_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
13,119.0,73.0,25.0,1.0,94.0,127.0,20.0,53.0,,,,1.0,,0.0,0.0,0.0,6.0,11.0,13.0,4.0,513.0,20181128T102351_20181128T102346_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
14,89.0,155.0,40.0,1.0,165.0,194.0,76.0,97.0,31.0,53.0,48.0,44.0,37.0,0.0,0.0,0.0,6.0,17.0,19.0,6.0,505.0,20181128T102351_20181128T102346_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
15,149.0,95.0,180.0,118.0,154.0,278.0,218.0,218.0,218.0,236.0,234.0,240.0,267.0,0.0,0.0,0.0,6.0,15.0,28.0,22.0,1132.0,20180409T101031_20180409T101343_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
16,149.0,100.0,188.0,114.0,156.0,279.0,216.0,217.0,215.0,230.0,236.0,242.0,285.0,0.0,0.0,0.0,6.0,15.0,28.0,22.0,1128.0,20180409T101031_20180409T101343_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
17,95.0,1.0,61.0,39.0,134.0,167.0,81.0,68.0,53.0,64.0,62.0,39.0,69.0,0.0,0.0,0.0,6.0,14.0,17.0,9.0,1514.0,20180822T101019_20180822T101321_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
18,95.0,1.0,60.0,42.0,143.0,166.0,83.0,66.0,53.0,62.0,61.0,42.0,63.0,0.0,0.0,0.0,6.0,15.0,17.0,9.0,1499.0,20180822T101019_20180822T101321_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
19,65.0,97.0,123.0,134.0,279.0,359.0,177.0,157.0,140.0,170.0,144.0,152.0,127.0,0.0,0.0,0.0,6.0,28.0,36.0,18.0,1253.0,20180507T102019_20180507T102022_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
20,101.0,73.0,85.0,56.0,136.0,215.0,88.0,66.0,59.0,52.0,76.0,62.0,76.0,0.0,0.0,0.0,7.0,14.0,22.0,9.0,1680.0,20180807T101021_20180807T101024_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
21,95.0,77.0,86.0,55.0,139.0,233.0,91.0,72.0,69.0,70.0,88.0,76.0,72.0,0.0,0.0,0.0,7.0,15.0,24.0,10.0,1679.0,20180807T101021_20180807T101024_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
22,65.0,82.0,121.0,129.0,241.0,344.0,180.0,145.0,123.0,158.0,151.0,144.0,142.0,0.0,0.0,0.0,6.0,24.0,35.0,18.0,1242.0,20180507T102019_20180507T102022_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
23,65.0,88.0,93.0,54.0,146.0,272.0,138.0,136.0,145.0,166.0,167.0,157.0,141.0,0.0,0.0,0.0,6.0,14.0,27.0,14.0,1598.0,20180429T101031_20180429T101258_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
24,71.0,218.0,49.0,54.0,373.0,454.0,126.0,91.0,28.0,50.0,56.0,60.0,89.0,0.0,0.0,0.0,6.0,38.0,47.0,13.0,1154.0,20180606T102019_20180606T102512_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
25,65.0,163.0,85.0,53.0,249.0,354.0,133.0,96.0,58.0,63.0,92.0,84.0,119.0,0.0,0.0,0.0,6.0,26.0,36.0,14.0,1344.0,20180529T101031_20180529T101225_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
26,59.0,36.0,90.0,62.0,210.0,256.0,126.0,106.0,124.0,153.0,164.0,154.0,97.0,0.0,0.0,0.0,7.0,21.0,26.0,12.0,780.0,20180504T101029_20180504T101023_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
27,166.0,88.0,125.0,81.0,193.0,289.0,186.0,181.0,183.0,184.0,174.0,175.0,217.0,0.0,0.0,0.0,6.0,19.0,29.0,18.0,1500.0,20180419T101031_20180419T101457_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
28,89.0,152.0,54.0,45.0,315.0,437.0,147.0,94.0,66.0,69.0,46.0,67.0,76.0,0.0,0.0,0.0,6.0,33.0,45.0,15.0,1430.0,20180608T101021_20180608T101024_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
29,65.0,84.0,92.0,55.0,139.0,265.0,136.0,137.0,147.0,167.0,167.0,157.0,176.0,0.0,0.0,0.0,6.0,14.0,27.0,13.0,1601.0,20180429T101031_20180429T101258_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
30,71.0,160.0,79.0,47.0,244.0,345.0,121.0,92.0,60.0,58.0,83.0,73.0,139.0,0.0,0.0,0.0,6.0,25.0,36.0,13.0,1374.0,20180529T101031_20180529T101225_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
31,71.0,220.0,69.0,70.0,364.0,453.0,104.0,115.0,36.0,61.0,36.0,82.0,122.0,0.0,0.0,0.0,6.0,40.0,46.0,10.0,1177.0,20180606T102019_20180606T102512_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
32,89.0,142.0,54.0,46.0,309.0,440.0,142.0,94.0,62.0,63.0,48.0,73.0,86.0,0.0,0.0,0.0,6.0,32.0,45.0,15.0,1430.0,20180608T101021_20180608T101024_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
33,167.0,91.0,128.0,80.0,195.0,297.0,185.0,173.0,180.0,181.0,171.0,173.0,194.0,0.0,0.0,0.0,3.0,19.0,30.0,18.0,1491.0,20180419T101031_20180419T101457_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
34,59.0,29.0,95.0,63.0,209.0,257.0,118.0,108.0,126.0,160.0,162.0,156.0,124.0,0.0,0.0,0.0,7.0,21.0,26.0,12.0,804.0,20180504T101029_20180504T101023_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
35,119.0,96.0,149.0,129.0,207.0,339.0,185.0,154.0,108.0,109.0,141.0,157.0,231.0,0.0,0.0,0.0,2.0,21.0,34.0,18.0,1780.0,20180509T101031_20180509T101027_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
36,113.0,340.0,235.0,206.0,371.0,400.0,239.0,246.0,210.0,206.0,162.0,221.0,166.0,0.0,0.0,0.0,2.0,38.0,41.0,25.0,2504.0,20180731T102021_20180731T102024_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
37,77.0,198.0,470.0,373.0,226.0,338.0,203.0,238.0,424.0,505.0,525.0,586.0,823.0,0.0,0.0,0.0,2.0,23.0,33.0,19.0,1665.0,20180909T102021_20180909T102205_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
38,77.0,199.0,456.0,374.0,242.0,333.0,203.0,239.0,427.0,517.0,520.0,582.0,804.0,0.0,0.0,0.0,2.0,25.0,34.0,21.0,1658.0,20180909T102021_20180909T102205_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
39,119.0,295.0,222.0,198.0,367.0,405.0,243.0,234.0,187.0,188.0,154.0,196.0,136.0,0.0,0.0,0.0,2.0,37.0,41.0,25.0,2509.0,20180731T102021_20180731T102024_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
40,120.0,98.0,146.0,129.0,216.0,322.0,183.0,148.0,100.0,104.0,135.0,149.0,243.0,0.0,0.0,0.0,2.0,22.0,32.0,18.0,1794.0,20180509T101031_20180509T101027_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
41,71.0,43.0,52.0,39.0,136.0,127.0,55.0,18.0,21.0,40.0,51.0,58.0,1.0,0.0,0.0,0.0,6.0,14.0,13.0,6.0,1311.0,20181021T101039_20181021T101201_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
42,71.0,49.0,52.0,42.0,138.0,123.0,56.0,11.0,28.0,44.0,49.0,58.0,12.0,0.0,0.0,0.0,6.0,15.0,13.0,6.0,1315.0,20181021T101039_20181021T101201_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
43,173.0,96.0,52.0,46.0,179.0,260.0,113.0,102.0,80.0,76.0,82.0,56.0,30.0,0.0,0.0,0.0,2.0,19.0,27.0,12.0,1954.0,20180906T101021_20180906T101022_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
44,77.0,80.0,104.0,80.0,219.0,271.0,147.0,129.0,119.0,141.0,135.0,122.0,178.0,0.0,0.0,0.0,6.0,22.0,27.0,14.0,1330.0,20180514T101029_20180514T101052_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
45,77.0,74.0,107.0,81.0,219.0,269.0,144.0,129.0,117.0,138.0,136.0,128.0,181.0,0.0,0.0,0.0,6.0,22.0,27.0,14.0,1340.0,20180514T101029_20180514T101052_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
46,172.0,88.0,52.0,41.0,163.0,271.0,112.0,98.0,77.0,68.0,83.0,58.0,5.0,0.0,0.0,0.0,2.0,17.0,28.0,12.0,1964.0,20180906T101021_20180906T101022_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
47,131.0,53.0,84.0,84.0,221.0,241.0,113.0,93.0,77.0,123.0,92.0,91.0,150.0,0.0,0.0,0.0,7.0,23.0,25.0,12.0,2632.0,20180726T102019_20180726T102150_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
48,125.0,48.0,89.0,78.0,222.0,238.0,127.0,102.0,87.0,139.0,104.0,110.0,137.0,0.0,0.0,0.0,7.0,23.0,26.0,14.0,2656.0,20180726T102019_20180726T102150_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
49,143.0,169.0,87.0,66.0,252.0,287.0,134.0,104.0,99.0,106.0,109.0,130.0,12.0,0.0,0.0,0.0,2.0,25.0,31.0,16.0,2215.0,20180919T102021_20180919T102018_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
50,107.0,1.0,92.0,79.0,107.0,241.0,118.0,112.0,111.0,114.0,118.0,109.0,79.0,0.0,0.0,0.0,6.0,10.0,24.0,12.0,989.0,20180417T102019_20180417T102021_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
51,83.0,122.0,89.0,58.0,229.0,275.0,130.0,100.0,74.0,103.0,87.0,86.0,89.0,0.0,0.0,0.0,6.0,23.0,28.0,13.0,1102.0,20180522T102031_20180522T102025_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
52,89.0,26.0,22.0,23.0,202.0,225.0,63.0,54.0,18.0,24.0,20.0,19.0,2.0,0.0,0.0,0.0,6.0,21.0,23.0,7.0,1950.0,20180716T102019_20180716T102549_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
53,113.0,1.0,87.0,82.0,102.0,235.0,120.0,109.0,111.0,113.0,112.0,103.0,103.0,0.0,0.0,0.0,6.0,10.0,23.0,12.0,1006.0,20180417T102019_20180417T102021_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
54,83.0,123.0,96.0,56.0,217.0,266.0,126.0,105.0,79.0,111.0,95.0,92.0,73.0,0.0,0.0,0.0,6.0,22.0,27.0,12.0,1117.0,20180522T102031_20180522T102025_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
55,196.0,121.0,200.0,148.0,133.0,189.0,131.0,149.0,173.0,136.0,171.0,200.0,108.0,0.0,0.0,0.0,6.0,14.0,20.0,14.0,1657.0,20181016T101021_20181016T101021_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
56,191.0,130.0,195.0,141.0,145.0,189.0,146.0,159.0,183.0,155.0,178.0,195.0,146.0,0.0,0.0,0.0,6.0,15.0,20.0,15.0,1653.0,20181016T101021_20181016T101021_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
57,140.0,167.0,91.0,63.0,250.0,273.0,136.0,110.0,107.0,111.0,119.0,135.0,10.0,0.0,0.0,0.0,2.0,27.0,28.0,14.0,2194.0,20180919T102021_20180919T102018_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
58,89.0,23.0,20.0,18.0,200.0,227.0,69.0,47.0,21.0,36.0,20.0,14.0,2.0,0.0,0.0,0.0,6.0,21.0,24.0,8.0,1932.0,20180716T102019_20180716T102549_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
59,65.0,235.0,37.0,36.0,556.0,767.0,211.0,129.0,23.0,27.0,29.0,20.0,1.0,0.0,0.0,0.0,6.0,57.0,78.0,22.0,1154.0,20180703T101029_20180703T101023_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
60,95.0,1.0,47.0,36.0,157.0,189.0,69.0,57.0,5.0,31.0,18.0,7.0,1.0,0.0,0.0,0.0,6.0,16.0,20.0,8.0,1868.0,20180723T101019_20180723T101036_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
61,101.0,1.0,48.0,31.0,161.0,187.0,63.0,52.0,1.0,19.0,11.0,1.0,22.0,0.0,0.0,0.0,6.0,17.0,19.0,7.0,1891.0,20180723T101019_20180723T101036_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
62,65.0,225.0,42.0,35.0,566.0,783.0,213.0,127.0,19.0,24.0,29.0,21.0,29.0,0.0,0.0,0.0,6.0,58.0,80.0,22.0,1142.0,20180703T101029_20180703T101023_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
63,113.0,1784.0,105.0,119.0,185.0,221.0,157.0,249.0,236.0,275.0,140.0,263.0,1658.0,0.0,0.0,0.0,6.0,18.0,22.0,16.0,309.0,20180206T102209_20180206T102206_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
64,113.0,1070.0,89.0,83.0,192.0,241.0,184.0,186.0,186.0,200.0,152.0,157.0,1024.0,0.0,0.0,0.0,6.0,19.0,24.0,18.0,314.0,20180206T102209_20180206T102206_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
65,95.0,350.0,137.0,132.0,503.0,625.0,274.0,222.0,201.0,208.0,195.0,181.0,120.0,0.0,0.0,0.0,6.0,55.0,64.0,28.0,1526.0,20180611T102021_20180611T102022_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
66,83.0,299.0,110.0,84.0,297.0,300.0,204.0,211.0,154.0,147.0,149.0,135.0,134.0,0.0,0.0,0.0,6.0,30.0,30.0,20.0,618.0,20180402T102021_20180402T102435_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
67,83.0,293.0,112.0,75.0,284.0,307.0,206.0,211.0,151.0,146.0,158.0,138.0,114.0,0.0,0.0,0.0,6.0,28.0,31.0,21.0,613.0,20180402T102021_20180402T102435_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
68,95.0,350.0,148.0,139.0,501.0,619.0,268.0,230.0,203.0,214.0,194.0,193.0,132.0,0.0,0.0,0.0,6.0,51.0,63.0,28.0,1519.0,20180611T102021_20180611T102022_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
69,71.0,254.0,325.0,287.0,218.0,267.0,190.0,169.0,248.0,320.0,188.0,341.0,663.0,0.0,0.0,0.0,2.0,24.0,27.0,19.0,1105.0,20180929T102021_20180929T102019_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
70,113.0,16082.0,7980.0,5531.0,17813.0,15807.0,14973.0,15147.0,14383.0,13695.0,15822.0,13196.0,15684.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,647.0,20180216T102059_20180216T102102_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
71,113.0,16901.0,8037.0,5562.0,17590.0,15611.0,14762.0,15441.0,14549.0,13801.0,15816.0,13297.0,15680.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,652.0,20180216T102059_20180216T102102_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
72,77.0,731.0,412.0,403.0,205.0,264.0,163.0,196.0,368.0,416.0,169.0,515.0,1613.0,0.0,0.0,0.0,2.0,21.0,27.0,18.0,1111.0,20180929T102021_20180929T102019_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
73,95.0,720.0,423.0,230.0,1083.0,755.0,366.0,522.0,501.0,427.0,1693.0,341.0,1213.0,0.0,0.0,0.0,2.0,110.0,77.0,37.0,1019.0,20180427T102019_20180427T102022_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
74,101.0,417.0,284.0,202.0,1192.0,937.0,436.0,360.0,312.0,321.0,1976.0,318.0,738.0,0.0,0.0,0.0,6.0,121.0,95.0,44.0,1014.0,20180427T102019_20180427T102022_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
75,95.0,89.0,61.0,35.0,234.0,274.0,109.0,87.0,13.0,40.0,28.0,24.0,1.0,0.0,0.0,0.0,6.0,24.0,28.0,12.0,1429.0,20180524T101019_20180524T101022_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
76,208.0,140.0,67.0,46.0,318.0,316.0,138.0,107.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,33.0,33.0,15.0,2292.0,20180713T101029_20180713T101023_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
