system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
0,60.0,120.0,53.0,51.0,170.0,267.0,170.0,237.0,104.0,116.0,116.0,86.0,58.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,28.0,18.0,814.0,20200423T100549_20200423T100736_T33UVU,Plagesee,52.88820777144499,13.937127069515407,"{""type"":""Point"",""coordinates"":[13.937127069515405,52.88820777144499]}"
1,150.0,159.0,67.0,56.0,200.0,349.0,221.0,259.0,71.0,75.0,57.0,39.0,28.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,36.0,24.0,2340.0,20200811T100559_20200811T101318_T33UVU,Plagesee,52.88820777144499,13.937127069515407,"{""type"":""Point"",""coordinates"":[13.937127069515405,52.88820777144499]}"
2,66.0,218.0,89.0,67.0,172.0,315.0,225.0,263.0,154.0,165.0,139.0,118.0,87.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,33.0,23.0,749.0,20200421T102021_20200421T102321_T33UVU,Plagesee,52.88820777144499,13.937127069515407,"{""type"":""Point"",""coordinates"":[13.937127069515405,52.88820777144499]}"
3,90.0,169.0,83.0,51.0,136.0,301.0,189.0,253.0,85.0,86.0,70.0,65.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,31.0,21.0,1616.0,20200816T101031_20200816T101030_T33UVU,Plagesee,52.88820777144499,13.937127069515407,"{""type"":""Point"",""coordinates"":[13.937127069515405,52.88820777144499]}"
4,60.0,172.0,58.0,45.0,226.0,334.0,204.0,212.0,115.0,126.0,112.0,102.0,42.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,34.0,21.0,460.0,20200406T101559_20200406T101807_T33UVU,Plagesee,52.88820777144499,13.937127069515407,"{""type"":""Point"",""coordinates"":[13.937127069515405,52.88820777144499]}"
5,66.0,78.0,43.0,47.0,87.0,236.0,152.0,211.0,50.0,60.0,51.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,24.0,16.0,1153.0,20200928T102031_20200928T102456_T33UVU,Plagesee,52.88820777144499,13.937127069515407,"{""type"":""Point"",""coordinates"":[13.937127069515405,52.88820777144499]}"
6,84.0,79.0,102.0,67.0,95.0,286.0,157.0,207.0,160.0,150.0,139.0,150.0,111.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,29.0,16.0,782.0,20200208T101151_20200208T101153_T33UVU,Plagesee,52.88820777144499,13.937127069515407,"{""type"":""Point"",""coordinates"":[13.937127069515405,52.88820777144499]}"
7,84.0,237.0,50.0,42.0,334.0,310.0,215.0,227.0,102.0,139.0,98.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,32.0,22.0,1140.0,20200117T102249_20200117T102248_T33UVU,Plagesee,52.88820777144499,13.937127069515407,"{""type"":""Point"",""coordinates"":[13.937127069515405,52.88820777144499]}"
8,66.0,75.0,52.0,44.0,127.0,288.0,164.0,233.0,33.0,54.0,30.0,26.0,,0.0,0.0,0.0,0.0,0.0,6.0,14.0,30.0,17.0,1658.0,20200801T100559_20200801T101400_T33UVU,Plagesee,52.88820777144499,13.937127069515407,"{""type"":""Point"",""coordinates"":[13.937127069515405,52.88820777144499]}"
9,60.0,172.0,57.0,46.0,232.0,281.0,180.0,211.0,111.0,110.0,121.0,100.0,53.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,30.0,20.0,253.0,20200324T100649_20200324T100644_T33UVU,Plagesee,52.88820777144499,13.937127069515407,"{""type"":""Point"",""coordinates"":[13.937127069515405,52.88820777144499]}"
