system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
80,165.0,1653.0,1453.0,1384.0,1342.0,1344.0,1228.0,1443.0,1523.0,1585.0,1476.0,1621.0,13.0,0.0,0.0,0.0,2048.0,8.0,136.0,138.0,126.0,886.0,20190228T101029_20190228T101023_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
81,112.0,3.0,38.0,36.0,115.0,113.0,71.0,89.0,25.0,26.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,12.0,8.0,1033.0,20190208T101159_20190208T101158_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
82,144.0,423.0,41.0,14.0,469.0,652.0,374.0,477.0,174.0,171.0,139.0,93.0,0.0,0.0,0.0,0.0,0.0,6.0,48.0,67.0,38.0,1764.0,20190718T101039_20190718T101040_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
83,228.0,425.0,181.0,185.0,444.0,680.0,445.0,444.0,247.0,199.0,191.0,196.0,0.0,0.0,0.0,0.0,0.0,6.0,48.0,70.0,46.0,2595.0,20190606T102031_20190606T102358_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
84,120.0,11119.0,7042.0,6105.0,10032.0,9408.0,9080.0,9455.0,9128.0,9028.0,9104.0,8932.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1309.0,20190628T101039_20190628T101033_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
85,130.0,91.0,38.0,48.0,81.0,226.0,144.0,176.0,109.0,91.0,90.0,70.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,23.0,15.0,1047.0,20190404T101031_20190404T101025_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
86,165.0,7253.0,4524.0,3548.0,6988.0,6372.0,5956.0,6179.0,5938.0,5766.0,6172.0,5663.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1030.0,20190226T102021_20190226T102019_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
87,144.0,418.0,42.0,11.0,463.0,653.0,357.0,477.0,175.0,173.0,140.0,96.0,0.0,0.0,0.0,0.0,0.0,6.0,48.0,67.0,37.0,1781.0,20190718T101039_20190718T101040_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
88,318.0,227.0,118.0,92.0,354.0,587.0,350.0,535.0,240.0,264.0,188.0,165.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,61.0,36.0,3131.0,20190827T101029_20190827T101554_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
89,130.0,96.0,39.0,45.0,105.0,223.0,152.0,175.0,102.0,91.0,89.0,70.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,23.0,16.0,1029.0,20190404T101031_20190404T101025_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
90,112.0,6727.0,4458.0,3543.0,6528.0,5992.0,5584.0,5887.0,5682.0,5568.0,5916.0,5503.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1091.0,20190226T102021_20190226T102019_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
91,120.0,11306.0,7028.0,6040.0,9904.0,9320.0,8968.0,9462.0,9149.0,9043.0,9032.0,8925.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1325.0,20190628T101039_20190628T101033_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
92,227.0,414.0,182.0,179.0,454.0,647.0,421.0,445.0,241.0,199.0,172.0,204.0,0.0,0.0,0.0,0.0,0.0,6.0,47.0,66.0,43.0,2615.0,20190606T102031_20190606T102358_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
93,120.0,5769.0,4160.0,3523.0,5816.0,5280.0,5004.0,5383.0,5448.0,5442.0,5644.0,5324.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2017.0,20190706T102031_20190706T102357_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
94,289.0,413.0,207.0,172.0,383.0,657.0,445.0,648.0,416.0,428.0,370.0,382.0,0.0,0.0,0.0,0.0,0.0,10.0,39.0,67.0,46.0,2750.0,20190901T101031_20190901T101134_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
95,258.0,3333.0,3019.0,2773.0,2758.0,2828.0,2510.0,2920.0,3400.0,3725.0,3754.0,3863.0,66.0,0.0,0.0,0.0,2048.0,8.0,255.0,255.0,255.0,2438.0,20190701T102029_20190701T102032_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
96,120.0,5723.0,4213.0,3579.0,5704.0,5192.0,4908.0,5434.0,5504.0,5518.0,5600.0,5387.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2041.0,20190706T102031_20190706T102357_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
97,216.0,9241.0,5573.0,4172.0,9480.0,9056.0,8960.0,9188.0,8645.0,8257.0,9040.0,7638.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2164.0,20190721T102029_20190721T102325_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
98,210.0,9325.0,5609.0,4154.0,9120.0,8776.0,8688.0,9305.0,8670.0,8250.0,8776.0,7626.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2175.0,20190721T102029_20190721T102325_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
99,102.0,344.0,151.0,132.0,376.0,440.0,322.0,352.0,234.0,240.0,219.0,202.0,0.0,0.0,0.0,0.0,0.0,6.0,39.0,45.0,33.0,1045.0,20190529T101039_20190529T101232_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
100,314.0,220.0,116.0,93.0,337.0,579.0,358.0,533.0,228.0,242.0,176.0,159.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,59.0,37.0,3070.0,20190827T101029_20190827T101554_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
101,126.0,410.0,312.0,270.0,375.0,490.0,411.0,518.0,474.0,481.0,523.0,465.0,0.0,0.0,0.0,0.0,2048.0,10.0,39.0,50.0,42.0,507.0,20191031T101141_20191031T101411_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
102,102.0,345.0,150.0,132.0,374.0,446.0,317.0,351.0,234.0,241.0,221.0,204.0,0.0,0.0,0.0,0.0,0.0,6.0,39.0,46.0,32.0,1039.0,20190529T101039_20190529T101232_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
103,288.0,402.0,208.0,174.0,408.0,653.0,435.0,641.0,414.0,431.0,370.0,374.0,0.0,0.0,0.0,0.0,0.0,10.0,42.0,67.0,45.0,2716.0,20190901T101031_20190901T101134_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
104,132.0,395.0,314.0,268.0,345.0,473.0,412.0,497.0,463.0,464.0,513.0,464.0,0.0,0.0,0.0,0.0,2048.0,10.0,37.0,49.0,42.0,504.0,20191031T101141_20191031T101411_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
105,168.0,5016.0,3897.0,3847.0,4964.0,4692.0,4272.0,4554.0,4745.0,4895.0,5328.0,4966.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2134.0,20190621T102029_20190621T102031_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
106,150.0,4793.0,3852.0,3878.0,4972.0,4680.0,4264.0,4463.0,4695.0,4891.0,5368.0,4992.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2160.0,20190621T102029_20190621T102031_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
107,258.0,3222.0,3020.0,2788.0,2788.0,2798.0,2498.0,2946.0,3423.0,3704.0,3794.0,3897.0,67.0,0.0,0.0,0.0,2048.0,8.0,255.0,255.0,254.0,2421.0,20190701T102029_20190701T102032_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
108,77.0,323.0,91.0,77.0,268.0,179.0,168.0,193.0,126.0,98.0,149.0,135.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,19.0,18.0,604.0,20190114T101351_20190114T101352_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
109,102.0,496.0,304.0,223.0,552.0,579.0,480.0,516.0,448.0,415.0,464.0,354.0,0.0,0.0,0.0,0.0,0.0,6.0,57.0,59.0,49.0,762.0,20190507T102031_20190507T102226_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
110,126.0,310.0,280.0,247.0,402.0,405.0,290.0,351.0,312.0,320.0,363.0,286.0,0.0,0.0,0.0,0.0,0.0,6.0,41.0,42.0,30.0,2138.0,20190926T101029_20190926T101317_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
111,126.0,319.0,263.0,237.0,415.0,404.0,280.0,350.0,300.0,306.0,370.0,268.0,0.0,0.0,0.0,0.0,0.0,6.0,43.0,42.0,29.0,2150.0,20190926T101029_20190926T101317_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
112,144.0,12087.0,6453.0,5333.0,10824.0,11136.0,11320.0,11678.0,11144.0,10795.0,10296.0,10380.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1948.0,20190601T102029_20190601T102031_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
113,102.0,517.0,314.0,229.0,513.0,598.0,464.0,529.0,463.0,463.0,439.0,396.0,0.0,0.0,0.0,0.0,0.0,6.0,53.0,61.0,48.0,742.0,20190507T102031_20190507T102226_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
114,138.0,11816.0,6634.0,5419.0,10680.0,10616.0,10752.0,11946.0,11348.0,10925.0,9992.0,10449.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1953.0,20190601T102029_20190601T102031_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
115,77.0,308.0,92.0,76.0,215.0,156.0,147.0,190.0,116.0,111.0,81.0,141.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,16.0,15.0,602.0,20190114T101351_20190114T101352_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
116,124.0,3138.0,1700.0,1525.0,2702.0,2238.0,2172.0,2500.0,2465.0,2537.0,2520.0,2518.0,63.0,0.0,0.0,0.0,1024.0,8.0,255.0,228.0,221.0,465.0,20190102T102429_20190102T102505_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
117,150.0,291.0,165.0,139.0,274.0,314.0,221.0,219.0,155.0,147.0,182.0,230.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,32.0,23.0,980.0,20191203T102401_20191203T102415_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
118,222.0,486.0,61.0,59.0,498.0,800.0,424.0,543.0,196.0,171.0,130.0,103.0,0.0,0.0,0.0,0.0,0.0,6.0,51.0,82.0,44.0,2243.0,20190713T101031_20190713T101515_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
119,246.0,1102.0,829.0,706.0,1028.0,1084.0,916.0,1065.0,1136.0,1165.0,1218.0,1168.0,6.0,0.0,0.0,0.0,2048.0,10.0,105.0,111.0,94.0,1417.0,20190524T101031_20190524T101129_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
120,246.0,1111.0,832.0,704.0,1020.0,1064.0,929.0,1059.0,1140.0,1169.0,1210.0,1155.0,6.0,0.0,0.0,0.0,2048.0,10.0,104.0,109.0,95.0,1377.0,20190524T101031_20190524T101129_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
121,102.0,8269.0,6133.0,5506.0,7640.0,6988.0,6844.0,7518.0,7445.0,7479.0,7552.0,7340.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1078.0,20190703T101031_20190703T101051_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
122,102.0,6820.0,5689.0,5187.0,6896.0,6640.0,6288.0,6653.0,6718.0,6717.0,7372.0,6612.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,255.0,1286.0,20191009T102029_20191009T102303_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
123,124.0,2784.0,1653.0,1469.0,2712.0,2346.0,2286.0,2360.0,2362.0,2427.0,2534.0,2417.0,60.0,0.0,0.0,0.0,1024.0,8.0,255.0,239.0,233.0,372.0,20190102T102429_20190102T102505_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
124,90.0,7978.0,6050.0,5409.0,7456.0,7084.0,7064.0,7311.0,7283.0,7325.0,7564.0,7202.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1074.0,20190703T101031_20190703T101051_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
125,108.0,1222.0,1938.0,1795.0,1134.0,1290.0,1324.0,1578.0,1988.0,2127.0,1948.0,2223.0,15.0,0.0,0.0,0.0,2048.0,8.0,115.0,132.0,135.0,840.0,20191006T101029_20191006T101025_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
126,114.0,6657.0,5793.0,5295.0,7064.0,6792.0,6412.0,6768.0,6820.0,6826.0,7612.0,6730.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,255.0,1269.0,20191009T102029_20191009T102303_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
127,201.0,8552.0,3608.0,3433.0,8992.0,8728.0,8768.0,8934.0,8699.0,8451.0,9312.0,8222.0,0.0,13.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,466.0,20190310T101019_20190310T101022_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
128,126.0,4323.0,4047.0,3827.0,4024.0,3630.0,3540.0,3837.0,3699.0,3627.0,3846.0,3595.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1227.0,20191123T102341_20191123T102417_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
129,201.0,7452.0,4694.0,3918.0,7404.0,7300.0,7396.0,7793.0,7582.0,7472.0,7836.0,7407.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,791.0,20190414T101031_20190414T101248_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
130,144.0,299.0,168.0,138.0,277.0,345.0,254.0,236.0,177.0,162.0,196.0,244.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,36.0,26.0,971.0,20191203T102401_20191203T102415_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
131,100.0,7670.0,1907.0,1150.0,6276.0,5292.0,4864.0,4956.0,4625.0,4550.0,4604.0,4395.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,671.0,20190325T101021_20190325T101055_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
132,240.0,459.0,57.0,58.0,467.0,768.0,377.0,531.0,175.0,139.0,118.0,80.0,0.0,0.0,0.0,0.0,0.0,6.0,48.0,79.0,39.0,2281.0,20190713T101031_20190713T101515_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
133,264.0,794.0,586.0,532.0,724.0,838.0,753.0,931.0,1003.0,1085.0,884.0,1078.0,0.0,0.0,0.0,0.0,2048.0,10.0,74.0,86.0,77.0,2559.0,20190728T101029_20190728T101332_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
134,120.0,1216.0,1925.0,1803.0,1088.0,1344.0,1350.0,1544.0,1961.0,2126.0,1986.0,2218.0,15.0,0.0,0.0,0.0,2048.0,8.0,111.0,137.0,138.0,852.0,20191006T101029_20191006T101025_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
135,288.0,18557.0,7036.0,6277.0,17136.0,14808.0,13480.0,13740.0,12672.0,12060.0,12928.0,11485.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1025.0,20190608T101029_20190608T101032_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
136,144.0,5898.0,4722.0,3960.0,6012.0,5680.0,5536.0,5839.0,5747.0,5598.0,5856.0,5423.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1901.0,20191001T101031_20191001T101058_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
137,258.0,797.0,593.0,540.0,741.0,857.0,752.0,937.0,1013.0,1102.0,900.0,1094.0,0.0,0.0,0.0,0.0,2048.0,10.0,76.0,88.0,77.0,2562.0,20190728T101029_20190728T101332_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
138,168.0,11255.0,5190.0,4024.0,9840.0,8848.0,8440.0,8551.0,8189.0,8078.0,7432.0,7896.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2003.0,20190924T102021_20190924T102418_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
139,165.0,3601.0,3486.0,3037.0,3696.0,3604.0,3460.0,3676.0,3711.0,3652.0,4086.0,3567.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1332.0,20190427T102031_20190427T102320_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
140,174.0,10074.0,5985.0,5460.0,9200.0,8296.0,8072.0,9016.0,8984.0,8964.0,8512.0,8978.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1777.0,20190711T102029_20190711T102032_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
141,100.0,7420.0,1887.0,1127.0,6312.0,5264.0,4904.0,4923.0,4600.0,4501.0,4628.0,4364.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,666.0,20190325T101021_20190325T101055_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
142,201.0,8586.0,3618.0,3446.0,8928.0,8696.0,8696.0,8940.0,8712.0,8480.0,9256.0,8253.0,0.0,12.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,463.0,20190310T101019_20190310T101022_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
143,88.0,4876.0,3840.0,3688.0,4596.0,4284.0,4448.0,4737.0,4704.0,4621.0,4892.0,4658.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,511.0,20190211T102149_20190211T102246_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
144,165.0,3538.0,3511.0,3061.0,3884.0,3638.0,3488.0,3709.0,3724.0,3666.0,4244.0,3589.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1325.0,20190427T102031_20190427T102320_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
145,204.0,9849.0,5838.0,4325.0,9376.0,8320.0,7564.0,8576.0,8435.0,8320.0,9104.0,8178.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1747.0,20190802T101031_20190802T101344_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
146,168.0,5951.0,4823.0,4012.0,5804.0,5532.0,5384.0,5852.0,5815.0,5643.0,5836.0,5513.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1719.0,20191001T101031_20191001T101058_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
147,204.0,9147.0,5610.0,4010.0,9600.0,8896.0,8172.0,8282.0,8140.0,8061.0,9368.0,7850.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1697.0,20190802T101031_20190802T101344_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
148,88.0,4780.0,3836.0,3674.0,4564.0,4344.0,4500.0,4754.0,4705.0,4628.0,4952.0,4652.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,505.0,20190211T102149_20190211T102246_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
149,201.0,7413.0,4690.0,3914.0,7408.0,7316.0,7460.0,7791.0,7583.0,7472.0,7856.0,7392.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,789.0,20190414T101031_20190414T101248_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
150,300.0,18909.0,7059.0,6275.0,17312.0,14928.0,13704.0,13895.0,12781.0,12146.0,13104.0,11543.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1027.0,20190608T101029_20190608T101032_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
151,126.0,11294.0,5501.0,3992.0,11576.0,11048.0,11248.0,11871.0,11497.0,11330.0,11784.0,11095.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,743.0,20191215T101329_20191215T101327_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
152,126.0,9925.0,5643.0,4285.0,10800.0,9536.0,8712.0,8918.0,8267.0,7782.0,9256.0,7477.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1461.0,20190517T102031_20190517T102508_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
153,201.0,13186.0,7113.0,5653.0,12384.0,11224.0,10704.0,11008.0,10292.0,10002.0,10320.0,9781.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1329.0,20190502T102029_20190502T102223_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
154,198.0,4076.0,2927.0,2094.0,4488.0,4160.0,3662.0,3811.0,3761.0,3859.0,4704.0,3793.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2239.0,20190817T101029_20190817T101605_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
155,168.0,9928.0,5726.0,5166.0,8664.0,8172.0,8068.0,8781.0,8714.0,8662.0,8368.0,8703.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1821.0,20190711T102029_20190711T102032_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
156,204.0,12291.0,5621.0,4058.0,12512.0,11856.0,12152.0,12568.0,12201.0,12019.0,12448.0,11818.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,702.0,20191215T101329_20191215T101327_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
157,132.0,4346.0,4051.0,3821.0,4003.0,3694.0,3614.0,3829.0,3679.0,3628.0,3846.0,3599.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1227.0,20191123T102341_20191123T102417_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
