system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
0,168.0,192.0,50.0,38.0,208.0,163.0,69.0,68.0,1.0,1.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,17.0,8.0,2371.0,20200811T100559_20200811T101318_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
1,168.0,193.0,44.0,36.0,199.0,167.0,68.0,62.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,17.0,7.0,2365.0,20200811T100559_20200811T101318_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
2,72.0,137.0,43.0,24.0,152.0,140.0,45.0,18.0,1.0,18.0,12.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,15.0,5.0,1726.0,20200801T100559_20200801T101400_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
3,72.0,133.0,44.0,19.0,163.0,140.0,44.0,24.0,1.0,8.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,15.0,5.0,1724.0,20200801T100559_20200801T101400_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
4,66.0,214.0,80.0,51.0,236.0,212.0,80.0,79.0,91.0,107.0,86.0,100.0,153.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,22.0,9.0,1930.0,20200602T100559_20200602T101204_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
5,60.0,143.0,74.0,64.0,160.0,182.0,91.0,68.0,78.0,81.0,85.0,82.0,89.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,19.0,9.0,815.0,20200421T102021_20200421T102321_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
6,60.0,138.0,74.0,62.0,159.0,177.0,88.0,67.0,76.0,79.0,81.0,78.0,71.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,18.0,9.0,826.0,20200421T102021_20200421T102321_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
7,66.0,213.0,79.0,46.0,228.0,213.0,77.0,79.0,83.0,103.0,90.0,87.0,125.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,22.0,8.0,1933.0,20200602T100559_20200602T101204_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
8,60.0,93.0,55.0,41.0,171.0,170.0,75.0,53.0,72.0,60.0,68.0,73.0,48.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,18.0,8.0,430.0,20200406T101559_20200406T101807_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
9,60.0,92.0,61.0,41.0,179.0,171.0,79.0,52.0,69.0,58.0,71.0,59.0,41.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,18.0,8.0,432.0,20200406T101559_20200406T101807_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
