system:index,AOT_RETRIEVAL_ACCURACY,AOT_RETRIEVAL_METHOD,BOA_ADD_OFFSET_B1,BOA_ADD_OFFSET_B10,BOA_ADD_OFFSET_B11,BOA_ADD_OFFSET_B12,BOA_ADD_OFFSET_B2,BOA_ADD_OFFSET_B3,BOA_ADD_OFFSET_B4,BOA_ADD_OFFSET_B5,BOA_ADD_OFFSET_B6,BOA_ADD_OFFSET_B7,BOA_ADD_OFFSET_B8,BOA_ADD_OFFSET_B8A,BOA_ADD_OFFSET_B9,CLOUDY_PIXEL_OVER_LAND_PERCENTAGE,CLOUDY_PIXEL_PERCENTAGE,CLOUD_COVERAGE_ASSESSMENT,CLOUD_SHADOW_PERCENTAGE,DARK_FEATURES_PERCENTAGE,DATASTRIP_ID,DATATAKE_IDENTIFIER,DATATAKE_TYPE,DEGRADED_MSI_DATA_PERCENTAGE,FORMAT_CORRECTNESS,GENERAL_QUALITY,GENERATION_TIME,GEOMETRIC_QUALITY,GRANULE_ID,GRANULE_MEAN_AOT,GRANULE_MEAN_WV,HIGH_PROBA_CLOUDS_PERCENTAGE,L2A_QUALITY,MEAN_INCIDENCE_AZIMUTH_ANGLE_B1,MEAN_INCIDENCE_AZIMUTH_ANGLE_B10,MEAN_INCIDENCE_AZIMUTH_ANGLE_B11,MEAN_INCIDENCE_AZIMUTH_ANGLE_B12,MEAN_INCIDENCE_AZIMUTH_ANGLE_B2,MEAN_INCIDENCE_AZIMUTH_ANGLE_B3,MEAN_INCIDENCE_AZIMUTH_ANGLE_B4,MEAN_INCIDENCE_AZIMUTH_ANGLE_B5,MEAN_INCIDENCE_AZIMUTH_ANGLE_B6,MEAN_INCIDENCE_AZIMUTH_ANGLE_B7,MEAN_INCIDENCE_AZIMUTH_ANGLE_B8,MEAN_INCIDENCE_AZIMUTH_ANGLE_B8A,MEAN_INCIDENCE_AZIMUTH_ANGLE_B9,MEAN_INCIDENCE_ZENITH_ANGLE_B1,MEAN_INCIDENCE_ZENITH_ANGLE_B10,MEAN_INCIDENCE_ZENITH_ANGLE_B11,MEAN_INCIDENCE_ZENITH_ANGLE_B12,MEAN_INCIDENCE_ZENITH_ANGLE_B2,MEAN_INCIDENCE_ZENITH_ANGLE_B3,MEAN_INCIDENCE_ZENITH_ANGLE_B4,MEAN_INCIDENCE_ZENITH_ANGLE_B5,MEAN_INCIDENCE_ZENITH_ANGLE_B6,MEAN_INCIDENCE_ZENITH_ANGLE_B7,MEAN_INCIDENCE_ZENITH_ANGLE_B8,MEAN_INCIDENCE_ZENITH_ANGLE_B8A,MEAN_INCIDENCE_ZENITH_ANGLE_B9,MEAN_SOLAR_AZIMUTH_ANGLE,MEAN_SOLAR_ZENITH_ANGLE,MEDIUM_PROBA_CLOUDS_PERCENTAGE,MGRS_TILE,NODATA_PIXEL_PERCENTAGE,NOT_VEGETATED_PERCENTAGE,OZONE_SOURCE,OZONE_VALUE,PROCESSING_BASELINE,PRODUCT_ID,RADIATIVE_TRANSFER_ACCURACY,RADIOMETRIC_QUALITY,REFLECTANCE_CONVERSION_CORRECTION,SATURATED_DEFECTIVE_PIXEL_PERCENTAGE,SENSING_ORBIT_DIRECTION,SENSING_ORBIT_NUMBER,SENSOR_QUALITY,SNOW_ICE_PERCENTAGE,SOLAR_IRRADIANCE_B1,SOLAR_IRRADIANCE_B10,SOLAR_IRRADIANCE_B11,SOLAR_IRRADIANCE_B12,SOLAR_IRRADIANCE_B2,SOLAR_IRRADIANCE_B3,SOLAR_IRRADIANCE_B4,SOLAR_IRRADIANCE_B5,SOLAR_IRRADIANCE_B6,SOLAR_IRRADIANCE_B7,SOLAR_IRRADIANCE_B8,SOLAR_IRRADIANCE_B8A,SOLAR_IRRADIANCE_B9,SPACECRAFT_NAME,THIN_CIRRUS_PERCENTAGE,UNCLASSIFIED_PERCENTAGE,VEGETATION_PERCENTAGE,WATER_PERCENTAGE,WATER_VAPOUR_RETRIEVAL_ACCURACY,system:asset_size,system:band_names,system:bands,system:footprint,system:id,system:time_end,system:time_start,system:version,.geo
20220309T100841_20220309T101114_T32UQD,0.0,SEN2COR_DDV,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.001608,0.001588,0.001588,0.0,0.0,S2A_OPER_MSI_L2A_DS_VGS4_20220309T121849_S20220309T101114_N04.00,GS2A_20220309T100841_035054_N04.00,INS-NOBS,0.0176,PASSED,PASSED,1.646828329E12,PASSED,L2A_T32UQD_A035054_20220309T101114,0.065967,0.471255,5.0E-6,PASSED,107.72866499035,106.549529442604,107.077278037287,107.594263159342,105.734483970384,106.182616230917,106.584705507922,106.801181597231,107.010225225583,107.227275870765,105.958907339826,107.432068255174,107.938208249762,9.18243936968556,9.05267414486563,9.09949933141256,9.15687104748035,9.0222883899467,9.04404080631158,9.07203006768793,9.0825028329278,9.10317459181249,9.12612086075683,9.03201308005431,9.15116528152317,9.2125725240205,161.483968774941,58.6608020465035,5.7E-5,32UQD,36.477509,38.479793,AUX_ECMWFT,359.647606,04.00,S2A_MSIL2A_20220309T100841_N0400_R022_T32UQD_20220309T121849,0.0,PASSED,1.01677172808149,0.0,DESCENDING,22.0,PASSED,6.63E-4,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,0.001525,0.001922,58.310163,3.205872,0.0,1124638013,"[B1, B2, B3, B4, B5, B6, B7, B8, B8A, B9, B11, B12, AOT, WVP, SCL, TCI_R, TCI_G, TCI_B, MSK_CLDPRB, MSK_SNWPRB, QA10, QA20, QA60]",<Element>,"LinearRing(13.63403464064338,53.15942783116559, 13.63392855064743,53.15952209643017, 12.765663843042015,53.19018684272034, 12.764544077269276,53.187994059040456, 12.762326729842217,53.18320553892406, 12.563748507008725,52.73223000378769, 12.369437109576996,52.28083056751511, 12.34589955378579,52.225374901613186, 12.342657993225467,52.21736266438473, 12.342508882076514,52.21537920063189, 12.342615558131351,52.21528610500772, 13.530749715810217,52.175585354190666, 13.530903282853268,52.17564920565067, 13.55613038275243,52.42163777596658, 13.581722202501881,52.66758695490386, 13.60768790378068,52.913517017611646, 13.63403464064338,53.15942783116559)",COPERNICUS/S2_SR/20220309T100841_20220309T101114_T32UQD,1.646820977882E12,1.646820977882E12,1647038411566248,"{""type"":""Polygon"",""coordinates"":[[[13.63403464064338,53.15942783116559],[13.63392855064743,53.15952209643017],[12.765663843042015,53.190186842720344],[12.764544077269276,53.18799405904045],[12.762326729842218,53.18320553892406],[12.563748507008725,52.7322300037877],[12.369437109576998,52.28083056751511],[12.345899553785788,52.22537490161319],[12.342657993225469,52.21736266438473],[12.342508882076514,52.21537920063189],[12.342615558131351,52.21528610500772],[13.530749715810217,52.175585354190666],[13.530903282853268,52.17564920565067],[13.55613038275243,52.42163777596658],[13.581722202501881,52.66758695490386],[13.607687903780683,52.913517017611646],[13.63403464064338,53.15942783116559]]]}"
20220309T100841_20220309T101114_T33UUU,0.0,SEN2COR_DDV,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.002077,0.002013,0.002013,0.0,0.0,S2A_OPER_MSI_L2A_DS_VGS4_20220309T121849_S20220309T101114_N04.00,GS2A_20220309T100841_035054_N04.00,INS-NOBS,0.0168,PASSED,PASSED,1.646828329E12,PASSED,L2A_T33UUU_A035054_20220309T101114,0.065957,0.469537,5.0E-6,PASSED,107.206555072042,106.350321753784,106.72982648198,107.147132338726,105.648251196509,105.983402013703,106.303494188033,106.460537868821,106.624347027953,106.796832392864,105.819009396549,106.957473115746,107.415367978324,9.05804270043628,8.92473598446795,8.95473907093306,9.01341753236556,8.87885208191276,8.90656711575299,8.93515699386041,8.95674864228996,8.97784687795718,9.00125171723372,8.89153810301226,9.02680975852619,9.09160047165801,161.578330638412,58.6848411170599,6.4E-5,33UUU,32.409394,38.409311,AUX_ECMWFT,359.58014,04.00,S2A_MSIL2A_20220309T100841_N0400_R022_T33UUU_20220309T121849,0.0,PASSED,1.01677172808149,0.0,DESCENDING,22.0,PASSED,4.12E-4,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,0.0019440000000000002,0.002106,57.792026,3.7941330000000004,0.0,1194467366,"[B1, B2, B3, B4, B5, B6, B7, B8, B8A, B9, B11, B12, AOT, WVP, SCL, TCI_R, TCI_G, TCI_B, MSK_CLDPRB, MSK_SNWPRB, QA10, QA20, QA60]",<Element>,"LinearRing(12.783019802521324,53.22907099947731, 12.782949854089134,53.22906398596202, 12.782088729145473,53.22794502069499, 12.781270547281327,53.226304168503994, 12.770798895597412,53.20291053258729, 12.56814750894746,52.74225677494392, 12.369585113205138,52.281280994835065, 12.349538908499985,52.23388606305275, 12.349535513349139,52.23386329379732, 12.3495676734198,52.23332445980735, 12.349593615104885,52.23327372359591, 12.350220814327281,52.232915781503344, 12.350297972620714,52.232891058104, 13.678248498138956,52.25523726139369, 13.678393418220333,52.255308432070365, 13.663512502350024,52.748667540189466, 13.648192242427154,53.241961831731096, 13.648073175299807,53.24205050168867, 12.783067440516646,53.22909773761695, 12.783019802521324,53.22907099947731)",COPERNICUS/S2_SR/20220309T100841_20220309T101114_T33UUU,1.646820977021E12,1.646820977021E12,1646961125839737,"{""type"":""Polygon"",""coordinates"":[[[12.783019802521324,53.22907099947731],[12.782949854089134,53.22906398596202],[12.782088729145473,53.22794502069499],[12.781270547281327,53.226304168503994],[12.770798895597414,53.20291053258729],[12.56814750894746,52.74225677494391],[12.369585113205138,52.281280994835065],[12.349538908499985,52.23388606305275],[12.349535513349139,52.23386329379732],[12.3495676734198,52.23332445980734],[12.349593615104885,52.23327372359591],[12.35022081432728,52.232915781503344],[12.350297972620714,52.232891058103995],[13.678248498138956,52.25523726139369],[13.678393418220331,52.255308432070365],[13.663512502350024,52.74866754018947],[13.648192242427154,53.2419618317311],[13.648073175299807,53.24205050168867],[12.783067440516646,53.22909773761695],[12.783019802521324,53.22907099947731]]]}"
20220930T100729_20220930T101327_T33UUU,0.0,SEN2COR_DDV,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.360154,0.350192,0.350192,0.46043800000000007,0.0,S2B_OPER_MSI_L2A_DS_2BPS_20220930T130034_S20220930T101327_N04.00,GS2B_20220930T100729_029077_N04.00,INS-NOBS,0.0071,PASSED,PASSED,1.664542834E12,PASSED,L2A_T33UUU_A029077_20220930T101327,0.077941,1.237221,0.100758,PASSED,107.906221083011,107.052340475775,107.460390220328,107.799854556827,106.380894246408,106.72751359573,107.025469153338,107.177462125015,107.3372330087,107.505521951552,106.549291613643,107.662454640268,108.068062715213,9.05327264204349,8.91445036912362,8.95569196901658,9.02049323837461,8.8713320295327,8.89690118730005,8.9287826533432,8.95064295823199,8.97202758733583,8.99574510603439,8.88431620515361,9.02158924201784,9.08444525240467,167.245400761968,56.32805758817,0.24879,33UUU,32.574987,19.742484,AUX_ECMWFT,334.235934,04.00,S2B_MSIL2A_20220930T100729_N0400_R022_T33UUU_20220930T130034,0.0,PASSED,0.995562000978238,0.0,DESCENDING,22.0,PASSED,8.22E-4,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,6.45E-4,0.035528,76.184088,3.22645,0.0,1173259298,"[B1, B2, B3, B4, B5, B6, B7, B8, B8A, B9, B11, B12, AOT, WVP, SCL, TCI_R, TCI_G, TCI_B, MSK_CLDPRB, MSK_SNWPRB, QA10, QA20, QA60]",<Element>,"LinearRing(12.784739495488791,53.22908753736886, 12.784724381619348,53.229066954184546, 12.78227996280637,53.22416498984983, 12.573190752848674,52.747485406159264, 12.368466663008975,52.270464521075205, 12.353049440975749,52.23396495706965, 12.353046117532593,52.23394209777632, 12.353094257147454,52.23313380838706, 12.353138065494448,52.23310554037209, 12.35314974750102,52.2330637229293, 12.35349767901293,52.23296649743856, 12.353544372306482,52.23296393328994, 13.678248498138956,52.25523726139369, 13.678393418220333,52.255308432070365, 13.663512502350024,52.748667540189466, 13.648192242427154,53.241961831731096, 13.648073175299807,53.24205050168867, 12.784863641922332,53.22913110253703, 12.784809805581448,53.22910086127985, 12.784739495488791,53.22908753736886)",COPERNICUS/S2_SR/20220930T100729_20220930T101327_T33UUU,1.664532972385E12,1.664532972385E12,1664657803423655,"{""type"":""Polygon"",""coordinates"":[[[12.784739495488791,53.22908753736887],[12.784724381619348,53.229066954184546],[12.78227996280637,53.22416498984983],[12.573190752848676,52.747485406159264],[12.368466663008977,52.270464521075205],[12.353049440975749,52.23396495706965],[12.353046117532594,52.23394209777632],[12.353094257147454,52.23313380838706],[12.353138065494447,52.23310554037209],[12.353149747501021,52.233063722929316],[12.35349767901293,52.23296649743857],[12.353544372306484,52.23296393328993],[13.678248498138956,52.25523726139369],[13.678393418220331,52.255308432070365],[13.663512502350024,52.74866754018947],[13.648192242427154,53.2419618317311],[13.648073175299807,53.24205050168867],[12.784863641922332,53.22913110253703],[12.784809805581448,53.22910086127985],[12.784739495488791,53.22908753736887]]]}"
20220930T100729_20220930T101327_T32UQD,0.0,SEN2COR_DDV,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,0.491598,0.479707,0.479707,0.638044,0.0,S2B_OPER_MSI_L2A_DS_2BPS_20220930T130034_S20220930T101327_N04.00,GS2B_20220930T100729_029077_N04.00,INS-NOBS,0.0048,PASSED,PASSED,1.664542834E12,PASSED,L2A_T32UQD_A029077_20220930T101327,0.077949,1.236677,0.144486,PASSED,108.371894495112,107.245212112517,107.736123793702,108.229346328712,106.450328471032,106.893400855983,107.29130826844,107.512226055751,107.709260044863,107.922545613677,106.672738836316,108.124047486596,108.575248655412,9.17534303996288,9.04954023251721,9.09529831363381,9.1536824922516,9.01503423004978,9.03757673952404,9.06630031572594,9.08517392284725,9.09820285125035,9.12154698177521,9.02516329491593,9.14696310310834,9.20599695341549,167.1495474648,56.2985868294042,0.334583,32UQD,36.64251,19.840971,AUX_ECMWFT,334.391788,04.00,S2B_MSIL2A_20220930T100729_N0400_R022_T32UQD_20220930T130034,0.0,PASSED,0.995562000978238,0.0,DESCENDING,22.0,PASSED,9.95E-4,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,6.39E-4,0.044302,76.284438,2.71154,0.0,1105276365,"[B1, B2, B3, B4, B5, B6, B7, B8, B8A, B9, B11, B12, AOT, WVP, SCL, TCI_R, TCI_G, TCI_B, MSK_CLDPRB, MSK_SNWPRB, QA10, QA20, QA60]",<Element>,"LinearRing(13.530820936664536,52.17561928953636, 13.530903282853268,52.17564920565067, 13.55613038275243,52.42163777596658, 13.581722202501881,52.66758695490386, 13.60768790378068,52.913517017611646, 13.63403464064338,53.15942783116559, 13.633978294286765,53.159471540857815, 13.63392855064743,53.15952209643017, 12.76757320945312,53.19012637801493, 12.767510539227883,53.19009669437746, 12.767434972058886,53.19008135739704, 12.767420492837166,53.19006054935708, 12.765203221824459,53.18527314529157, 12.557094129120394,52.71057333708352, 12.353686767906716,52.23540763785062, 12.348327479873685,52.222607490621805, 12.346164937835635,52.21726316579829, 12.34601572268607,52.215279703124324, 12.346072226655465,52.21523660301489, 12.346122393387603,52.21518660414758, 13.530749715810217,52.175585354190666, 13.530820936664536,52.17561928953636)",COPERNICUS/S2_SR/20220930T100729_20220930T101327_T32UQD,1.664532973245E12,1.664532973245E12,1664649721663171,"{""type"":""Polygon"",""coordinates"":[[[13.530820936664536,52.17561928953636],[13.530903282853268,52.17564920565067],[13.55613038275243,52.42163777596658],[13.581722202501881,52.66758695490386],[13.607687903780683,52.913517017611646],[13.63403464064338,53.15942783116559],[13.633978294286761,53.15947154085781],[13.63392855064743,53.15952209643017],[12.767573209453122,53.19012637801493],[12.767510539227885,53.19009669437746],[12.767434972058886,53.19008135739704],[12.767420492837166,53.19006054935707],[12.765203221824459,53.185273145291575],[12.55709412912039,52.71057333708351],[12.353686767906717,52.23540763785063],[12.348327479873685,52.2226074906218],[12.346164937835633,52.21726316579829],[12.34601572268607,52.215279703124324],[12.346072226655465,52.21523660301489],[12.346122393387605,52.21518660414758],[13.530749715810217,52.175585354190666],[13.530820936664536,52.17561928953636]]]}"
20220106T102319_20220106T102345_T33UUU,0.0,,,,,,,,,,,,,,,,0.858274,0.858274,4.409127,17.484024,S2B_OPER_MSI_L2A_DS_VGS4_20220106T123401_S20220106T102345_N03.01,GS2B_20220106T102319_025259_N03.01,INS-NOBS,0.0,PASSED,PASSED,1.641472441E12,PASSED,L2A_T33UUU_A025259_20220106T102345,,,0.023162,,232.936470877641,234.857982046344,233.09620046198,232.327344988056,238.578421288244,236.074838398084,234.647855147635,233.93758485726,233.493656678169,233.127337379885,237.165608812146,232.842116188373,232.750984834884,3.81079241553066,3.40588858348396,3.55647555902342,3.73751049748199,3.22555842624053,3.32289966782752,3.43223270021112,3.50090551943476,3.57119231612905,3.64537689160109,3.27106489323009,3.72292012815369,3.89681370689444,168.513083278276,75.9396613540679,0.053142,33UUU,9.95E-4,4.467196,,,03.01,S2B_MSIL2A_20220106T102319_N0301_R065_T33UUU_20220106T123401,0.0,PASSED,1.03431569732561,0.0,DESCENDING,65.0,PASSED,0.002319,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,0.781969,15.319428,54.788768,2.67086,0.0,1729966861,"[B1, B2, B3, B4, B5, B6, B7, B8, B8A, B9, B11, B12, AOT, WVP, SCL, TCI_R, TCI_G, TCI_B, MSK_CLDPRB, MSK_SNWPRB, QA10, QA20, QA60]",<Element>,"LinearRing(13.648057930956336,53.24204959567913, 13.648039047356248,53.24205011860283, 12.004754669869694,53.21206771042417, 12.004688008655881,53.21202948383028, 12.004613903020092,53.21199651891384, 12.004610248145692,53.211981633223765, 12.038509561942993,52.71920849598536, 12.071436470520608,52.2263868137535, 12.071498947423871,52.22634687089817, 12.071552673874363,52.22630240595803, 12.071576891967828,52.22630022721864, 13.678248498138956,52.25523726139369, 13.678315188082466,52.255274600602014, 13.678388796051863,52.255306497850256, 13.678392978742467,52.25532137327541, 13.663512502350024,52.748667540189466, 13.648192242427154,53.241961831731096, 13.648129873173273,53.242002601441406, 13.648076362367002,53.24204770126894, 13.648057930956336,53.24204959567913)",COPERNICUS/S2_SR/20220106T102319_20220106T102345_T33UUU,1.641464766391E12,1.641464766391E12,1641575099741034,"{""type"":""Polygon"",""coordinates"":[[[13.648057930956336,53.242049595679134],[13.648039047356246,53.24205011860283],[12.004754669869694,53.21206771042418],[12.004688008655881,53.21202948383028],[12.004613903020092,53.211996518913836],[12.004610248145692,53.211981633223765],[12.038509561942995,52.71920849598536],[12.071436470520608,52.2263868137535],[12.071498947423871,52.22634687089817],[12.071552673874363,52.22630240595803],[12.071576891967828,52.226300227218644],[13.678248498138956,52.25523726139369],[13.678315188082468,52.255274600602014],[13.678388796051866,52.25530649785026],[13.678392978742465,52.25532137327541],[13.663512502350024,52.74866754018947],[13.648192242427154,53.2419618317311],[13.648129873173275,53.242002601441406],[13.648076362367005,53.24204770126894],[13.648057930956336,53.242049595679134]]]}"
20220106T102319_20220106T102345_T32UQD,0.0,,,,,,,,,,,,,,,,0.87984,0.87984,4.384978,17.035562,S2B_OPER_MSI_L2A_DS_VGS4_20220106T123401_S20220106T102345_N03.01,GS2B_20220106T102319_025259_N03.01,INS-NOBS,0.0,PASSED,PASSED,1.641472441E12,PASSED,L2A_T32UQD_A025259_20220106T102345,,,0.044894,,224.592409243277,227.362048543723,225.694563273093,224.736735902316,231.494175821252,228.751915209493,227.088202121929,226.415213072108,225.747987769294,225.297863726491,229.914920851492,224.935476321292,224.338688531991,3.64411771305107,3.23360798573175,3.39212208759132,3.57785490794563,3.05626093339108,3.15671385430701,3.26859054114629,3.33640157247292,3.40413557164157,3.48031459964388,3.10248744330658,3.55997777186204,3.73257102021742,168.439768032055,75.9089878269753,0.125339,32UQD,9.62E-4,4.542958,,,03.01,S2B_MSIL2A_20220106T102319_N0301_R065_T32UQD_20220106T123401,0.0,PASSED,1.03431569732561,0.0,DESCENDING,65.0,PASSED,0.00285,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,0.709606,15.975924,54.825062,2.352825,0.0,1733819501,"[B1, B2, B3, B4, B5, B6, B7, B8, B8A, B9, B11, B12, AOT, WVP, SCL, TCI_R, TCI_G, TCI_B, MSK_CLDPRB, MSK_SNWPRB, QA10, QA20, QA60]",<Element>,"LinearRing(11.99449698778205,53.21201876988434, 11.994491344764983,53.2120041701981, 11.96060210441589,52.71923066461332, 11.927685128268587,52.22640863469824, 11.927741963592153,52.22636566008588, 11.927789668480477,52.22631876855151, 11.927813630029222,52.226315331231056, 13.530749715810217,52.175585354190666, 13.530820936664536,52.17561928953636, 13.530898432761184,52.175647461160665, 13.530904492237884,52.17566201641322, 13.55613038275243,52.42163777596658, 13.581722202501881,52.66758695490386, 13.60768790378068,52.913517017611646, 13.63403464064338,53.15942783116559, 13.633978294286765,53.159471540857815, 13.63393142168452,53.15951916835763, 13.633907090959049,53.15952292063413, 11.994647235721672,53.21208275239454, 11.994575520561002,53.21204795418014, 11.99449698778205,53.21201876988434)",COPERNICUS/S2_SR/20220106T102319_20220106T102345_T32UQD,1.641464767233E12,1.641464767233E12,1641574342589266,"{""type"":""Polygon"",""coordinates"":[[[11.99449698778205,53.21201876988434],[11.994491344764983,53.2120041701981],[11.960602104415893,52.71923066461332],[11.927685128268587,52.22640863469824],[11.92774196359215,52.22636566008589],[11.927789668480477,52.22631876855151],[11.927813630029224,52.22631533123106],[13.530749715810217,52.175585354190666],[13.530820936664536,52.17561928953636],[13.530898432761182,52.175647461160665],[13.530904492237882,52.17566201641322],[13.55613038275243,52.42163777596658],[13.581722202501881,52.66758695490386],[13.607687903780683,52.913517017611646],[13.63403464064338,53.15942783116559],[13.633978294286761,53.15947154085781],[13.633931421684522,53.15951916835764],[13.633907090959049,53.15952292063414],[11.994647235721674,53.21208275239454],[11.994575520561,53.21204795418014],[11.99449698778205,53.21201876988434]]]}"
20220307T101759_20220307T102247_T33UUU,0.0,SEN2COR_DDV,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,1.093609,1.065304,1.065304,0.226732,0.0,S2B_OPER_MSI_L2A_DS_VGS2_20220307T133430_S20220307T102247_N04.00,GS2B_20220307T101759_026117_N04.00,INS-NOBS,0.0024,PASSED,PASSED,1.64666007E12,PASSED,L2A_T33UUU_A026117_20220307T102247,0.059957,0.586572,0.065999,PASSED,233.714648008554,235.647925990618,234.41886470026,233.697792601363,239.25115817678,236.906057888901,235.533276446834,234.994396814411,234.581116039778,234.242736165335,237.868091948209,233.983078388099,233.551461636114,3.82784854842484,3.41804518152103,3.58496761368898,3.76530918958131,3.24207006929045,3.34742830972349,3.45656155985545,3.52258707421699,3.59272379116147,3.66675299706656,3.28759704265123,3.74413144465007,3.9137980997608,164.425588896405,59.0357581024054,0.18932599999999997,33UUU,2.02E-4,35.569179,AUX_ECMWFT,337.843399,04.00,S2B_MSIL2A_20220307T101759_N0400_R065_T33UUU_20220307T133430,0.0,PASSED,1.01778435327418,0.0,DESCENDING,65.0,PASSED,5.64E-4,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,0.809979,0.021778,60.126823,2.989621,0.0,1777596913,"[B1, B2, B3, B4, B5, B6, B7, B8, B8A, B9, B11, B12, AOT, WVP, SCL, TCI_R, TCI_G, TCI_B, MSK_CLDPRB, MSK_SNWPRB, QA10, QA20, QA60]",<Element>,"LinearRing(13.648057930956336,53.24204959567913, 13.648039047356248,53.24205011860283, 12.004754669869694,53.21206771042417, 12.004688008655881,53.21202948383028, 12.004613903020092,53.21199651891384, 12.004610248145692,53.211981633223765, 12.038509561942993,52.71920849598536, 12.071436470520608,52.2263868137535, 12.071498947423871,52.22634687089817, 12.071552673874363,52.22630240595803, 12.071576891967828,52.22630022721864, 13.678248498138956,52.25523726139369, 13.678315188082466,52.255274600602014, 13.678388796051863,52.255306497850256, 13.678392978742467,52.25532137327541, 13.663512502350024,52.748667540189466, 13.648192242427154,53.241961831731096, 13.648129873173273,53.242002601441406, 13.648076362367002,53.24204770126894, 13.648057930956336,53.24204959567913)",COPERNICUS/S2_SR/20220307T101759_20220307T102247_T33UUU,1.646648767999E12,1.646648767999E12,1647111032595673,"{""type"":""Polygon"",""coordinates"":[[[13.648057930956336,53.242049595679134],[13.648039047356246,53.24205011860283],[12.004754669869694,53.21206771042418],[12.004688008655881,53.21202948383028],[12.004613903020092,53.211996518913836],[12.004610248145692,53.211981633223765],[12.038509561942995,52.71920849598536],[12.071436470520608,52.2263868137535],[12.071498947423871,52.22634687089817],[12.071552673874363,52.22630240595803],[12.071576891967828,52.226300227218644],[13.678248498138956,52.25523726139369],[13.678315188082468,52.255274600602014],[13.678388796051866,52.25530649785026],[13.678392978742465,52.25532137327541],[13.663512502350024,52.74866754018947],[13.648192242427154,53.2419618317311],[13.648129873173275,53.242002601441406],[13.648076362367005,53.24204770126894],[13.648057930956336,53.242049595679134]]]}"
