system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,SCL,WVP,id,lake,lat,lon,.geo
175,89.0,84.0,37.0,28.0,336.0,406.0,141.0,114.0,71.0,79.0,54.0,44.0,25.0,0.0,0.0,0.0,6.0,1483.0,20180904T102019_20180904T102014_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
176,107.0,1.0,20.0,18.0,17.0,50.0,51.0,46.0,32.0,50.0,27.0,7.0,11.0,0.0,0.0,0.0,6.0,231.0,20180223T101019_20180223T101508_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
177,167.0,151.0,9.0,20.0,109.0,101.0,9.0,2.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,6.0,212.0,20180228T101021_20180228T101021_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
178,71.0,208.0,26.0,32.0,182.0,214.0,66.0,43.0,4.0,15.0,15.0,15.0,,0.0,0.0,0.0,6.0,1214.0,20180929T102021_20180929T102019_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
179,167.0,3041.0,3635.0,3216.0,3240.0,2912.0,3090.0,3098.0,3006.0,2984.0,3481.0,3096.0,3346.0,0.0,0.0,0.0,8.0,407.0,20180114T101349_20180114T101347_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
180,101.0,1.0,19.0,22.0,14.0,50.0,61.0,60.0,52.0,67.0,40.0,18.0,18.0,0.0,0.0,0.0,6.0,237.0,20180223T101019_20180223T101508_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
181,71.0,110.0,10.0,5.0,146.0,85.0,50.0,2.0,10.0,19.0,9.0,23.0,1.0,0.0,0.0,0.0,6.0,854.0,20181031T101139_20181031T101140_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
182,77.0,400.0,520.0,335.0,697.0,449.0,270.0,520.0,489.0,401.0,653.0,428.0,630.0,0.0,0.0,0.0,10.0,791.0,20181024T102059_20181024T102428_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
183,119.0,269.0,372.0,311.0,335.0,429.0,341.0,386.0,460.0,494.0,531.0,512.0,989.0,0.0,0.0,2048.0,10.0,1045.0,20180422T102031_20180422T102115_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
184,202.0,592.0,409.0,326.0,656.0,572.0,448.0,519.0,551.0,540.0,523.0,555.0,767.0,0.0,0.0,2048.0,10.0,661.0,20180325T101019_20180325T101511_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
185,95.0,1803.0,518.0,480.0,1110.0,984.0,613.0,566.0,538.0,597.0,517.0,528.0,1833.0,0.0,0.0,0.0,2.0,1833.0,20180706T102019_20180706T102022_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
186,89.0,103.0,36.0,27.0,367.0,435.0,151.0,126.0,73.0,80.0,58.0,51.0,50.0,0.0,0.0,0.0,6.0,1696.0,20180904T102019_20180904T102014_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
187,166.0,12358.0,5235.0,3950.0,11368.0,10408.0,9912.0,10496.0,9798.0,9539.0,9504.0,9120.0,15842.0,0.0,0.0,1024.0,9.0,2261.0,20180626T102019_20180626T102022_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
188,77.0,833.0,326.0,265.0,608.0,377.0,230.0,247.0,251.0,305.0,533.0,301.0,1385.0,0.0,0.0,0.0,10.0,798.0,20181024T102059_20181024T102428_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
189,107.0,189.0,28.0,21.0,172.0,149.0,74.0,58.0,32.0,44.0,35.0,23.0,1.0,0.0,0.0,0.0,6.0,1324.0,20181006T101021_20181006T101510_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
190,94.0,89.0,37.0,29.0,356.0,421.0,146.0,117.0,69.0,76.0,51.0,40.0,33.0,0.0,0.0,0.0,6.0,1708.0,20180904T102019_20180904T102014_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
191,190.0,191.0,55.0,34.0,347.0,431.0,167.0,132.0,62.0,93.0,68.0,84.0,28.0,0.0,0.0,0.0,6.0,2006.0,20180906T101021_20180906T101022_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
192,71.0,115.0,17.0,7.0,151.0,75.0,49.0,9.0,9.0,18.0,8.0,6.0,1.0,0.0,0.0,0.0,6.0,836.0,20181031T101139_20181031T101140_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
193,202.0,613.0,404.0,315.0,662.0,583.0,458.0,519.0,543.0,544.0,547.0,545.0,782.0,0.0,0.0,2048.0,10.0,658.0,20180325T101019_20180325T101511_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
194,232.0,12463.0,8798.0,7316.0,11856.0,11008.0,10632.0,10846.0,10022.0,9923.0,10184.0,9755.0,10486.0,0.0,0.0,1024.0,9.0,2180.0,20180603T101019_20180603T101329_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
195,166.0,201.0,52.0,32.0,306.0,425.0,175.0,144.0,97.0,131.0,110.0,110.0,126.0,0.0,0.0,0.0,6.0,2004.0,20180906T101021_20180906T101022_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
196,167.0,319.0,85.0,115.0,469.0,525.0,200.0,174.0,130.0,138.0,104.0,114.0,105.0,0.0,0.0,0.0,6.0,2813.0,20180728T101031_20180728T101340_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
197,83.0,357.0,75.0,98.0,197.0,175.0,68.0,69.0,5.0,47.0,23.0,27.0,50.0,0.0,0.0,0.0,6.0,911.0,20181019T102031_20181019T102029_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
198,166.0,12205.0,5261.0,4086.0,11344.0,10440.0,9920.0,10503.0,9822.0,9637.0,9512.0,9235.0,15842.0,0.0,0.0,1024.0,9.0,2263.0,20180626T102019_20180626T102022_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
199,101.0,413.0,251.0,355.0,203.0,164.0,160.0,206.0,252.0,368.0,139.0,405.0,991.0,0.0,0.0,0.0,2.0,1024.0,20180427T102019_20180427T102022_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
200,95.0,1708.0,641.0,635.0,1110.0,1003.0,618.0,669.0,605.0,658.0,499.0,753.0,1759.0,0.0,0.0,1024.0,2.0,1847.0,20180706T102019_20180706T102022_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
201,101.0,327.0,141.0,189.0,200.0,169.0,164.0,174.0,161.0,211.0,146.0,222.0,708.0,0.0,0.0,0.0,6.0,1031.0,20180427T102019_20180427T102022_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
202,208.0,11576.0,8796.0,7362.0,11496.0,10704.0,10432.0,10828.0,10012.0,9903.0,10032.0,9784.0,10041.0,0.0,0.0,1024.0,9.0,2190.0,20180603T101019_20180603T101329_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
203,107.0,180.0,29.0,30.0,158.0,142.0,70.0,62.0,18.0,46.0,34.0,19.0,1.0,0.0,0.0,0.0,6.0,1306.0,20181006T101021_20181006T101510_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
204,83.0,358.0,74.0,95.0,209.0,183.0,61.0,71.0,16.0,32.0,32.0,4.0,43.0,0.0,0.0,0.0,6.0,904.0,20181019T102031_20181019T102029_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
205,131.0,3666.0,6353.0,5824.0,7960.0,7616.0,7500.0,8079.0,8211.0,8110.0,8744.0,7944.0,6632.0,0.0,0.0,1024.0,9.0,1636.0,20180901T101019_20180901T101015_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
206,131.0,6658.0,6082.0,5587.0,7968.0,7656.0,7472.0,7498.0,7639.0,7606.0,8784.0,7414.0,12311.0,0.0,0.0,1024.0,9.0,1649.0,20180901T101019_20180901T101015_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
207,166.0,308.0,75.0,115.0,469.0,530.0,203.0,172.0,131.0,143.0,102.0,120.0,88.0,0.0,0.0,0.0,6.0,2791.0,20180728T101031_20180728T101340_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
208,77.0,288.0,73.0,92.0,157.0,157.0,54.0,68.0,19.0,34.0,37.0,10.0,34.0,0.0,0.0,0.0,6.0,802.0,20181019T102031_20181019T102029_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
209,202.0,3041.0,3920.0,3498.0,3383.0,3023.0,3251.0,3379.0,3267.0,3254.0,3602.0,3356.0,3188.0,0.0,0.0,0.0,9.0,384.0,20180114T101349_20180114T101347_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
210,77.0,275.0,73.0,95.0,149.0,150.0,61.0,67.0,5.0,51.0,27.0,34.0,37.0,0.0,0.0,0.0,6.0,798.0,20181019T102031_20181019T102029_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
211,95.0,8324.0,6641.0,5901.0,7964.0,7580.0,7456.0,7945.0,7927.0,7773.0,8480.0,7686.0,15500.0,0.0,0.0,1024.0,9.0,1099.0,20180701T102021_20180701T102404_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
212,107.0,8352.0,6623.0,5977.0,7900.0,7504.0,7432.0,7877.0,7904.0,7802.0,8368.0,7691.0,15570.0,0.0,0.0,1024.0,9.0,1226.0,20180701T102021_20180701T102404_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
213,95.0,8300.0,6654.0,5981.0,7912.0,7528.0,7456.0,7864.0,7937.0,7857.0,8440.0,7761.0,15316.0,0.0,0.0,1024.0,9.0,1102.0,20180701T102021_20180701T102404_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
214,149.0,3756.0,1776.0,1766.0,3604.0,3040.0,2899.0,3024.0,3050.0,3012.0,3020.0,2980.0,3155.0,0.0,0.0,1024.0,9.0,334.0,20180226T102019_20180226T102050_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
215,101.0,8300.0,6605.0,5899.0,7904.0,7520.0,7404.0,7942.0,7879.0,7704.0,8392.0,7602.0,15557.0,0.0,0.0,1024.0,9.0,1229.0,20180701T102021_20180701T102404_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
216,220.0,2040.0,1913.0,1505.0,2020.0,1968.0,1714.0,1941.0,2198.0,2436.0,2544.0,2434.0,4385.0,0.0,0.0,2048.0,8.0,1563.0,20180812T101019_20180812T101124_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
217,113.0,6032.0,3834.0,3002.0,5788.0,5107.0,5171.0,5342.0,5315.0,5192.0,5728.0,5127.0,6288.0,0.0,0.0,1024.0,9.0,192.0,20180107T102359_20180107T102401_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
218,107.0,3246.0,1718.0,1465.0,2666.0,2190.0,2094.0,2224.0,2280.0,2306.0,2088.0,2242.0,2783.0,0.0,0.0,1024.0,8.0,893.0,20181210T101409_20181210T101406_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
219,89.0,68.0,133.0,160.0,1.0,36.0,93.0,154.0,223.0,270.0,198.0,273.0,1016.0,0.0,0.0,0.0,3.0,925.0,20180924T102019_20180924T102016_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
220,220.0,2043.0,1885.0,1641.0,1998.0,1924.0,1708.0,1962.0,2312.0,2594.0,2498.0,2686.0,4459.0,0.0,0.0,2048.0,8.0,1568.0,20180812T101019_20180812T101124_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
221,89.0,7.0,124.0,138.0,1.0,43.0,88.0,130.0,190.0,236.0,194.0,247.0,746.0,0.0,0.0,0.0,7.0,920.0,20180924T102019_20180924T102016_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
222,142.0,3849.0,1791.0,1830.0,3562.0,3013.0,2894.0,3071.0,3079.0,3059.0,3015.0,3065.0,3174.0,0.0,0.0,1024.0,9.0,332.0,20180226T102019_20180226T102050_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
223,83.0,9.0,123.0,136.0,1.0,31.0,80.0,126.0,190.0,236.0,193.0,246.0,723.0,0.0,0.0,0.0,7.0,891.0,20180924T102019_20180924T102016_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
224,142.0,250.0,147.0,123.0,373.0,552.0,231.0,210.0,179.0,189.0,182.0,192.0,332.0,0.0,0.0,0.0,6.0,1739.0,20180628T101031_20180628T101358_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
225,143.0,252.0,150.0,120.0,385.0,561.0,227.0,214.0,170.0,170.0,170.0,176.0,328.0,0.0,0.0,0.0,6.0,1745.0,20180628T101031_20180628T101358_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
226,83.0,65.0,130.0,156.0,1.0,30.0,86.0,147.0,218.0,264.0,192.0,266.0,964.0,0.0,0.0,0.0,3.0,886.0,20180924T102019_20180924T102016_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
227,202.0,747.0,510.0,511.0,711.0,760.0,708.0,801.0,896.0,919.0,826.0,935.0,1456.0,0.0,0.0,2048.0,10.0,361.0,20180206T102209_20180206T102206_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
228,208.0,1980.0,1853.0,1616.0,1914.0,1848.0,1644.0,1913.0,2273.0,2550.0,2426.0,2639.0,4394.0,0.0,0.0,1024.0,8.0,1556.0,20180812T101019_20180812T101124_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
229,202.0,695.0,498.0,508.0,696.0,718.0,698.0,773.0,867.0,889.0,895.0,875.0,1363.0,0.0,0.0,2048.0,10.0,351.0,20180206T102209_20180206T102206_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
230,202.0,14095.0,6402.0,5105.0,12560.0,11472.0,10768.0,11172.0,10428.0,10031.0,9768.0,9801.0,13037.0,0.0,0.0,1024.0,9.0,2275.0,20180708T101031_20180708T101025_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
231,113.0,3456.0,1785.0,1568.0,2688.0,2250.0,2092.0,2306.0,2398.0,2433.0,2128.0,2409.0,2995.0,0.0,0.0,1024.0,8.0,857.0,20181210T101409_20181210T101406_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
232,113.0,6114.0,3738.0,2788.0,5722.0,5076.0,5134.0,5201.0,5174.0,5124.0,5725.0,5027.0,6263.0,0.0,0.0,1024.0,9.0,179.0,20180107T102359_20180107T102401_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
233,131.0,12374.0,6429.0,5228.0,11408.0,10608.0,10128.0,10412.0,9797.0,9491.0,9408.0,9289.0,12209.0,0.0,0.0,1024.0,9.0,2252.0,20180708T101031_20180708T101025_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
234,113.0,3082.0,2459.0,2209.0,2144.0,2052.0,2151.0,2330.0,2390.0,2425.0,2499.0,2514.0,3898.0,0.0,0.0,0.0,8.0,607.0,20180201T102241_20180201T102237_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
235,267.0,6706.0,4366.0,3920.0,3692.0,4276.0,4408.0,5530.0,5910.0,6109.0,4252.0,6134.0,13589.0,0.0,0.0,1024.0,9.0,2087.0,20180817T101021_20180817T101024_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
236,220.0,417.0,142.0,116.0,388.0,349.0,242.0,218.0,136.0,131.0,117.0,123.0,119.0,0.0,0.0,0.0,6.0,1882.0,20180512T102031_20180512T102148_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
237,65.0,375.0,523.0,426.0,525.0,551.0,509.0,542.0,608.0,620.0,674.0,652.0,768.0,0.0,0.0,2048.0,10.0,310.0,20180407T102019_20180407T102020_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
238,125.0,1.0,17.0,19.0,87.0,85.0,8.0,9.0,14.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,149.0,20180318T102019_20180318T102016_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
239,208.0,1990.0,1882.0,1482.0,1952.0,1910.0,1666.0,1899.0,2163.0,2398.0,2500.0,2396.0,4342.0,0.0,0.0,2048.0,8.0,1557.0,20180812T101019_20180812T101124_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
240,137.0,258.0,119.0,125.0,388.0,422.0,175.0,153.0,86.0,96.0,96.0,74.0,344.0,0.0,0.0,0.0,6.0,2350.0,20180911T101019_20180911T101438_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
241,95.0,5707.0,5170.0,4813.0,5488.0,5264.0,5096.0,5336.0,5143.0,4943.0,5132.0,4893.0,5075.0,0.0,0.0,1024.0,9.0,1427.0,20181105T101211_20181105T101404_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
242,137.0,214.0,121.0,100.0,377.0,422.0,174.0,156.0,64.0,103.0,90.0,48.0,252.0,0.0,0.0,0.0,6.0,2350.0,20180911T101019_20180911T101438_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
243,220.0,362.0,153.0,109.0,396.0,354.0,245.0,237.0,149.0,129.0,121.0,139.0,67.0,0.0,0.0,0.0,3.0,1871.0,20180512T102031_20180512T102148_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
244,95.0,5914.0,5018.0,4818.0,5384.0,5184.0,5028.0,5097.0,4889.0,4791.0,5048.0,4806.0,5222.0,0.0,0.0,1024.0,9.0,1417.0,20181105T101211_20181105T101404_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
245,65.0,386.0,516.0,422.0,531.0,561.0,513.0,544.0,608.0,619.0,680.0,631.0,770.0,0.0,0.0,2048.0,10.0,308.0,20180407T102019_20180407T102020_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
246,113.0,2002.0,2488.0,2193.0,1978.0,1986.0,2068.0,2292.0,2346.0,2287.0,2377.0,2442.0,2562.0,0.0,0.0,0.0,8.0,604.0,20180201T102241_20180201T102237_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
247,332.0,293.0,104.0,86.0,298.0,360.0,226.0,232.0,182.0,164.0,151.0,160.0,110.0,0.0,0.0,0.0,2.0,2571.0,20180601T102021_20180601T102024_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
248,107.0,1358.0,1087.0,1160.0,1166.0,1088.0,692.0,945.0,1091.0,1296.0,957.0,1381.0,2354.0,0.0,0.0,0.0,2.0,1948.0,20180805T102019_20180805T102019_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
249,113.0,1391.0,910.0,883.0,1152.0,1120.0,723.0,860.0,952.0,1041.0,962.0,1097.0,2389.0,0.0,0.0,0.0,2.0,1954.0,20180805T102019_20180805T102019_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
250,131.0,9.0,14.0,17.0,69.0,69.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,156.0,20180318T102019_20180318T102016_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
251,77.0,8331.0,6090.0,5128.0,8256.0,7696.0,7548.0,7808.0,7471.0,7328.0,7728.0,7139.0,8802.0,0.0,0.0,1024.0,9.0,874.0,20181118T102311_20181118T102312_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
252,89.0,50.0,175.0,147.0,174.0,216.0,180.0,197.0,202.0,234.0,244.0,221.0,398.0,0.0,0.0,0.0,6.0,938.0,20180404T101019_20180404T101021_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
253,319.0,292.0,89.0,78.0,323.0,378.0,245.0,226.0,167.0,147.0,131.0,140.0,69.0,0.0,0.0,0.0,2.0,2568.0,20180601T102021_20180601T102024_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
254,274.0,7482.0,4007.0,3668.0,3894.0,4100.0,4368.0,4969.0,5297.0,5552.0,4192.0,5769.0,15011.0,0.0,0.0,1024.0,9.0,2065.0,20180817T101021_20180817T101024_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
255,326.0,313.0,102.0,86.0,344.0,389.0,245.0,237.0,167.0,139.0,128.0,138.0,63.0,0.0,0.0,0.0,2.0,2428.0,20180601T102021_20180601T102024_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
256,125.0,461.0,630.0,464.0,556.0,566.0,489.0,487.0,568.0,700.0,794.0,710.0,1152.0,0.0,0.0,0.0,3.0,1510.0,20180623T101029_20180623T101139_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
257,101.0,254.0,155.0,145.0,262.0,345.0,224.0,228.0,195.0,183.0,143.0,179.0,187.0,0.0,0.0,0.0,3.0,1347.0,20180611T102021_20180611T102022_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
258,202.0,352.0,412.0,320.0,693.0,594.0,470.0,527.0,553.0,557.0,563.0,559.0,695.0,0.0,0.0,2048.0,10.0,597.0,20180325T101019_20180325T101511_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
259,125.0,487.0,687.0,525.0,554.0,540.0,449.0,499.0,597.0,755.0,780.0,759.0,1254.0,0.0,0.0,0.0,2.0,1510.0,20180623T101029_20180623T101139_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
260,202.0,2708.0,3885.0,3431.0,3160.0,2884.0,3144.0,3234.0,3185.0,3203.0,3580.0,3325.0,2648.0,0.0,0.0,0.0,9.0,269.0,20180114T101349_20180114T101347_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
