system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
13,130.0,22.0,39.0,34.0,235.0,402.0,221.0,515.0,240.0,230.0,186.0,140.0,43.0,0.0,0.0,0.0,6.0,24.0,41.0,23.0,1844.0,20180822T101019_20180822T101321_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
14,71.0,130.0,178.0,193.0,305.0,406.0,325.0,315.0,251.0,262.0,251.0,233.0,201.0,0.0,0.0,0.0,6.0,31.0,41.0,33.0,1034.0,20180507T102019_20180507T102022_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
15,205.0,71.0,83.0,68.0,128.0,284.0,207.0,212.0,153.0,164.0,142.0,134.0,157.0,0.0,0.0,0.0,6.0,13.0,28.0,21.0,1393.0,20180419T101031_20180419T101457_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
16,201.0,70.0,84.0,69.0,141.0,313.0,220.0,220.0,163.0,173.0,151.0,142.0,159.0,0.0,0.0,0.0,6.0,14.0,31.0,22.0,1377.0,20180419T101031_20180419T101457_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
17,65.0,121.0,179.0,193.0,293.0,380.0,323.0,316.0,254.0,264.0,262.0,238.0,194.0,0.0,0.0,0.0,6.0,29.0,38.0,32.0,1018.0,20180507T102019_20180507T102022_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
18,207.0,43.0,50.0,52.0,132.0,298.0,169.0,373.0,98.0,99.0,62.0,43.0,1.0,0.0,0.0,0.0,6.0,15.0,31.0,17.0,2481.0,20180919T102021_20180919T102018_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
19,153.0,22.0,32.0,30.0,196.0,384.0,208.0,503.0,217.0,205.0,169.0,117.0,49.0,0.0,0.0,0.0,6.0,21.0,40.0,22.0,1843.0,20180822T101019_20180822T101321_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
20,207.0,34.0,51.0,53.0,129.0,308.0,169.0,372.0,97.0,102.0,65.0,43.0,,0.0,0.0,0.0,6.0,15.0,32.0,18.0,2460.0,20180919T102021_20180919T102018_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
21,83.0,48.0,94.0,76.0,162.0,238.0,196.0,200.0,129.0,156.0,130.0,106.0,175.0,0.0,0.0,0.0,6.0,16.0,24.0,19.0,1273.0,20180514T101029_20180514T101052_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
22,83.0,38.0,95.0,78.0,166.0,220.0,200.0,203.0,131.0,160.0,130.0,108.0,173.0,0.0,0.0,0.0,6.0,16.0,22.0,20.0,1332.0,20180514T101029_20180514T101052_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
23,195.0,234.0,28.0,29.0,302.0,580.0,267.0,535.0,155.0,153.0,101.0,53.0,2.0,0.0,0.0,0.0,6.0,30.0,60.0,29.0,2608.0,20180731T102021_20180731T102024_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
24,201.0,227.0,27.0,30.0,303.0,575.0,278.0,532.0,148.0,141.0,92.0,37.0,2.0,0.0,0.0,0.0,6.0,30.0,59.0,29.0,2624.0,20180731T102021_20180731T102024_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
25,118.0,59.0,39.0,38.0,119.0,271.0,184.0,176.0,82.0,77.0,71.0,60.0,78.0,0.0,0.0,0.0,6.0,14.0,28.0,20.0,2158.0,20180529T101031_20180529T101225_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
26,153.0,57.0,47.0,39.0,157.0,441.0,222.0,509.0,132.0,145.0,109.0,70.0,2.0,0.0,0.0,0.0,6.0,17.0,45.0,23.0,1996.0,20180807T101021_20180807T101024_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
27,165.0,219.0,45.0,58.0,367.0,215.0,154.0,109.0,79.0,69.0,102.0,35.0,1.0,0.0,0.0,0.0,6.0,37.0,21.0,15.0,561.0,20180114T101349_20180114T101347_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
28,124.0,54.0,36.0,39.0,134.0,255.0,184.0,170.0,73.0,70.0,65.0,56.0,95.0,0.0,0.0,0.0,6.0,14.0,26.0,19.0,2233.0,20180529T101031_20180529T101225_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
29,77.0,49.0,69.0,45.0,131.0,254.0,186.0,216.0,157.0,161.0,155.0,143.0,109.0,0.0,0.0,0.0,6.0,13.0,25.0,18.0,1726.0,20180429T101031_20180429T101258_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
30,159.0,34.0,45.0,40.0,172.0,451.0,209.0,510.0,126.0,138.0,100.0,61.0,1.0,0.0,0.0,0.0,6.0,18.0,46.0,22.0,2018.0,20180807T101021_20180807T101024_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
31,112.0,141.0,73.0,76.0,137.0,129.0,97.0,111.0,79.0,67.0,105.0,68.0,31.0,0.0,0.0,0.0,6.0,13.0,13.0,9.0,646.0,20180216T102059_20180216T102601_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
32,112.0,211.0,79.0,73.0,191.0,153.0,80.0,123.0,70.0,67.0,86.0,71.0,47.0,0.0,0.0,0.0,6.0,19.0,15.0,8.0,638.0,20180216T102059_20180216T102601_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
33,106.0,29.0,56.0,45.0,137.0,270.0,160.0,161.0,96.0,92.0,93.0,91.0,100.0,0.0,0.0,0.0,6.0,13.0,27.0,16.0,1362.0,20180422T102031_20180422T102115_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
34,100.0,157.0,135.0,107.0,246.0,276.0,211.0,224.0,169.0,182.0,158.0,163.0,225.0,0.0,0.0,0.0,6.0,25.0,28.0,21.0,1123.0,20180522T102031_20180522T102025_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
35,100.0,133.0,133.0,106.0,184.0,276.0,210.0,222.0,171.0,178.0,160.0,168.0,239.0,0.0,0.0,0.0,6.0,18.0,28.0,21.0,1159.0,20180522T102031_20180522T102025_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
36,88.0,77.0,48.0,58.0,267.0,621.0,315.0,584.0,204.0,223.0,171.0,130.0,35.0,0.0,0.0,0.0,6.0,27.0,64.0,33.0,1949.0,20180726T102019_20180726T102150_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
37,77.0,63.0,69.0,64.0,264.0,513.0,288.0,339.0,101.0,110.0,97.0,52.0,64.0,0.0,0.0,0.0,6.0,27.0,53.0,30.0,1068.0,20180703T101029_20180703T101023_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
38,83.0,48.0,69.0,45.0,110.0,251.0,193.0,209.0,149.0,155.0,148.0,138.0,109.0,0.0,0.0,0.0,6.0,11.0,25.0,19.0,1725.0,20180429T101031_20180429T101258_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
39,136.0,55.0,51.0,44.0,184.0,238.0,144.0,142.0,71.0,72.0,74.0,68.0,104.0,0.0,0.0,0.0,6.0,18.0,24.0,14.0,1319.0,20180422T102031_20180422T102115_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
40,77.0,63.0,68.0,62.0,228.0,519.0,282.0,341.0,103.0,111.0,99.0,51.0,61.0,0.0,0.0,0.0,6.0,24.0,53.0,29.0,1083.0,20180703T101029_20180703T101023_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
41,106.0,138.0,182.0,181.0,266.0,360.0,316.0,333.0,275.0,286.0,227.0,259.0,263.0,0.0,0.0,0.0,6.0,27.0,37.0,32.0,1579.0,20180606T102019_20180606T102512_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
42,112.0,126.0,179.0,182.0,263.0,371.0,331.0,325.0,259.0,281.0,225.0,250.0,266.0,0.0,0.0,0.0,6.0,27.0,38.0,34.0,1614.0,20180606T102019_20180606T102512_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
43,254.0,23.0,53.0,40.0,178.0,257.0,173.0,207.0,119.0,120.0,86.0,81.0,25.0,0.0,0.0,0.0,6.0,18.0,26.0,17.0,617.0,20180325T101019_20180325T101511_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
44,88.0,82.0,47.0,56.0,288.0,628.0,336.0,583.0,203.0,224.0,181.0,133.0,24.0,0.0,0.0,0.0,6.0,29.0,63.0,34.0,1993.0,20180726T102019_20180726T102150_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
45,248.0,51.0,53.0,45.0,191.0,261.0,184.0,212.0,127.0,125.0,91.0,86.0,26.0,0.0,0.0,0.0,6.0,19.0,26.0,18.0,618.0,20180325T101019_20180325T101511_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
46,65.0,45.0,33.0,27.0,141.0,199.0,107.0,181.0,33.0,61.0,35.0,6.0,1.0,0.0,0.0,0.0,6.0,15.0,21.0,11.0,833.0,20181031T101139_20181031T101140_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
47,142.0,99.0,39.0,32.0,170.0,402.0,258.0,440.0,198.0,195.0,181.0,123.0,1.0,0.0,0.0,0.0,6.0,18.0,40.0,26.0,1813.0,20180906T101021_20180906T101022_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
48,165.0,40.0,32.0,30.0,154.0,403.0,229.0,424.0,169.0,163.0,144.0,97.0,1.0,0.0,0.0,0.0,6.0,16.0,41.0,24.0,1818.0,20180906T101021_20180906T101022_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
49,77.0,134.0,34.0,26.0,160.0,288.0,130.0,295.0,94.0,89.0,64.0,61.0,2.0,0.0,0.0,0.0,6.0,18.0,29.0,13.0,955.0,20180929T102021_20180929T102019_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
50,83.0,239.0,25.0,31.0,139.0,196.0,92.0,149.0,83.0,50.0,6.0,64.0,1.0,0.0,0.0,0.0,6.0,18.0,19.0,8.0,717.0,20181205T101401_20181205T101359_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
51,77.0,131.0,32.0,27.0,139.0,277.0,123.0,301.0,94.0,85.0,62.0,55.0,,0.0,0.0,0.0,6.0,15.0,29.0,13.0,954.0,20180929T102021_20180929T102019_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
52,100.0,179.0,17.0,28.0,110.0,139.0,59.0,122.0,50.0,14.0,1.0,41.0,1.0,0.0,0.0,0.0,6.0,12.0,16.0,7.0,699.0,20181205T101401_20181205T101359_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
53,77.0,92.0,24.0,32.0,201.0,218.0,123.0,197.0,43.0,33.0,24.0,1.0,1.0,0.0,0.0,0.0,6.0,21.0,23.0,13.0,1034.0,20181021T101039_20181021T101201_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
54,165.0,5941.0,4135.0,3236.0,5824.0,5668.0,5548.0,5612.0,5448.0,5319.0,5912.0,5261.0,13283.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2231.0,20180713T101029_20180713T101023_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
55,65.0,53.0,30.0,27.0,173.0,179.0,118.0,180.0,33.0,61.0,36.0,7.0,,0.0,0.0,0.0,6.0,20.0,19.0,13.0,823.0,20181031T101139_20181031T101140_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
56,77.0,97.0,23.0,32.0,186.0,210.0,115.0,194.0,43.0,37.0,24.0,,,0.0,0.0,0.0,6.0,18.0,22.0,12.0,1034.0,20181021T101039_20181021T101201_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
57,118.0,9.0,35.0,32.0,101.0,174.0,132.0,128.0,75.0,72.0,91.0,64.0,45.0,0.0,0.0,0.0,6.0,10.0,17.0,13.0,614.0,20180330T101021_20180330T101439_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
58,65.0,84.0,77.0,69.0,204.0,298.0,192.0,201.0,126.0,142.0,129.0,112.0,98.0,0.0,0.0,0.0,6.0,20.0,30.0,19.0,338.0,20180407T102019_20180407T102020_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
59,65.0,98.0,76.0,70.0,200.0,298.0,193.0,203.0,125.0,140.0,141.0,114.0,99.0,0.0,0.0,0.0,6.0,20.0,30.0,19.0,341.0,20180407T102019_20180407T102020_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
60,219.0,29.0,119.0,111.0,645.0,381.0,226.0,236.0,124.0,111.0,722.0,120.0,78.0,0.0,0.0,0.0,6.0,65.0,38.0,23.0,1983.0,20180509T101031_20180509T101027_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
61,219.0,26.0,122.0,112.0,458.0,302.0,246.0,249.0,125.0,111.0,384.0,125.0,89.0,0.0,0.0,0.0,6.0,46.0,30.0,25.0,1989.0,20180509T101031_20180509T101027_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
62,118.0,1.0,57.0,36.0,237.0,271.0,236.0,220.0,134.0,123.0,125.0,99.0,69.0,0.0,0.0,0.0,6.0,24.0,27.0,24.0,185.0,20180223T101019_20180223T101508_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
63,124.0,1.0,55.0,37.0,195.0,260.0,217.0,211.0,125.0,115.0,118.0,92.0,68.0,0.0,0.0,0.0,6.0,19.0,26.0,22.0,188.0,20180223T101019_20180223T101508_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
64,118.0,111.0,36.0,29.0,87.0,170.0,126.0,129.0,78.0,76.0,84.0,62.0,31.0,0.0,0.0,0.0,6.0,8.0,17.0,12.0,610.0,20180330T101021_20180330T101439_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
65,142.0,1.0,45.0,22.0,131.0,170.0,118.0,109.0,82.0,35.0,79.0,37.0,1.0,0.0,0.0,0.0,6.0,13.0,17.0,12.0,452.0,20180208T101151_20180208T101153_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
66,159.0,1.0,39.0,50.0,235.0,530.0,274.0,543.0,117.0,113.0,83.0,19.0,,0.0,0.0,0.0,6.0,24.0,54.0,28.0,2282.0,20180723T101019_20180723T101036_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
67,155.0,10.0,37.0,51.0,244.0,541.0,269.0,540.0,132.0,122.0,85.0,27.0,27.0,0.0,0.0,0.0,6.0,25.0,55.0,28.0,2240.0,20180723T101019_20180723T101036_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
68,171.0,6083.0,4293.0,3271.0,5552.0,5416.0,5140.0,5875.0,5654.0,5484.0,5664.0,5316.0,13540.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2236.0,20180713T101029_20180713T101023_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
69,159.0,82.0,30.0,19.0,229.0,242.0,174.0,154.0,84.0,71.0,83.0,67.0,5.0,0.0,0.0,0.0,6.0,23.0,24.0,17.0,203.0,20180303T102021_20180303T102019_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
70,100.0,134.0,117.0,104.0,274.0,341.0,274.0,309.0,237.0,262.0,249.0,231.0,244.0,0.0,0.0,0.0,6.0,27.0,34.0,27.0,1040.0,20180427T102019_20180427T102022_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
71,136.0,1.0,46.0,47.0,51.0,178.0,124.0,105.0,5.0,1.0,10.0,1.0,22.0,0.0,0.0,0.0,6.0,5.0,19.0,13.0,1439.0,20180608T101021_20180608T101024_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
72,124.0,109.0,94.0,67.0,234.0,313.0,229.0,236.0,219.0,223.0,200.0,198.0,189.0,0.0,0.0,0.0,6.0,23.0,31.0,23.0,1156.0,20180417T102019_20180417T102021_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
73,118.0,133.0,100.0,67.0,250.0,299.0,229.0,247.0,232.0,232.0,218.0,207.0,190.0,0.0,0.0,0.0,6.0,25.0,30.0,23.0,1151.0,20180417T102019_20180417T102021_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
74,94.0,29.0,126.0,87.0,192.0,251.0,226.0,232.0,208.0,214.0,200.0,188.0,191.0,0.0,0.0,0.0,6.0,19.0,25.0,23.0,1460.0,20180504T101029_20180504T101023_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
75,165.0,1.0,32.0,20.0,111.0,69.0,78.0,71.0,28.0,1.0,37.0,3.0,1.0,0.0,0.0,0.0,6.0,11.0,7.0,7.0,455.0,20180208T101151_20180208T101153_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
76,106.0,113.0,116.0,104.0,261.0,334.0,257.0,307.0,226.0,253.0,243.0,223.0,245.0,0.0,0.0,0.0,6.0,26.0,34.0,26.0,1051.0,20180427T102019_20180427T102022_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
77,94.0,28.0,127.0,87.0,184.0,249.0,219.0,232.0,207.0,212.0,202.0,188.0,193.0,0.0,0.0,0.0,6.0,18.0,25.0,22.0,1475.0,20180504T101029_20180504T101023_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
78,165.0,49.0,29.0,19.0,178.0,265.0,166.0,150.0,78.0,76.0,69.0,67.0,1.0,0.0,0.0,0.0,6.0,18.0,27.0,16.0,200.0,20180303T102021_20180303T102019_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
79,130.0,1.0,48.0,48.0,40.0,185.0,129.0,111.0,12.0,5.0,18.0,7.0,44.0,0.0,0.0,0.0,6.0,5.0,19.0,14.0,1431.0,20180608T101021_20180608T101024_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
80,182.0,29.0,98.0,87.0,178.0,339.0,235.0,416.0,207.0,204.0,170.0,146.0,167.0,0.0,0.0,0.0,6.0,20.0,35.0,24.0,1375.0,20180812T101019_20180812T101124_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
81,165.0,686.0,188.0,119.0,742.0,702.0,555.0,561.0,453.0,459.0,412.0,388.0,359.0,0.0,0.0,0.0,6.0,75.0,71.0,56.0,1582.0,20180414T101019_20180414T101536_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
82,171.0,699.0,187.0,121.0,759.0,686.0,531.0,560.0,456.0,458.0,405.0,384.0,377.0,0.0,0.0,0.0,6.0,77.0,69.0,54.0,1587.0,20180414T101019_20180414T101536_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
