system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
0,120.0,194.0,66.0,46.0,230.0,525.0,244.0,222.0,101.0,107.0,95.0,85.0,61.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,54.0,25.0,2041.0,20190726T102031_20190726T102028_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
1,59.0,163.0,48.0,38.0,267.0,426.0,252.0,295.0,120.0,119.0,113.0,76.0,27.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,44.0,26.0,685.0,20190422T102029_20190422T102029_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
2,65.0,1.0,3.0,16.0,1.0,41.0,34.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,6.0,,5.0,4.0,397.0,20190216T102111_20190216T102131_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
3,65.0,1.0,4.0,15.0,10.0,50.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,4.0,408.0,20190216T102111_20190216T102131_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
4,132.0,154.0,62.0,44.0,200.0,508.0,232.0,204.0,75.0,82.0,73.0,65.0,31.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,53.0,24.0,2079.0,20190726T102031_20190726T102028_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
5,77.0,204.0,47.0,43.0,303.0,322.0,218.0,265.0,128.0,132.0,114.0,95.0,96.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,33.0,23.0,772.0,20190419T101029_20190419T101030_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
6,59.0,141.0,48.0,38.0,254.0,415.0,247.0,291.0,118.0,117.0,111.0,72.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,43.0,26.0,637.0,20190422T102029_20190422T102029_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
7,71.0,240.0,50.0,42.0,328.0,339.0,228.0,271.0,137.0,143.0,126.0,107.0,85.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,35.0,24.0,663.0,20190419T101029_20190419T101030_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
8,96.0,25.0,35.0,30.0,27.0,91.0,59.0,62.0,17.0,19.0,25.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,10.0,6.0,1420.0,20190921T101031_20190921T101152_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
9,192.0,49.0,23.0,19.0,73.0,133.0,88.0,119.0,19.0,25.0,13.0,21.0,,0.0,0.0,0.0,0.0,0.0,6.0,9.0,14.0,9.0,1266.0,20190911T101021_20190911T101023_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
10,84.0,65.0,22.0,11.0,81.0,107.0,112.0,98.0,72.0,65.0,73.0,64.0,24.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,11.0,11.0,791.0,20191110T101241_20191110T101236_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
11,90.0,252.0,50.0,44.0,265.0,593.0,316.0,301.0,112.0,104.0,89.0,77.0,39.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,61.0,33.0,1724.0,20190603T101031_20190603T101041_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
12,114.0,193.0,9.0,8.0,349.0,247.0,144.0,106.0,71.0,61.0,58.0,49.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,26.0,14.0,1039.0,20191205T101309_20191205T101308_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
13,85.0,286.0,54.0,45.0,288.0,606.0,325.0,314.0,129.0,119.0,104.0,89.0,67.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,63.0,34.0,1825.0,20190603T101031_20190603T101041_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
14,108.0,225.0,75.0,47.0,210.0,461.0,233.0,207.0,77.0,82.0,66.0,71.0,38.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,47.0,24.0,2330.0,20190723T101031_20190723T101347_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
15,108.0,271.0,41.0,46.0,204.0,155.0,115.0,138.0,81.0,131.0,67.0,56.0,127.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,16.0,12.0,1746.0,20191220T101431_20191220T101426_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
16,114.0,230.0,39.0,44.0,173.0,134.0,101.0,119.0,66.0,112.0,54.0,45.0,73.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,14.0,12.0,1567.0,20191220T101431_20191220T101426_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
17,84.0,67.0,39.0,31.0,59.0,111.0,73.0,79.0,36.0,36.0,41.0,46.0,,0.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,8.0,1496.0,20190921T101031_20190921T101152_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
18,65.0,1420.0,2312.0,2163.0,1414.0,1450.0,1506.0,1737.0,2025.0,2140.0,2172.0,2264.0,2935.0,13.0,0.0,0.0,0.0,2048.0,10.0,144.0,148.0,154.0,758.0,20190417T102031_20190417T102431_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
19,59.0,109.0,12.0,14.0,206.0,160.0,121.0,103.0,53.0,47.0,46.0,45.0,,0.0,0.0,0.0,0.0,0.0,6.0,22.0,17.0,13.0,504.0,20190218T101059_20190218T101421_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
20,150.0,427.0,695.0,611.0,437.0,599.0,488.0,586.0,628.0,670.0,742.0,642.0,955.0,0.0,0.0,0.0,0.0,0.0,6.0,45.0,61.0,50.0,1590.0,20190904T102021_20190904T102045_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
21,65.0,39.0,13.0,15.0,157.0,128.0,103.0,93.0,44.0,39.0,33.0,34.0,,0.0,0.0,0.0,0.0,0.0,6.0,16.0,14.0,11.0,522.0,20190218T101059_20190218T101421_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
22,157.0,135.0,32.0,23.0,138.0,181.0,123.0,149.0,64.0,71.0,64.0,69.0,25.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,19.0,12.0,1248.0,20190911T101021_20190911T101023_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
23,225.0,195.0,44.0,30.0,184.0,282.0,176.0,210.0,88.0,66.0,79.0,51.0,29.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,29.0,18.0,987.0,20190407T102021_20190407T102458_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
24,118.0,191.0,29.0,19.0,249.0,235.0,151.0,149.0,83.0,75.0,56.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,24.0,16.0,1230.0,20190323T102029_20190323T102023_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
25,210.0,198.0,49.0,33.0,190.0,291.0,187.0,228.0,111.0,86.0,95.0,68.0,72.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,29.0,18.0,1077.0,20190407T102021_20190407T102458_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
26,126.0,133.0,1.0,5.0,304.0,212.0,119.0,70.0,32.0,25.0,28.0,28.0,,0.0,0.0,0.0,0.0,0.0,6.0,30.0,22.0,14.0,1097.0,20191205T101309_20191205T101308_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
27,198.0,392.0,133.0,101.0,422.0,677.0,400.0,431.0,241.0,218.0,193.0,162.0,72.0,0.0,0.0,0.0,0.0,0.0,6.0,43.0,69.0,41.0,2489.0,20190606T102031_20190606T102358_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
28,84.0,89.0,22.0,11.0,96.0,114.0,116.0,103.0,74.0,67.0,75.0,63.0,34.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,12.0,11.0,804.0,20191110T101241_20191110T101236_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
29,90.0,289.0,102.0,93.0,355.0,547.0,321.0,371.0,204.0,205.0,181.0,168.0,126.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,56.0,33.0,1665.0,20190618T101029_20190618T101307_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
30,142.0,119.0,21.0,15.0,195.0,194.0,122.0,114.0,46.0,39.0,26.0,24.0,,0.0,0.0,0.0,0.0,0.0,6.0,19.0,20.0,13.0,1129.0,20190323T102029_20190323T102023_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
31,132.0,114.0,159.0,136.0,166.0,185.0,150.0,186.0,181.0,180.0,174.0,208.0,326.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,18.0,15.0,2462.0,20191014T102031_20191014T102207_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
32,300.0,238.0,54.0,33.0,295.0,442.0,227.0,320.0,211.0,241.0,184.0,160.0,63.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,45.0,24.0,3135.0,20190830T102029_20190830T102552_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
33,130.0,14.0,17.0,1.0,105.0,33.0,44.0,14.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,4.0,5.0,551.0,20190122T102329_20190122T102330_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
34,120.0,165.0,166.0,140.0,203.0,213.0,170.0,211.0,208.0,204.0,192.0,225.0,368.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,22.0,18.0,2487.0,20191014T102031_20191014T102207_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
35,112.0,225.0,40.0,34.0,262.0,263.0,186.0,236.0,177.0,173.0,152.0,119.0,87.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,27.0,19.0,841.0,20190402T102029_20190402T102026_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
36,318.0,234.0,45.0,50.0,221.0,474.0,263.0,318.0,174.0,145.0,105.0,104.0,75.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,50.0,28.0,2897.0,20190825T102031_20190825T102430_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
37,108.0,199.0,51.0,34.0,176.0,179.0,131.0,109.0,102.0,73.0,95.0,67.0,46.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,20.0,14.0,572.0,20191210T101411_20191210T101409_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
38,174.0,443.0,112.0,70.0,402.0,614.0,354.0,376.0,332.0,328.0,290.0,285.0,217.0,0.0,0.0,0.0,0.0,0.0,6.0,41.0,63.0,36.0,2662.0,20190901T101031_20190901T101134_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
39,132.0,106.0,39.0,29.0,98.0,118.0,86.0,48.0,38.0,13.0,48.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,12.0,9.0,788.0,20191210T101411_20191210T101409_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
40,71.0,4.0,47.0,67.0,160.0,111.0,108.0,103.0,75.0,56.0,58.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,11.0,10.0,1026.0,20190208T101159_20190208T101158_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
41,77.0,179.0,150.0,136.0,284.0,268.0,191.0,231.0,199.0,206.0,209.0,189.0,270.0,0.0,0.0,0.0,0.0,0.0,10.0,29.0,28.0,20.0,861.0,20190320T101029_20190320T101437_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
42,264.0,801.0,660.0,505.0,767.0,967.0,658.0,733.0,790.0,860.0,780.0,819.0,2042.0,0.0,0.0,0.0,0.0,2048.0,10.0,78.0,99.0,67.0,2944.0,20190626T102031_20190626T102028_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
43,142.0,1423.0,2348.0,2206.0,1428.0,1464.0,1526.0,1780.0,2062.0,2168.0,2196.0,2287.0,3505.0,12.0,0.0,0.0,0.0,2048.0,10.0,146.0,149.0,156.0,1013.0,20190417T102031_20190417T102431_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
44,225.0,243.0,200.0,122.0,259.0,423.0,310.0,378.0,293.0,301.0,300.0,298.0,314.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,43.0,32.0,1640.0,20190424T101031_20190424T101032_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
45,156.0,82.0,24.0,27.0,84.0,254.0,136.0,142.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,6.0,8.0,26.0,14.0,1664.0,20190613T101031_20190613T101027_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
46,90.0,180.0,112.0,99.0,280.0,334.0,237.0,276.0,160.0,167.0,171.0,151.0,132.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,34.0,25.0,722.0,20190512T102029_20190512T102248_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
