system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
0,65.0,270.0,61.0,62.0,289.0,247.0,114.0,122.0,109.0,125.0,119.0,101.0,98.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,26.0,12.0,648.0,20190419T101029_20190419T101030_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
1,65.0,1.0,12.0,24.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,504.0,20190216T102111_20190216T102131_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
2,65.0,1.0,20.0,27.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,499.0,20190216T102111_20190216T102131_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
3,65.0,266.0,67.0,62.0,288.0,249.0,115.0,116.0,109.0,124.0,118.0,103.0,87.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,26.0,12.0,652.0,20190419T101029_20190419T101030_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
4,59.0,64.0,53.0,46.0,153.0,147.0,64.0,37.0,27.0,61.0,47.0,34.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,16.0,7.0,683.0,20190422T102029_20190422T102029_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
5,59.0,62.0,53.0,43.0,160.0,146.0,62.0,32.0,29.0,55.0,48.0,31.0,30.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,15.0,7.0,686.0,20190422T102029_20190422T102029_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
6,90.0,134.0,72.0,47.0,149.0,178.0,90.0,83.0,80.0,92.0,77.0,74.0,83.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,19.0,10.0,1835.0,20190726T102031_20190726T102028_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
7,90.0,140.0,68.0,50.0,157.0,174.0,86.0,75.0,80.0,89.0,77.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,18.0,9.0,1832.0,20190726T102031_20190726T102028_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
8,65.0,1.0,14.0,25.0,1.0,38.0,6.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,,454.0,20190216T102111_20190216T102131_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
9,65.0,1.0,21.0,28.0,1.0,40.0,1.0,1.0,1.0,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,1.0,452.0,20190216T102111_20190216T102131_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
