system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
0,66.0,1051.0,1023.0,1014.0,1059.0,1121.0,1072.0,1075.0,1034.0,1030.0,1032.0,1023.0,983.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,13.0,8.0,496.0,20220309T100841_20220309T101114_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
1,108.0,1041.0,1045.0,1055.0,1111.0,1106.0,1100.0,1099.0,1061.0,1051.0,1058.0,1038.0,935.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,11.0,11.0,950.0,20221114T101301_20221114T101258_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
2,66.0,1085.0,1022.0,1014.0,1081.0,1133.0,1078.0,1081.0,1038.0,1032.0,1035.0,1024.0,983.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,14.0,8.0,503.0,20220309T100841_20220309T101114_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
3,84.0,1133.0,1055.0,1060.0,1188.0,1165.0,1144.0,1144.0,1106.0,1099.0,1098.0,1079.0,998.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,17.0,14.0,959.0,20221114T101301_20221114T101258_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
4,66.0,199.0,9.0,15.0,218.0,183.0,93.0,81.0,42.0,24.0,57.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,19.0,10.0,454.0,20220106T102319_20220106T102345_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
5,150.0,945.0,1170.0,1118.0,1130.0,1166.0,1127.0,1155.0,1110.0,1135.0,1148.0,1154.0,1061.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,17.0,13.0,1903.0,20221030T101039_20221030T101041_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
6,144.0,1061.0,1042.0,1039.0,1158.0,1194.0,1086.0,1073.0,1014.0,1039.0,1021.0,1025.0,1013.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,20.0,9.0,457.0,20220324T100649_20220324T100645_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
7,87.0,1011.0,1011.0,1019.0,1106.0,1083.0,1050.0,1063.0,1011.0,1014.0,1008.0,1008.0,983.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,9.0,6.0,1281.0,20220930T100729_20220930T101327_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
8,102.0,1096.0,1054.0,1043.0,1194.0,1232.0,1119.0,1117.0,1065.0,1085.0,1062.0,1063.0,1056.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,24.0,13.0,470.0,20220324T100649_20220324T100645_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
9,282.0,1173.0,1075.0,1051.0,1186.0,1234.0,1123.0,1097.0,1029.0,1029.0,1032.0,1032.0,1019.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,24.0,13.0,1896.0,20220720T101611_20220720T101819_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
10,66.0,1121.0,1030.0,1026.0,1169.0,1180.0,1112.0,1126.0,1075.0,1071.0,1074.0,1057.0,993.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,19.0,12.0,613.0,20220307T101759_20220307T102247_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
11,60.0,1072.0,1019.0,1031.0,1069.0,1153.0,1061.0,1083.0,1029.0,1017.0,1041.0,1022.0,993.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,15.0,6.0,176.0,20220312T101831_20220312T102427_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
12,78.0,1055.0,1015.0,1020.0,1137.0,1106.0,1065.0,1079.0,1031.0,1033.0,1026.0,1022.0,1000.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,10.0,6.0,1298.0,20220930T100729_20220930T101327_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
13,72.0,1006.0,1057.0,1047.0,1098.0,1124.0,1096.0,1089.0,1071.0,1081.0,1062.0,1031.0,973.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,13.0,10.0,1249.0,20221102T102059_20221102T102101_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
14,72.0,1184.0,1019.0,1005.0,1226.0,1239.0,1122.0,1109.0,1069.0,1074.0,1062.0,1054.0,1006.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,25.0,13.0,949.0,20220327T101629_20220327T102055_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
15,66.0,1140.0,1025.0,1023.0,1130.0,1185.0,1086.0,1073.0,1043.0,1042.0,1035.0,1021.0,1014.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,19.0,9.0,277.0,20220322T101711_20220322T102531_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
16,66.0,1115.0,1025.0,1023.0,1113.0,1176.0,1083.0,1070.0,1042.0,1041.0,1034.0,1020.0,1004.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,18.0,9.0,220.0,20220322T101711_20220322T102531_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
17,72.0,1190.0,1068.0,1061.0,1245.0,1151.0,1116.0,1129.0,1107.0,1115.0,1115.0,1093.0,1105.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,16.0,12.0,784.0,20220423T100549_20220423T100842_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
18,66.0,1095.0,1031.0,1027.0,1152.0,1171.0,1109.0,1124.0,1073.0,1071.0,1073.0,1055.0,995.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,19.0,12.0,619.0,20220307T101759_20220307T102247_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
19,84.0,1195.0,1028.0,1031.0,1262.0,1238.0,1144.0,1151.0,1102.0,1101.0,1095.0,1072.0,1034.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,26.0,16.0,429.0,20220314T101019_20220314T101022_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
20,96.0,1149.0,1023.0,1023.0,1244.0,1370.0,1160.0,1125.0,1020.0,1030.0,1012.0,1008.0,994.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,38.0,17.0,1299.0,20220622T100559_20220622T101515_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
21,66.0,996.0,1034.0,1023.0,1139.0,1101.0,1049.0,1054.0,1008.0,995.0,1023.0,1019.0,976.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,12.0,6.0,366.0,20220212T101029_20220212T101029_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
22,66.0,1086.0,1016.0,1030.0,1076.0,1154.0,1059.0,1084.0,1027.0,1016.0,1034.0,1014.0,995.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,16.0,6.0,201.0,20220312T101831_20220312T102427_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
23,186.0,1283.0,1038.0,1045.0,1402.0,1798.0,1287.0,1223.0,1008.0,1016.0,999.0,988.0,924.0,0.0,0.0,0.0,0.0,0.0,6.0,41.0,82.0,30.0,2605.0,20220816T100611_20220816T100922_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
24,96.0,4218.0,4918.0,4115.0,4396.0,4744.0,4848.0,4971.0,5396.0,5450.0,5428.0,5446.0,6998.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,255.0,1703.0,20220712T100559_20220712T101515_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
25,66.0,1168.0,1020.0,1005.0,1217.0,1235.0,1122.0,1108.0,1069.0,1075.0,1067.0,1062.0,1014.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,24.0,13.0,1017.0,20220327T101629_20220327T102055_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
26,168.0,1356.0,1047.0,1048.0,1448.0,1824.0,1313.0,1249.0,1040.0,1047.0,1030.0,1019.0,961.0,0.0,0.0,0.0,0.0,0.0,6.0,46.0,84.0,32.0,2629.0,20220816T100611_20220816T100922_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
27,204.0,2080.0,1975.0,1608.0,2144.0,2310.0,2014.0,2123.0,2233.0,2322.0,2462.0,2394.0,2495.0,0.0,0.0,0.0,0.0,0.0,6.0,117.0,134.0,104.0,1111.0,20220501T101601_20220501T101714_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
28,60.0,1146.0,1041.0,1037.0,1155.0,1209.0,1104.0,1103.0,1065.0,1056.0,1056.0,1049.0,1019.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,20.0,9.0,741.0,20220418T100601_20220418T101300_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
29,174.0,7626.0,7730.0,7055.0,6372.0,7000.0,7504.0,8196.0,8046.0,7792.0,7344.0,7643.0,16887.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,255.0,2372.0,20220725T101559_20220725T102250_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
30,72.0,169.0,10.0,15.0,197.0,168.0,84.0,85.0,42.0,25.0,48.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,18.0,9.0,562.0,20220106T102319_20220106T102345_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
