system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
155,96.0,11359.0,7574.0,6368.0,11408.0,10696.0,10384.0,10758.0,10334.0,11560.0,10145.0,15556.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,816.0,20190514T101031_20190514T101441_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
156,108.0,11057.0,7611.0,6389.0,11464.0,10808.0,10480.0,10992.0,10501.0,11576.0,10284.0,15606.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,822.0,20190514T101031_20190514T101441_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
157,198.0,2478.0,1869.0,1695.0,2646.0,2508.0,2186.0,2408.0,2877.0,3144.0,2908.0,6968.0,50.0,0.0,0.0,0.0,2048.0,8.0,255.0,255.0,223.0,1619.0,20190820T102029_20190820T102459_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
158,144.0,9530.0,6038.0,5795.0,7988.0,7304.0,7628.0,8098.0,8084.0,8184.0,8308.0,15433.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,517.0,20191215T101329_20191215T101327_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
159,120.0,2741.0,1602.0,1837.0,2468.0,2262.0,2312.0,2649.0,2513.0,2630.0,2569.0,10660.0,61.0,0.0,0.0,0.0,1024.0,8.0,251.0,230.0,235.0,1398.0,20191218T102339_20191218T102427_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
160,120.0,2751.0,1615.0,1863.0,2524.0,2280.0,2344.0,2681.0,2528.0,2612.0,2579.0,10944.0,60.0,0.0,0.0,0.0,1024.0,8.0,255.0,232.0,239.0,1436.0,20191218T102339_20191218T102427_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
161,166.0,7768.0,5321.0,4280.0,7052.0,6676.0,6764.0,7107.0,6851.0,7240.0,6734.0,9961.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,613.0,20190325T101021_20190325T101055_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
162,204.0,5208.0,4485.0,3673.0,4368.0,5016.0,5312.0,5646.0,5867.0,5712.0,6051.0,8135.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,598.0,20191105T101119_20191105T101115_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
163,167.0,7495.0,5277.0,4229.0,6924.0,6588.0,6792.0,6990.0,6679.0,7152.0,6609.0,9785.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,614.0,20190325T101021_20190325T101055_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
164,204.0,4952.0,4416.0,3585.0,4384.0,5152.0,5272.0,5538.0,5787.0,5816.0,5931.0,7759.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,598.0,20191105T101119_20191105T101115_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
165,114.0,8042.0,4061.0,3613.0,7040.0,6268.0,6136.0,6508.0,6042.0,6176.0,6066.0,11567.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1146.0,20191223T102431_20191223T102430_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
166,202.0,10400.0,4507.0,3347.0,9072.0,7896.0,7792.0,8058.0,7853.0,7920.0,7788.0,10860.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,597.0,20190318T102021_20190318T102020_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
167,204.0,9196.0,5495.0,4432.0,8576.0,7768.0,7220.0,7566.0,7179.0,7360.0,7000.0,15618.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2065.0,20190924T102021_20190924T102418_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
168,113.0,7315.0,3654.0,2866.0,6652.0,5868.0,5716.0,5857.0,5632.0,5900.0,5550.0,8446.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,507.0,20190211T102149_20190211T102246_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
169,202.0,10403.0,4649.0,3474.0,8976.0,7816.0,7660.0,8181.0,7946.0,7876.0,7889.0,10937.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,577.0,20190318T102021_20190318T102020_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
170,77.0,7571.0,4311.0,3719.0,7256.0,6468.0,6016.0,6326.0,5991.0,6920.0,6055.0,8743.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,365.0,20190117T102351_20190117T102347_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
171,167.0,8497.0,3073.0,1859.0,8584.0,7896.0,7660.0,7782.0,7373.0,8272.0,7314.0,8636.0,0.0,15.0,0.0,0.0,1024.0,11.0,255.0,255.0,255.0,394.0,20190308T102021_20190308T102017_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
172,168.0,8780.0,4169.0,3669.0,7572.0,6644.0,6512.0,7004.0,6385.0,6332.0,6342.0,12477.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1185.0,20191223T102431_20191223T102430_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
173,204.0,1529.0,1168.0,1028.0,1564.0,1666.0,1482.0,1535.0,1841.0,1838.0,1801.0,3751.0,19.0,0.0,0.0,0.0,2048.0,10.0,159.0,170.0,151.0,1820.0,20190616T102031_20190616T102027_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
174,166.0,8312.0,3044.0,1850.0,8568.0,7904.0,7676.0,7679.0,7417.0,8312.0,7262.0,7791.0,0.0,14.0,0.0,0.0,1024.0,11.0,255.0,255.0,255.0,380.0,20190308T102021_20190308T102017_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
175,125.0,7317.0,3729.0,2937.0,6552.0,5816.0,5688.0,5953.0,5728.0,5772.0,5613.0,8325.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,494.0,20190211T102149_20190211T102246_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
176,77.0,7650.0,4272.0,3781.0,7176.0,6444.0,6016.0,6429.0,6060.0,6928.0,6085.0,8922.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,342.0,20190117T102351_20190117T102347_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
177,202.0,6416.0,3274.0,2093.0,6024.0,5684.0,5584.0,5746.0,5568.0,5636.0,5594.0,5096.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,795.0,20190107T102411_20190107T102405_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
178,204.0,4432.0,2708.0,2911.0,4192.0,4276.0,4312.0,4607.0,5235.0,5280.0,5405.0,6447.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,813.0,20190805T102031_20190805T102440_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
179,202.0,6465.0,3286.0,2114.0,5916.0,5640.0,5528.0,5779.0,5625.0,5620.0,5583.0,5186.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,792.0,20190107T102411_20190107T102405_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
180,204.0,9176.0,5425.0,4389.0,8568.0,7808.0,7284.0,7469.0,7087.0,7348.0,6896.0,15686.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2069.0,20190924T102021_20190924T102418_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
181,204.0,4382.0,2709.0,2914.0,4184.0,4312.0,4320.0,4636.0,5237.0,5308.0,5399.0,6477.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,838.0,20190805T102031_20190805T102440_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
182,204.0,4258.0,3278.0,3475.0,4324.0,4852.0,5080.0,5459.0,5837.0,6168.0,5969.0,8933.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,530.0,20191004T102031_20191004T102025_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
183,204.0,1522.0,1161.0,1040.0,1544.0,1682.0,1422.0,1529.0,1818.0,1852.0,1811.0,3778.0,21.0,0.0,0.0,0.0,2048.0,8.0,157.0,171.0,145.0,1778.0,20190616T102031_20190616T102027_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
184,204.0,10052.0,7881.0,6487.0,8992.0,9200.0,9280.0,9988.0,10037.0,9352.0,10096.0,10895.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,868.0,20191001T101031_20191001T101058_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
185,138.0,4278.0,3755.0,3214.0,4616.0,4936.0,4836.0,5016.0,5420.0,5372.0,5287.0,5276.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1095.0,20191009T102029_20191009T102303_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
186,204.0,10022.0,7859.0,6456.0,9632.0,9792.0,9856.0,9988.0,10034.0,9880.0,10079.0,10572.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,858.0,20191001T101031_20191001T101058_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
187,204.0,4163.0,3266.0,3468.0,4204.0,4784.0,5048.0,5442.0,5828.0,6088.0,5959.0,8856.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,523.0,20191004T102031_20191004T102025_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
188,202.0,4173.0,3365.0,2542.0,3864.0,3928.0,3986.0,4077.0,4188.0,4124.0,4346.0,2229.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,292.0,20190127T102311_20190127T102327_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
189,186.0,4680.0,3697.0,3003.0,4492.0,4972.0,4984.0,5277.0,5499.0,5312.0,5327.0,5216.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1082.0,20191009T102029_20191009T102303_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
190,192.0,2394.0,2208.0,2404.0,2252.0,1960.0,2036.0,2339.0,2406.0,2454.0,2412.0,4183.0,48.0,0.0,0.0,0.0,0.0,8.0,229.0,200.0,207.0,541.0,20191228T102339_20191228T102333_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
191,192.0,2245.0,2199.0,2369.0,2414.0,2104.0,2088.0,2264.0,2370.0,2568.0,2385.0,3846.0,45.0,0.0,0.0,0.0,0.0,8.0,246.0,214.0,213.0,543.0,20191228T102339_20191228T102333_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
192,202.0,8254.0,5432.0,5105.0,7240.0,6304.0,6144.0,6415.0,5998.0,6244.0,5838.0,6680.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,338.0,20190124T101311_20190124T101314_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
193,202.0,8321.0,3126.0,2835.0,8224.0,7980.0,8052.0,8186.0,8010.0,8512.0,7942.0,8251.0,0.0,21.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,358.0,20190315T101021_20190315T101043_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
194,202.0,8384.0,3124.0,2829.0,8264.0,7904.0,8040.0,8186.0,8015.0,8552.0,7956.0,8136.0,0.0,22.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,345.0,20190315T101021_20190315T101043_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
195,202.0,4294.0,3411.0,2562.0,3836.0,3846.0,3972.0,4129.0,4289.0,4080.0,4427.0,2225.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,276.0,20190127T102311_20190127T102327_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
196,204.0,3274.0,2833.0,2551.0,2881.0,2698.0,2852.0,2847.0,2860.0,2595.0,2896.0,3143.0,78.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,1165.0,20191123T102341_20191123T102417_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
197,204.0,9687.0,1402.0,1715.0,9328.0,9120.0,9016.0,9232.0,8976.0,9328.0,8837.0,11185.0,0.0,100.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,623.0,20190706T102031_20190706T102357_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
198,126.0,9211.0,1400.0,1704.0,8888.0,8792.0,8744.0,8992.0,8798.0,9136.0,8706.0,10756.0,0.0,100.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,605.0,20190706T102031_20190706T102357_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
199,148.0,471.0,530.0,541.0,418.0,426.0,327.0,387.0,532.0,655.0,621.0,1033.0,0.0,0.0,0.0,0.0,2048.0,10.0,43.0,44.0,34.0,644.0,20190206T102211_20190206T102327_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
200,202.0,8014.0,5559.0,5307.0,7408.0,6376.0,6180.0,6526.0,6224.0,6344.0,6091.0,6316.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,338.0,20190124T101311_20190124T101314_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
201,120.0,8495.0,6603.0,5665.0,8552.0,8032.0,7728.0,8077.0,7816.0,8456.0,7596.0,13948.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1092.0,20190608T101029_20190608T101032_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
202,204.0,3137.0,3034.0,2663.0,2734.0,2556.0,2702.0,2972.0,3103.0,2502.0,3110.0,2941.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1152.0,20191123T102341_20191123T102417_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
203,120.0,8627.0,6600.0,5690.0,8624.0,7956.0,7676.0,8077.0,7845.0,8480.0,7644.0,14242.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1102.0,20190608T101029_20190608T101032_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
204,149.0,486.0,505.0,522.0,392.0,400.0,347.0,403.0,526.0,626.0,602.0,969.0,0.0,0.0,0.0,0.0,2048.0,10.0,40.0,41.0,36.0,629.0,20190206T102211_20190206T102327_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
205,168.0,191.0,277.0,222.0,220.0,301.0,239.0,234.0,210.0,281.0,294.0,502.0,0.0,0.0,0.0,0.0,2048.0,10.0,23.0,31.0,25.0,563.0,20191031T101141_20191031T101411_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
206,202.0,4471.0,1234.0,1215.0,4188.0,3796.0,3658.0,3817.0,3736.0,3672.0,3676.0,3627.0,0.0,79.0,0.0,0.0,0.0,11.0,255.0,255.0,255.0,692.0,20190112T102409_20190112T102555_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
207,204.0,7840.0,4700.0,3511.0,8952.0,8368.0,8336.0,8449.0,7964.0,9056.0,7751.0,9437.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,637.0,20190509T101039_20190509T101033_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
208,168.0,200.0,285.0,225.0,216.0,301.0,229.0,234.0,206.0,284.0,296.0,494.0,0.0,0.0,0.0,0.0,2048.0,10.0,22.0,31.0,24.0,561.0,20191031T101141_20191031T101411_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
209,202.0,4458.0,1227.0,1213.0,4200.0,3784.0,3706.0,3767.0,3721.0,3692.0,3664.0,3634.0,0.0,79.0,0.0,0.0,0.0,11.0,255.0,255.0,255.0,695.0,20190112T102409_20190112T102555_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
210,204.0,11134.0,5870.0,4545.0,10576.0,9680.0,9368.0,9787.0,9230.0,9496.0,9004.0,14050.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1404.0,20190708T101039_20190708T101033_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
211,204.0,7813.0,4775.0,3580.0,8752.0,8256.0,8216.0,8490.0,8103.0,8976.0,7895.0,9292.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,612.0,20190509T101039_20190509T101033_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
212,204.0,9416.0,6886.0,5187.0,8376.0,9016.0,9392.0,9727.0,9832.0,9416.0,9842.0,10232.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,981.0,20190527T102031_20190527T102026_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
213,204.0,5568.0,4460.0,3752.0,5956.0,5556.0,5684.0,5943.0,5916.0,6124.0,5819.0,4630.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,699.0,20191225T101329_20191225T101330_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
214,204.0,5510.0,4409.0,3696.0,6064.0,5668.0,5796.0,5950.0,5893.0,6156.0,5831.0,4711.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,727.0,20191225T101329_20191225T101330_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
215,204.0,11106.0,5874.0,4559.0,10592.0,9696.0,9320.0,9746.0,9228.0,9488.0,8967.0,14139.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1422.0,20190708T101039_20190708T101033_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
216,144.0,7928.0,5294.0,4867.0,6928.0,5936.0,5772.0,6189.0,6516.0,6792.0,6573.0,12287.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1062.0,20190703T101031_20190703T101051_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
217,204.0,10149.0,6942.0,5210.0,8600.0,9024.0,9472.0,9985.0,10009.0,9400.0,9986.0,10896.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1055.0,20190527T102031_20190527T102026_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
218,202.0,7960.0,5939.0,5149.0,7632.0,7752.0,8092.0,8303.0,8170.0,8336.0,8213.0,10746.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,648.0,20190414T101031_20190414T101248_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
219,204.0,8072.0,1607.0,1831.0,7948.0,8012.0,7984.0,8098.0,7774.0,8028.0,7422.0,14712.0,0.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,739.0,20191016T101029_20191016T101025_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
220,132.0,7598.0,5106.0,4695.0,6520.0,5728.0,5744.0,5899.0,6175.0,6504.0,6315.0,11858.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1054.0,20190703T101031_20190703T101051_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
221,192.0,7664.0,5054.0,3654.0,8920.0,8104.0,7216.0,7546.0,7143.0,8200.0,6838.0,12723.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1732.0,20190817T101029_20190817T101605_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
222,168.0,7266.0,5042.0,3702.0,8464.0,7684.0,6960.0,7341.0,7116.0,8024.0,6874.0,11580.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1550.0,20190817T101029_20190817T101605_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
223,204.0,8034.0,1631.0,1832.0,7988.0,7980.0,8008.0,8173.0,7754.0,8072.0,7458.0,14810.0,0.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,759.0,20191016T101029_20191016T101025_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
224,204.0,5688.0,1710.0,1961.0,5724.0,5704.0,5636.0,5807.0,5994.0,6368.0,5988.0,9142.0,0.0,100.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,509.0,20190731T102029_20190731T102031_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
225,202.0,8115.0,5913.0,5118.0,7708.0,7856.0,8104.0,8317.0,8175.0,8424.0,8215.0,10704.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,651.0,20190414T101031_20190414T101248_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
226,202.0,2712.0,4493.0,4484.0,4268.0,4004.0,4228.0,4630.0,4556.0,5036.0,4572.0,3476.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,540.0,20190129T101259_20190129T101440_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
227,204.0,4626.0,4740.0,4010.0,4684.0,4960.0,5356.0,5703.0,6197.0,6412.0,6346.0,8247.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,686.0,20190815T102031_20190815T102026_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
228,204.0,5686.0,1711.0,1957.0,5744.0,5708.0,5624.0,5812.0,6014.0,6372.0,5997.0,9221.0,0.0,100.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,519.0,20190731T102029_20190731T102031_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
229,204.0,4850.0,4760.0,4009.0,4792.0,5020.0,5348.0,5794.0,6230.0,6444.0,6370.0,8343.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,684.0,20190815T102031_20190815T102026_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
