system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
10,95.0,102.0,44.0,51.0,151.0,210.0,130.0,270.0,100.0,108.0,73.0,56.0,6.0,0.0,0.0,0.0,6.0,16.0,22.0,14.0,826.0,20181011T101019_20181011T101020_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
11,119.0,1.0,51.0,47.0,179.0,188.0,212.0,326.0,149.0,140.0,112.0,93.0,29.0,0.0,0.0,0.0,6.0,18.0,19.0,21.0,202.0,20180223T101019_20180223T101508_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
12,113.0,250.0,35.0,41.0,153.0,170.0,101.0,202.0,27.0,18.0,12.0,32.0,1.0,0.0,0.0,0.0,6.0,16.0,18.0,11.0,827.0,20181205T101401_20181205T101359_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
13,113.0,256.0,36.0,51.0,141.0,169.0,99.0,193.0,51.0,11.0,23.0,32.0,1.0,0.0,0.0,0.0,6.0,15.0,18.0,11.0,837.0,20181205T101401_20181205T101359_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
14,119.0,132.0,35.0,30.0,129.0,131.0,142.0,230.0,57.0,22.0,59.0,4.0,,0.0,0.0,0.0,6.0,14.0,14.0,14.0,513.0,20181128T102351_20181128T102346_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
15,89.0,204.0,49.0,37.0,179.0,192.0,181.0,286.0,121.0,88.0,96.0,57.0,16.0,0.0,0.0,0.0,6.0,19.0,20.0,19.0,505.0,20181128T102351_20181128T102346_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
16,154.0,121.0,221.0,150.0,214.0,370.0,326.0,570.0,360.0,360.0,345.0,298.0,268.0,0.0,0.0,0.0,6.0,21.0,37.0,33.0,1132.0,20180409T101031_20180409T101343_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
17,155.0,119.0,221.0,148.0,205.0,371.0,325.0,573.0,360.0,363.0,333.0,299.0,273.0,0.0,0.0,0.0,6.0,20.0,37.0,33.0,1128.0,20180409T101031_20180409T101343_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
18,95.0,1.0,84.0,63.0,217.0,267.0,190.0,308.0,129.0,143.0,183.0,86.0,51.0,0.0,0.0,0.0,6.0,23.0,28.0,20.0,1514.0,20180822T101019_20180822T101321_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
19,95.0,1.0,87.0,65.0,220.0,279.0,207.0,310.0,131.0,144.0,224.0,87.0,64.0,0.0,0.0,0.0,6.0,23.0,29.0,22.0,1499.0,20180822T101019_20180822T101321_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
20,65.0,59.0,100.0,106.0,250.0,312.0,223.0,310.0,177.0,198.0,170.0,141.0,70.0,0.0,0.0,0.0,6.0,25.0,31.0,22.0,1253.0,20180507T102019_20180507T102022_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
21,101.0,54.0,107.0,99.0,112.0,368.0,209.0,358.0,125.0,134.0,102.0,98.0,43.0,0.0,0.0,0.0,6.0,12.0,38.0,22.0,1680.0,20180807T101021_20180807T101024_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
22,95.0,61.0,109.0,99.0,130.0,367.0,225.0,362.0,134.0,144.0,117.0,108.0,44.0,0.0,0.0,0.0,6.0,14.0,38.0,23.0,1679.0,20180807T101021_20180807T101024_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
23,65.0,47.0,97.0,107.0,189.0,279.0,215.0,313.0,175.0,196.0,170.0,140.0,71.0,0.0,0.0,0.0,6.0,19.0,28.0,21.0,1242.0,20180507T102019_20180507T102022_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
24,65.0,115.0,109.0,91.0,178.0,301.0,228.0,384.0,236.0,241.0,213.0,184.0,152.0,0.0,0.0,0.0,6.0,18.0,30.0,23.0,1598.0,20180429T101031_20180429T101258_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
25,71.0,228.0,145.0,124.0,331.0,470.0,325.0,445.0,248.0,261.0,221.0,195.0,127.0,0.0,0.0,0.0,6.0,35.0,48.0,33.0,1154.0,20180606T102019_20180606T102512_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
26,77.0,149.0,89.0,88.0,198.0,414.0,270.0,368.0,166.0,178.0,154.0,132.0,63.0,0.0,0.0,0.0,6.0,21.0,43.0,28.0,1344.0,20180529T101031_20180529T101225_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
27,59.0,63.0,125.0,83.0,208.0,281.0,244.0,373.0,269.0,300.0,273.0,246.0,180.0,0.0,0.0,0.0,6.0,21.0,28.0,24.0,780.0,20180504T101029_20180504T101023_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
28,166.0,164.0,121.0,102.0,276.0,458.0,342.0,543.0,306.0,286.0,248.0,219.0,193.0,0.0,0.0,0.0,6.0,28.0,46.0,34.0,1500.0,20180419T101031_20180419T101457_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
29,113.0,215.0,146.0,122.0,287.0,499.0,345.0,484.0,316.0,328.0,278.0,262.0,236.0,0.0,0.0,0.0,6.0,30.0,51.0,36.0,1430.0,20180608T101021_20180608T101024_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
30,65.0,115.0,108.0,90.0,173.0,292.0,233.0,381.0,236.0,237.0,208.0,184.0,156.0,0.0,0.0,0.0,6.0,17.0,29.0,23.0,1601.0,20180429T101031_20180429T101258_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
31,83.0,143.0,88.0,88.0,202.0,418.0,266.0,362.0,160.0,180.0,144.0,130.0,63.0,0.0,0.0,0.0,6.0,21.0,43.0,28.0,1374.0,20180529T101031_20180529T101225_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
32,71.0,217.0,149.0,129.0,348.0,478.0,338.0,455.0,255.0,269.0,232.0,203.0,118.0,0.0,0.0,0.0,6.0,36.0,49.0,35.0,1177.0,20180606T102019_20180606T102512_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
33,113.0,204.0,146.0,118.0,274.0,495.0,343.0,481.0,313.0,324.0,281.0,267.0,231.0,0.0,0.0,0.0,6.0,28.0,51.0,35.0,1430.0,20180608T101021_20180608T101024_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
34,173.0,146.0,121.0,106.0,243.0,475.0,333.0,542.0,296.0,277.0,245.0,206.0,183.0,0.0,0.0,0.0,6.0,24.0,48.0,33.0,1491.0,20180419T101031_20180419T101457_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
35,59.0,54.0,126.0,82.0,196.0,278.0,243.0,369.0,268.0,300.0,273.0,244.0,184.0,0.0,0.0,0.0,6.0,19.0,28.0,24.0,804.0,20180504T101029_20180504T101023_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
36,142.0,68.0,137.0,109.0,138.0,294.0,238.0,343.0,185.0,181.0,178.0,154.0,109.0,0.0,0.0,0.0,3.0,14.0,29.0,24.0,1780.0,20180509T101031_20180509T101027_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
37,125.0,243.0,85.0,88.0,278.0,525.0,294.0,444.0,162.0,169.0,132.0,104.0,31.0,0.0,0.0,0.0,6.0,29.0,54.0,30.0,2504.0,20180731T102021_20180731T102024_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
38,83.0,57.0,69.0,69.0,83.0,176.0,125.0,280.0,91.0,89.0,64.0,47.0,1.0,0.0,0.0,0.0,6.0,8.0,18.0,13.0,1665.0,20180909T102021_20180909T102205_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
39,83.0,59.0,64.0,70.0,80.0,189.0,123.0,277.0,92.0,87.0,65.0,49.0,2.0,0.0,0.0,0.0,6.0,9.0,20.0,13.0,1658.0,20180909T102021_20180909T102205_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
40,131.0,233.0,82.0,85.0,251.0,521.0,279.0,445.0,150.0,161.0,122.0,87.0,11.0,0.0,0.0,0.0,6.0,26.0,52.0,29.0,2509.0,20180731T102021_20180731T102024_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
41,149.0,54.0,136.0,108.0,128.0,288.0,230.0,337.0,174.0,170.0,169.0,140.0,104.0,0.0,0.0,0.0,3.0,13.0,29.0,23.0,1794.0,20180509T101031_20180509T101027_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
42,77.0,103.0,80.0,71.0,119.0,169.0,130.0,278.0,104.0,118.0,84.0,59.0,1.0,0.0,0.0,0.0,6.0,13.0,18.0,14.0,1311.0,20181021T101039_20181021T101201_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
43,77.0,103.0,78.0,74.0,132.0,176.0,117.0,279.0,99.0,116.0,77.0,59.0,1.0,0.0,0.0,0.0,6.0,14.0,18.0,12.0,1315.0,20181021T101039_20181021T101201_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
44,185.0,25.0,77.0,100.0,93.0,205.0,168.0,330.0,134.0,133.0,92.0,86.0,20.0,0.0,0.0,0.0,6.0,10.0,21.0,18.0,1954.0,20180906T101021_20180906T101022_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
45,89.0,138.0,135.0,109.0,264.0,334.0,285.0,366.0,256.0,287.0,231.0,216.0,180.0,0.0,0.0,0.0,6.0,26.0,34.0,29.0,1330.0,20180514T101029_20180514T101052_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
46,89.0,126.0,133.0,111.0,271.0,319.0,280.0,367.0,255.0,286.0,231.0,216.0,172.0,0.0,0.0,0.0,6.0,27.0,32.0,28.0,1340.0,20180514T101029_20180514T101052_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
47,184.0,22.0,74.0,97.0,71.0,212.0,167.0,328.0,133.0,131.0,93.0,88.0,8.0,0.0,0.0,0.0,6.0,8.0,22.0,17.0,1964.0,20180906T101021_20180906T101022_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
48,113.0,78.0,137.0,102.0,275.0,320.0,323.0,490.0,306.0,266.0,264.0,193.0,92.0,0.0,0.0,0.0,6.0,28.0,32.0,32.0,696.0,20180216T102059_20180216T102601_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
49,113.0,105.0,142.0,110.0,304.0,315.0,310.0,478.0,302.0,261.0,258.0,184.0,90.0,0.0,0.0,0.0,6.0,31.0,32.0,31.0,705.0,20180216T102059_20180216T102601_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
50,137.0,1.0,62.0,76.0,162.0,520.0,261.0,416.0,92.0,91.0,71.0,33.0,1.0,0.0,0.0,0.0,6.0,18.0,52.0,26.0,2632.0,20180726T102019_20180726T102150_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
51,131.0,1.0,66.0,80.0,172.0,511.0,261.0,422.0,98.0,104.0,83.0,48.0,2.0,0.0,0.0,0.0,6.0,19.0,52.0,27.0,2656.0,20180726T102019_20180726T102150_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
52,155.0,286.0,121.0,112.0,271.0,366.0,277.0,433.0,285.0,258.0,214.0,192.0,100.0,0.0,0.0,0.0,6.0,30.0,38.0,29.0,2215.0,20180919T102021_20180919T102018_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
53,107.0,11.0,97.0,83.0,194.0,310.0,240.0,433.0,231.0,238.0,210.0,160.0,75.0,0.0,0.0,0.0,6.0,19.0,31.0,24.0,989.0,20180417T102019_20180417T102021_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
54,101.0,111.0,80.0,67.0,181.0,280.0,209.0,329.0,179.0,184.0,165.0,142.0,105.0,0.0,0.0,0.0,6.0,18.0,28.0,21.0,1102.0,20180522T102031_20180522T102025_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
55,95.0,525.0,334.0,247.0,387.0,640.0,432.0,623.0,403.0,428.0,333.0,398.0,1237.0,0.0,0.0,0.0,2.0,40.0,66.0,44.0,1950.0,20180716T102019_20180716T102549_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
56,113.0,1.0,95.0,84.0,172.0,311.0,232.0,431.0,224.0,227.0,196.0,148.0,82.0,0.0,0.0,0.0,6.0,17.0,31.0,23.0,1006.0,20180417T102019_20180417T102021_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
57,95.0,110.0,82.0,69.0,172.0,287.0,226.0,332.0,191.0,192.0,175.0,146.0,105.0,0.0,0.0,0.0,6.0,17.0,29.0,23.0,1117.0,20180522T102031_20180522T102025_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
58,196.0,182.0,197.0,144.0,187.0,298.0,225.0,397.0,196.0,201.0,177.0,149.0,107.0,0.0,0.0,0.0,6.0,19.0,31.0,23.0,1657.0,20181016T101021_20181016T101021_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
59,191.0,200.0,200.0,152.0,185.0,328.0,223.0,400.0,205.0,209.0,182.0,157.0,96.0,0.0,0.0,0.0,6.0,19.0,34.0,23.0,1653.0,20181016T101021_20181016T101021_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
60,148.0,302.0,124.0,113.0,303.0,392.0,277.0,437.0,300.0,261.0,222.0,198.0,91.0,0.0,0.0,0.0,6.0,32.0,41.0,29.0,2194.0,20180919T102021_20180919T102018_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
61,95.0,405.0,305.0,233.0,383.0,646.0,396.0,611.0,385.0,400.0,326.0,363.0,927.0,0.0,0.0,0.0,2.0,41.0,66.0,42.0,1932.0,20180716T102019_20180716T102549_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
62,77.0,91.0,67.0,50.0,254.0,439.0,266.0,446.0,156.0,173.0,138.0,95.0,66.0,0.0,0.0,0.0,6.0,26.0,45.0,28.0,1154.0,20180703T101029_20180703T101023_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
63,95.0,23.0,53.0,58.0,176.0,386.0,229.0,383.0,131.0,133.0,102.0,70.0,5.0,0.0,0.0,0.0,6.0,18.0,40.0,24.0,1868.0,20180723T101019_20180723T101036_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
64,101.0,14.0,49.0,56.0,167.0,383.0,226.0,382.0,122.0,122.0,92.0,60.0,1.0,0.0,0.0,0.0,6.0,17.0,39.0,23.0,1891.0,20180723T101019_20180723T101036_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
65,77.0,84.0,69.0,54.0,235.0,444.0,267.0,448.0,156.0,171.0,132.0,95.0,64.0,0.0,0.0,0.0,6.0,24.0,46.0,28.0,1142.0,20180703T101029_20180703T101023_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
66,113.0,1.0,34.0,27.0,1.0,95.0,111.0,221.0,43.0,38.0,21.0,1.0,1.0,0.0,0.0,0.0,6.0,,9.0,11.0,309.0,20180206T102209_20180206T102206_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
67,113.0,1.0,27.0,20.0,44.0,110.0,108.0,237.0,33.0,43.0,14.0,1.0,1.0,0.0,0.0,0.0,6.0,4.0,11.0,11.0,313.0,20180206T102209_20180206T102206_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
68,95.0,97.0,76.0,70.0,194.0,477.0,256.0,435.0,159.0,177.0,130.0,114.0,5.0,0.0,0.0,0.0,6.0,21.0,49.0,27.0,1526.0,20180611T102021_20180611T102022_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
69,83.0,139.0,71.0,58.0,188.0,266.0,225.0,403.0,184.0,168.0,151.0,98.0,35.0,0.0,0.0,0.0,6.0,19.0,27.0,22.0,618.0,20180402T102021_20180402T102435_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
70,83.0,142.0,71.0,54.0,181.0,260.0,226.0,403.0,180.0,168.0,154.0,99.0,38.0,0.0,0.0,0.0,6.0,18.0,26.0,23.0,613.0,20180402T102021_20180402T102435_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
71,95.0,85.0,76.0,71.0,173.0,481.0,275.0,438.0,168.0,178.0,138.0,119.0,23.0,0.0,0.0,0.0,6.0,18.0,49.0,28.0,1519.0,20180611T102021_20180611T102022_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
72,71.0,43.0,63.0,73.0,80.0,148.0,107.0,274.0,79.0,87.0,65.0,61.0,2.0,0.0,0.0,0.0,6.0,8.0,16.0,12.0,1105.0,20180929T102021_20180929T102019_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
73,113.0,159.0,142.0,110.0,301.0,313.0,309.0,474.0,299.0,260.0,251.0,183.0,82.0,0.0,0.0,0.0,6.0,30.0,31.0,31.0,646.0,20180216T102059_20180216T102102_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
74,113.0,138.0,136.0,101.0,272.0,318.0,323.0,488.0,303.0,265.0,258.0,191.0,86.0,0.0,0.0,0.0,6.0,27.0,32.0,32.0,652.0,20180216T102059_20180216T102102_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
75,77.0,34.0,61.0,67.0,87.0,156.0,106.0,272.0,80.0,78.0,63.0,56.0,,0.0,0.0,0.0,6.0,8.0,17.0,12.0,1111.0,20180929T102021_20180929T102019_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
76,95.0,108.0,150.0,122.0,249.0,357.0,293.0,453.0,281.0,284.0,271.0,229.0,207.0,0.0,0.0,0.0,6.0,25.0,36.0,29.0,1019.0,20180427T102019_20180427T102022_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
77,101.0,112.0,148.0,123.0,273.0,345.0,285.0,451.0,274.0,281.0,255.0,221.0,234.0,0.0,0.0,0.0,3.0,27.0,35.0,29.0,1014.0,20180427T102019_20180427T102022_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
78,107.0,75.0,75.0,71.0,236.0,329.0,251.0,341.0,148.0,177.0,130.0,108.0,75.0,0.0,0.0,0.0,6.0,24.0,34.0,26.0,1429.0,20180524T101019_20180524T101022_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
79,208.0,51.0,50.0,55.0,192.0,372.0,247.0,395.0,106.0,99.0,53.0,18.0,1.0,0.0,0.0,0.0,6.0,20.0,38.0,26.0,2292.0,20180713T101029_20180713T101023_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
80,119.0,108.0,56.0,48.0,102.0,74.0,61.0,179.0,12.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,6.0,10.0,7.0,6.0,570.0,20180201T102241_20180201T102237_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
81,113.0,63.0,72.0,69.0,208.0,314.0,245.0,335.0,137.0,163.0,113.0,99.0,58.0,0.0,0.0,0.0,6.0,22.0,32.0,25.0,1447.0,20180524T101019_20180524T101022_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
