system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,SCL,TCI_R,WVP,id,lake,lat,lon,.geo
167,113.0,1717.0,1168.0,1252.0,1296.0,1294.0,1282.0,1451.0,1474.0,1567.0,1406.0,1622.0,6151.0,0.0,0.0,2048.0,8.0,131.0,1669.0,20181108T102231_20181108T102225_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
168,202.0,2072.0,2221.0,1939.0,1734.0,1853.0,1967.0,2275.0,2396.0,2466.0,1921.0,2454.0,2653.0,0.0,0.0,0.0,8.0,200.0,812.0,20180305T101019_20180305T101315_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
169,113.0,1637.0,1171.0,1248.0,1286.0,1288.0,1290.0,1438.0,1477.0,1572.0,1418.0,1604.0,5945.0,0.0,0.0,2048.0,8.0,132.0,1661.0,20181108T102231_20181108T102225_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
170,202.0,2018.0,2181.0,1969.0,1651.0,1742.0,1876.0,2220.0,2371.0,2465.0,1831.0,2477.0,2516.0,0.0,0.0,0.0,8.0,191.0,812.0,20180305T101019_20180305T101315_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
171,202.0,5888.0,4213.0,3627.0,5368.0,5044.0,4908.0,5053.0,5003.0,4989.0,5172.0,5020.0,4389.0,0.0,0.0,1024.0,9.0,255.0,740.0,20181225T101421_20181225T101424_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
172,202.0,5706.0,4211.0,3644.0,5308.0,5036.0,4884.0,5039.0,4990.0,5009.0,5160.0,5037.0,4383.0,0.0,0.0,1024.0,9.0,255.0,758.0,20181225T101421_20181225T101424_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
173,143.0,4071.0,1894.0,1801.0,3784.0,3630.0,3282.0,3421.0,3358.0,3323.0,3840.0,3320.0,7892.0,0.0,0.0,1024.0,9.0,255.0,1813.0,20180711T102021_20180711T102024_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
174,202.0,3270.0,1486.0,1431.0,2934.0,2669.0,2536.0,2739.0,2784.0,2802.0,3007.0,2765.0,4575.0,0.0,0.0,1024.0,8.0,255.0,627.0,20180330T101021_20180330T101439_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
175,303.0,5612.0,3184.0,2941.0,5648.0,5148.0,4624.0,5081.0,4956.0,4936.0,5348.0,4826.0,14799.0,0.0,0.0,1024.0,9.0,255.0,2845.0,20180802T101019_20180802T101020_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
176,202.0,7278.0,5591.0,5129.0,6984.0,6852.0,6832.0,7026.0,6792.0,6850.0,7040.0,6849.0,8491.0,0.0,0.0,1024.0,9.0,255.0,824.0,20181001T101019_20181001T101019_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
177,113.0,3965.0,1879.0,1798.0,3696.0,3538.0,3206.0,3348.0,3317.0,3287.0,3808.0,3306.0,7821.0,0.0,0.0,1024.0,9.0,255.0,1825.0,20180711T102021_20180711T102024_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
178,202.0,7244.0,5557.0,5077.0,6940.0,6836.0,6840.0,6994.0,6774.0,6825.0,6988.0,6822.0,8238.0,0.0,0.0,1024.0,9.0,255.0,789.0,20181001T101019_20181001T101019_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
179,226.0,478.0,491.0,424.0,551.0,611.0,492.0,553.0,507.0,509.0,528.0,500.0,1207.0,0.0,0.0,2048.0,10.0,50.0,2021.0,20180921T101019_20180921T101017_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
180,220.0,485.0,489.0,424.0,585.0,624.0,510.0,554.0,512.0,513.0,540.0,505.0,1167.0,0.0,0.0,2048.0,10.0,52.0,1988.0,20180921T101019_20180921T101017_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
181,322.0,5724.0,3173.0,2939.0,5820.0,5228.0,4700.0,5123.0,4979.0,4955.0,5404.0,4848.0,15058.0,0.0,0.0,1024.0,9.0,255.0,2865.0,20180802T101019_20180802T101020_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
182,101.0,94.0,349.0,306.0,256.0,311.0,288.0,346.0,357.0,391.0,401.0,385.0,636.0,0.0,0.0,2048.0,10.0,29.0,970.0,20180404T101019_20180404T101021_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
183,202.0,8936.0,5610.0,5187.0,8216.0,7692.0,7388.0,7586.0,7227.0,7212.0,7368.0,7121.0,10004.0,0.0,0.0,1024.0,9.0,255.0,1032.0,20181001T101019_20181001T101558_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
184,202.0,5330.0,3087.0,2563.0,4125.0,3727.0,3749.0,3914.0,4230.0,4311.0,4439.0,4460.0,4103.0,0.0,0.0,1024.0,9.0,255.0,90.0,20180107T102359_20180107T102401_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
185,95.0,94.0,352.0,308.0,267.0,316.0,293.0,350.0,362.0,398.0,409.0,387.0,641.0,0.0,0.0,2048.0,10.0,29.0,983.0,20180404T101019_20180404T101021_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
186,202.0,8831.0,5586.0,5156.0,8104.0,7636.0,7396.0,7546.0,7197.0,7174.0,7304.0,7086.0,9843.0,0.0,0.0,1024.0,9.0,255.0,993.0,20181001T101019_20181001T101558_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
187,202.0,5526.0,2451.0,1820.0,5064.0,4468.0,4308.0,4472.0,4395.0,4238.0,4384.0,4297.0,4550.0,0.0,0.0,1024.0,9.0,255.0,672.0,20181208T102401_20181208T102407_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
188,202.0,5599.0,2444.0,1821.0,5096.0,4476.0,4308.0,4469.0,4393.0,4258.0,4404.0,4301.0,4642.0,0.0,0.0,1024.0,9.0,255.0,692.0,20181208T102401_20181208T102407_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
189,202.0,5173.0,3086.0,2560.0,4115.0,3754.0,3765.0,3909.0,4247.0,4290.0,4396.0,4444.0,4066.0,0.0,0.0,1024.0,9.0,255.0,93.0,20180107T102359_20180107T102401_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
190,161.0,8051.0,3080.0,2118.0,6720.0,5924.0,5772.0,6128.0,5930.0,5850.0,5456.0,5727.0,7017.0,0.0,0.0,1024.0,9.0,255.0,867.0,20181125T101331_20181125T101402_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
191,202.0,4512.0,4301.0,3564.0,4184.0,4560.0,5151.0,5501.0,5654.0,5586.0,5232.0,5506.0,5247.0,0.0,0.0,1024.0,9.0,255.0,177.0,20180122T102321_20180122T102323_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
192,202.0,3041.0,2727.0,2158.0,2306.0,2174.0,2592.0,3032.0,3180.0,3175.0,2906.0,3254.0,3207.0,0.0,0.0,1024.0,9.0,255.0,397.0,20181228T102431_20181228T102427_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
193,202.0,2893.0,2876.0,2278.0,2620.0,2390.0,2728.0,3196.0,3318.0,3368.0,3218.0,3407.0,3227.0,0.0,0.0,1024.0,9.0,255.0,393.0,20181228T102431_20181228T102427_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
194,202.0,8168.0,5362.0,4316.0,8248.0,8368.0,8528.0,8760.0,8684.0,8704.0,9048.0,8683.0,10016.0,0.0,0.0,1024.0,9.0,255.0,698.0,20180621T102021_20180621T102316_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
195,202.0,4797.0,4290.0,3494.0,4398.0,4696.0,5246.0,5519.0,5642.0,5665.0,5308.0,5446.0,5165.0,0.0,0.0,1024.0,9.0,255.0,165.0,20180122T102321_20180122T102323_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
196,202.0,8163.0,5356.0,4309.0,8224.0,8368.0,8520.0,8758.0,8647.0,8692.0,9016.0,8680.0,9979.0,0.0,0.0,1024.0,9.0,255.0,692.0,20180621T102021_20180621T102316_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
197,160.0,406.0,531.0,454.0,454.0,583.0,488.0,577.0,613.0,661.0,665.0,704.0,1501.0,0.0,0.0,2048.0,10.0,50.0,1826.0,20180628T101031_20180628T101358_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
198,202.0,3383.0,1996.0,1936.0,3060.0,2964.0,2808.0,3071.0,3132.0,3141.0,3064.0,3103.0,10116.0,0.0,0.0,1024.0,9.0,255.0,1355.0,20181110T101239_20181110T101317_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
199,202.0,11336.0,6281.0,4818.0,10536.0,9904.0,9392.0,10139.0,9542.0,9348.0,9408.0,9086.0,15980.0,0.0,0.0,1024.0,9.0,255.0,2509.0,20180603T101019_20180603T101329_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
200,202.0,8038.0,3047.0,2052.0,6588.0,5888.0,5772.0,6052.0,5885.0,5803.0,5504.0,5730.0,6645.0,0.0,0.0,1024.0,9.0,255.0,800.0,20181125T101331_20181125T101402_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
201,196.0,3539.0,2464.0,2080.0,2898.0,2602.0,2596.0,2922.0,3203.0,3310.0,2968.0,3414.0,5397.0,0.0,0.0,1024.0,8.0,255.0,1031.0,20181115T101251_20181115T101254_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
202,202.0,7085.0,5273.0,3443.0,7272.0,7544.0,7728.0,7759.0,7589.0,7532.0,8056.0,7645.0,7688.0,0.0,0.0,1024.0,9.0,255.0,833.0,20180827T101021_20180827T101023_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
203,202.0,3334.0,1993.0,1928.0,3060.0,2938.0,2814.0,3047.0,3103.0,3123.0,3038.0,3098.0,10048.0,0.0,0.0,1024.0,9.0,255.0,1358.0,20181110T101239_20181110T101317_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
204,202.0,6990.0,5240.0,3433.0,7240.0,7464.0,7648.0,7659.0,7512.0,7491.0,8104.0,7631.0,7766.0,0.0,0.0,1024.0,9.0,255.0,805.0,20180827T101021_20180827T101023_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
205,202.0,6081.0,5103.0,4979.0,6528.0,6172.0,5932.0,6447.0,6559.0,6614.0,6920.0,6511.0,15468.0,0.0,0.0,1024.0,9.0,255.0,1686.0,20180616T102019_20180616T102021_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
206,202.0,4026.0,2479.0,2046.0,2840.0,2610.0,2654.0,2882.0,3184.0,3330.0,2974.0,3477.0,4240.0,0.0,0.0,1024.0,8.0,255.0,648.0,20181115T101251_20181115T101254_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
207,178.0,1.0,393.0,373.0,375.0,459.0,482.0,499.0,535.0,550.0,562.0,615.0,661.0,0.0,0.0,2048.0,10.0,49.0,236.0,20180221T102031_20180221T102033_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
208,155.0,410.0,533.0,456.0,468.0,577.0,492.0,577.0,614.0,667.0,677.0,705.0,1508.0,0.0,0.0,2048.0,10.0,50.0,1806.0,20180628T101031_20180628T101358_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
209,179.0,11006.0,6262.0,4804.0,9992.0,9480.0,9112.0,9866.0,9362.0,9217.0,9256.0,8968.0,15938.0,0.0,0.0,1024.0,9.0,255.0,2378.0,20180603T101019_20180603T101329_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
210,202.0,9461.0,3913.0,2715.0,8573.0,7591.0,7115.0,6871.0,6712.0,6605.0,7074.0,6492.0,5868.0,0.0,0.0,1024.0,9.0,255.0,376.0,20180127T102259_20180127T102314_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
211,131.0,6637.0,5039.0,4948.0,6024.0,5776.0,5592.0,6144.0,6313.0,6394.0,6684.0,6306.0,15853.0,0.0,0.0,1024.0,9.0,255.0,1694.0,20180616T102019_20180616T102021_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
212,202.0,10187.0,4127.0,3317.0,9151.0,8184.0,7673.0,7708.0,7361.0,7290.0,6887.0,7048.0,6980.0,0.0,0.0,1024.0,9.0,255.0,782.0,20180308T102019_20180308T102241_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
213,202.0,9642.0,3878.0,2651.0,8852.0,7764.0,7184.0,6904.0,6738.0,6607.0,7173.0,6456.0,5972.0,0.0,0.0,1024.0,9.0,255.0,376.0,20180127T102259_20180127T102314_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
214,202.0,7855.0,1426.0,1501.0,7365.0,6685.0,6348.0,6680.0,6445.0,6365.0,6503.0,6137.0,9716.0,0.0,0.0,1024.0,8.0,255.0,1265.0,20180414T101019_20180414T101536_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
215,202.0,399.0,400.0,388.0,516.0,526.0,484.0,521.0,542.0,544.0,538.0,597.0,906.0,0.0,0.0,2048.0,10.0,49.0,464.0,20180221T102031_20180221T102033_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
216,137.0,559.0,531.0,481.0,591.0,667.0,583.0,640.0,640.0,662.0,711.0,682.0,1402.0,0.0,0.0,2048.0,10.0,60.0,1653.0,20180916T101021_20180916T101512_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
217,202.0,6540.0,2515.0,2353.0,6086.0,5396.0,5314.0,5381.0,5310.0,5184.0,5726.0,5068.0,6369.0,0.0,0.0,1024.0,9.0,255.0,272.0,20180117T102339_20180117T102341_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
218,202.0,2218.0,1368.0,1363.0,1916.0,1814.0,1678.0,1826.0,1804.0,1735.0,1886.0,1808.0,4096.0,0.0,0.0,1024.0,8.0,171.0,694.0,20181218T102431_20181218T102426_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
219,137.0,551.0,533.0,482.0,585.0,658.0,579.0,645.0,644.0,658.0,702.0,685.0,1408.0,0.0,0.0,2048.0,10.0,59.0,1658.0,20180916T101021_20180916T101512_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
220,202.0,8102.0,1432.0,1496.0,7362.0,6675.0,6361.0,6710.0,6500.0,6436.0,6557.0,6201.0,9621.0,0.0,0.0,1024.0,8.0,255.0,1183.0,20180414T101019_20180414T101536_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
221,202.0,6285.0,2507.0,2350.0,5977.0,5269.0,5222.0,5323.0,5276.0,5166.0,5700.0,5023.0,6240.0,0.0,0.0,1024.0,9.0,255.0,261.0,20180117T102339_20180117T102341_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
222,202.0,2161.0,1356.0,1341.0,1874.0,1786.0,1676.0,1766.0,1759.0,1704.0,1870.0,1802.0,3624.0,0.0,0.0,1024.0,8.0,171.0,589.0,20181218T102431_20181218T102426_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
223,202.0,8963.0,6783.0,5970.0,9035.0,8704.0,8851.0,9361.0,9188.0,8984.0,8775.0,8894.0,9160.0,0.0,0.0,1024.0,9.0,255.0,739.0,20180320T101021_20180320T101021_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
224,202.0,9168.0,6822.0,6028.0,9012.0,8679.0,8817.0,9399.0,9231.0,9030.0,8784.0,8946.0,9424.0,0.0,0.0,1024.0,9.0,255.0,733.0,20180320T101021_20180320T101021_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
225,202.0,6526.0,3844.0,3393.0,5824.0,5036.0,4792.0,5088.0,4904.0,4915.0,5296.0,4793.0,5652.0,0.0,0.0,1024.0,9.0,255.0,615.0,20181215T101421_20181215T101420_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
226,202.0,6781.0,4439.0,3190.0,6740.0,6344.0,6332.0,6525.0,6428.0,6421.0,6884.0,6362.0,7710.0,0.0,0.0,1024.0,9.0,255.0,343.0,20181213T102419_20181213T102422_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
227,202.0,6767.0,4425.0,3191.0,6764.0,6332.0,6344.0,6536.0,6406.0,6412.0,6844.0,6359.0,7696.0,0.0,0.0,1024.0,9.0,255.0,346.0,20181213T102419_20181213T102422_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
228,202.0,9063.0,4088.0,2940.0,8936.0,8124.0,7736.0,7723.0,7358.0,7203.0,7944.0,6968.0,7493.0,0.0,0.0,1024.0,9.0,255.0,498.0,20181120T101319_20181120T101557_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
229,202.0,9163.0,4170.0,2980.0,8976.0,8116.0,7816.0,7797.0,7415.0,7236.0,7988.0,6993.0,7632.0,0.0,0.0,1024.0,9.0,255.0,499.0,20181120T101319_20181120T101557_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
230,202.0,8015.0,2697.0,3007.0,7328.0,6878.0,6407.0,6856.0,6766.0,6535.0,6969.0,6355.0,16084.0,0.0,0.0,1024.0,9.0,255.0,1324.0,20180412T102021_20180412T102024_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
231,202.0,8725.0,3264.0,3118.0,8576.0,8600.0,8728.0,8607.0,8525.0,8592.0,8688.0,8583.0,11312.0,0.0,0.0,1024.0,8.0,255.0,768.0,20180830T102021_20180830T102524_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
232,202.0,6385.0,3840.0,3366.0,5800.0,4916.0,4756.0,5017.0,4888.0,4947.0,5220.0,4800.0,4801.0,0.0,0.0,1024.0,9.0,255.0,495.0,20181215T101421_20181215T101420_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
233,202.0,9714.0,2406.0,2126.0,8266.0,7388.0,7576.0,7890.0,7653.0,7552.0,7309.0,7399.0,7757.0,0.0,0.0,1024.0,9.0,255.0,438.0,20180102T102421_20180102T102420_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
234,202.0,5778.0,3664.0,3338.0,4572.0,4792.0,5078.0,5335.0,5622.0,5473.0,5500.0,5302.0,6564.0,0.0,0.0,1024.0,9.0,255.0,177.0,20180109T101401_20180109T101536_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
235,202.0,5898.0,3657.0,3331.0,4458.0,4780.0,5064.0,5311.0,5576.0,5515.0,5490.0,5341.0,6528.0,0.0,0.0,1024.0,9.0,255.0,162.0,20180109T101401_20180109T101536_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
236,202.0,7811.0,5647.0,5272.0,7137.0,6531.0,6108.0,6494.0,6279.0,6245.0,6190.0,6179.0,8071.0,0.0,0.0,1024.0,9.0,255.0,673.0,20180315T101019_20180315T101038_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
237,202.0,14493.0,6896.0,5049.0,13504.0,12400.0,11784.0,12104.0,11424.0,11173.0,11080.0,10836.0,14908.0,0.0,0.0,1024.0,9.0,255.0,1944.0,20180706T102019_20180706T102022_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
238,202.0,8037.0,2698.0,3028.0,7302.0,6862.0,6394.0,6877.0,6781.0,6554.0,6953.0,6353.0,16057.0,0.0,0.0,1024.0,9.0,255.0,1380.0,20180412T102021_20180412T102024_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
239,202.0,7545.0,4356.0,3502.0,7537.0,6859.0,6936.0,6953.0,6861.0,6838.0,7153.0,6911.0,7502.0,0.0,0.0,1024.0,9.0,255.0,376.0,20180119T101331_20180119T101331_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
240,202.0,10267.0,4755.0,3521.0,9658.0,9105.0,8677.0,8812.0,8452.0,8217.0,7930.0,8070.0,7947.0,0.0,0.0,1024.0,9.0,255.0,845.0,20180313T102021_20180313T102540_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
241,202.0,8349.0,3901.0,3150.0,8018.0,7242.0,7257.0,7224.0,7167.0,7032.0,7482.0,6865.0,5735.0,0.0,0.0,1024.0,9.0,255.0,467.0,20180112T102401_20180112T102355_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
242,202.0,8381.0,3921.0,3171.0,7892.0,7314.0,7224.0,7249.0,7136.0,7013.0,7473.0,6870.0,5803.0,0.0,0.0,1024.0,9.0,255.0,461.0,20180112T102401_20180112T102355_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
243,202.0,8906.0,2404.0,2096.0,7833.0,7081.0,7315.0,7675.0,7473.0,7376.0,7208.0,7254.0,7833.0,0.0,0.0,1024.0,9.0,255.0,433.0,20180102T102421_20180102T102420_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
244,202.0,827.0,1863.0,1417.0,538.0,1002.0,1246.0,1404.0,1659.0,1822.0,2050.0,1873.0,1859.0,0.0,0.0,1024.0,8.0,127.0,1342.0,20180820T102021_20180820T102358_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
245,202.0,237.0,1836.0,1394.0,515.0,973.0,1240.0,1375.0,1633.0,1794.0,2004.0,1837.0,1739.0,0.0,0.0,1024.0,8.0,126.0,1350.0,20180820T102021_20180820T102358_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
246,202.0,9834.0,5304.0,3864.0,9968.0,9184.0,8832.0,8992.0,8703.0,8381.0,8952.0,8028.0,9643.0,0.0,0.0,1024.0,9.0,255.0,1049.0,20181123T102339_20181123T102334_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
