system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
0,174.0,245.0,33.0,23.0,309.0,330.0,104.0,99.0,41.0,48.0,31.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,34.0,11.0,2371.0,20200811T100559_20200811T101318_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
1,174.0,300.0,34.0,26.0,298.0,334.0,103.0,91.0,57.0,62.0,48.0,38.0,24.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,34.0,11.0,2365.0,20200811T100559_20200811T101318_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
2,72.0,212.0,19.0,16.0,308.0,325.0,76.0,50.0,1.0,10.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,34.0,8.0,1726.0,20200801T100559_20200801T101400_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
3,72.0,240.0,16.0,14.0,303.0,320.0,75.0,54.0,7.0,17.0,14.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,33.0,8.0,1724.0,20200801T100559_20200801T101400_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
4,71.0,251.0,62.0,50.0,309.0,354.0,148.0,125.0,94.0,111.0,103.0,92.0,110.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,36.0,16.0,1930.0,20200602T100559_20200602T101204_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
5,60.0,206.0,59.0,57.0,230.0,311.0,121.0,110.0,91.0,93.0,74.0,87.0,80.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,32.0,13.0,815.0,20200421T102021_20200421T102321_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
6,60.0,235.0,58.0,58.0,216.0,315.0,128.0,112.0,94.0,96.0,77.0,91.0,74.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,32.0,14.0,826.0,20200421T102021_20200421T102321_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
7,72.0,283.0,63.0,51.0,307.0,360.0,159.0,125.0,110.0,118.0,111.0,103.0,122.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,37.0,17.0,1933.0,20200602T100559_20200602T101204_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
8,60.0,149.0,54.0,44.0,262.0,237.0,144.0,106.0,83.0,73.0,82.0,65.0,50.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,25.0,15.0,430.0,20200406T101559_20200406T101807_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
9,60.0,163.0,50.0,41.0,260.0,224.0,146.0,118.0,85.0,78.0,88.0,64.0,46.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,23.0,16.0,432.0,20200406T101559_20200406T101807_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
