system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
0,60.0,163.0,61.0,42.0,141.0,329.0,198.0,208.0,95.0,106.0,93.0,79.0,48.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,34.0,21.0,815.0,20200421T102021_20200421T102321_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
1,60.0,163.0,64.0,40.0,136.0,348.0,203.0,207.0,93.0,105.0,93.0,81.0,55.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,35.0,20.0,826.0,20200421T102021_20200421T102321_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
2,60.0,142.0,56.0,38.0,191.0,307.0,193.0,261.0,109.0,119.0,99.0,69.0,42.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,33.0,21.0,430.0,20200406T101559_20200406T101807_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
3,60.0,140.0,54.0,37.0,177.0,304.0,200.0,258.0,109.0,123.0,94.0,66.0,36.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,31.0,20.0,432.0,20200406T101559_20200406T101807_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
4,60.0,185.0,63.0,41.0,151.0,357.0,208.0,209.0,98.0,107.0,96.0,83.0,54.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,37.0,22.0,726.0,20200421T102021_20200421T102321_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
5,60.0,166.0,54.0,37.0,193.0,313.0,204.0,264.0,110.0,130.0,96.0,66.0,46.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,32.0,21.0,445.0,20200406T101559_20200406T101807_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
6,90.0,204.0,37.0,15.0,248.0,194.0,140.0,155.0,82.0,84.0,51.0,61.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,19.0,16.0,1125.0,20200117T102249_20200117T102248_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
7,96.0,165.0,34.0,25.0,207.0,177.0,113.0,156.0,81.0,74.0,38.0,48.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,17.0,10.0,1109.0,20200117T102249_20200117T102248_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
8,96.0,168.0,36.0,14.0,223.0,177.0,129.0,144.0,69.0,72.0,41.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,19.0,13.0,1114.0,20200117T102249_20200117T102248_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
9,96.0,120.0,47.0,41.0,178.0,335.0,167.0,171.0,45.0,65.0,36.0,36.0,28.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,35.0,17.0,1904.0,20200615T101559_20200615T101946_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
