system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,SCL,WVP,id,lake,lat,lon,.geo
89,184.0,122.0,42.0,36.0,142.0,185.0,95.0,73.0,34.0,26.0,3.0,13.0,1.0,0.0,0.0,0.0,6.0,1964.0,20180906T101021_20180906T101022_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
90,166.0,110.0,196.0,132.0,177.0,249.0,195.0,206.0,244.0,254.0,272.0,270.0,341.0,0.0,0.0,0.0,2.0,1229.0,20180409T101031_20180409T101343_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
91,137.0,93.0,49.0,32.0,174.0,197.0,107.0,87.0,70.0,93.0,82.0,63.0,3.0,0.0,0.0,0.0,7.0,2632.0,20180726T102019_20180726T102150_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
92,131.0,88.0,48.0,32.0,176.0,194.0,105.0,92.0,70.0,95.0,70.0,61.0,,0.0,0.0,0.0,7.0,2656.0,20180726T102019_20180726T102150_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
93,89.0,139.0,40.0,33.0,127.0,138.0,63.0,41.0,43.0,42.0,31.0,27.0,18.0,0.0,0.0,0.0,6.0,1871.0,20180919T102021_20180919T102018_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
94,137.0,143.0,26.0,30.0,94.0,97.0,30.0,,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,2215.0,20180919T102021_20180919T102018_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
95,107.0,105.0,69.0,69.0,220.0,190.0,126.0,121.0,106.0,122.0,111.0,102.0,77.0,0.0,0.0,0.0,6.0,989.0,20180417T102019_20180417T102021_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
96,95.0,189.0,178.0,178.0,159.0,221.0,130.0,152.0,236.0,320.0,115.0,368.0,185.0,0.0,0.0,0.0,3.0,1102.0,20180522T102031_20180522T102025_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
97,202.0,8855.0,1436.0,1548.0,8116.0,8252.0,8547.0,8874.0,8735.0,8489.0,8592.0,8455.0,8333.0,0.0,0.0,0.0,8.0,233.0,20180228T101021_20180228T101021_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
98,95.0,15.0,19.0,13.0,116.0,115.0,46.0,22.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,1950.0,20180716T102019_20180716T102549_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
99,113.0,74.0,65.0,71.0,199.0,180.0,120.0,115.0,103.0,119.0,112.0,96.0,83.0,0.0,0.0,0.0,6.0,1006.0,20180417T102019_20180417T102021_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
100,89.0,211.0,171.0,179.0,159.0,223.0,133.0,151.0,240.0,315.0,124.0,381.0,214.0,0.0,0.0,0.0,3.0,1117.0,20180522T102031_20180522T102025_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
101,196.0,169.0,125.0,90.0,175.0,157.0,95.0,90.0,67.0,75.0,67.0,79.0,48.0,0.0,0.0,0.0,6.0,1657.0,20181016T101021_20181016T101021_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
102,89.0,143.0,43.0,34.0,132.0,138.0,65.0,42.0,41.0,42.0,32.0,25.0,22.0,0.0,0.0,0.0,6.0,1864.0,20180919T102021_20180919T102018_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
103,191.0,259.0,127.0,91.0,181.0,166.0,103.0,100.0,91.0,100.0,94.0,109.0,74.0,0.0,0.0,0.0,6.0,1653.0,20181016T101021_20181016T101021_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
104,136.0,106.0,25.0,28.0,93.0,101.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2194.0,20180919T102021_20180919T102018_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
105,95.0,12.0,20.0,13.0,114.0,117.0,48.0,20.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,6.0,1932.0,20180716T102019_20180716T102549_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
106,71.0,25.0,16.0,16.0,93.0,86.0,59.0,41.0,18.0,18.0,19.0,1.0,1.0,0.0,0.0,0.0,6.0,1154.0,20180703T101029_20180703T101023_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
107,95.0,900.0,1297.0,1092.0,1002.0,976.0,865.0,963.0,1171.0,1456.0,1406.0,1733.0,1689.0,0.0,0.0,0.0,7.0,1868.0,20180723T101019_20180723T101036_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
108,101.0,1331.0,1342.0,1137.0,982.0,963.0,868.0,1020.0,1229.0,1539.0,1384.0,1832.0,2847.0,0.0,0.0,0.0,7.0,1891.0,20180723T101019_20180723T101036_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
109,71.0,24.0,16.0,16.0,88.0,82.0,60.0,40.0,22.0,22.0,26.0,3.0,1.0,0.0,0.0,0.0,6.0,1142.0,20180703T101029_20180703T101023_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
110,89.0,1.0,12.0,15.0,64.0,63.0,48.0,30.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1331.0,20180703T101029_20180703T101023_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
111,113.0,73.0,52.0,21.0,79.0,75.0,59.0,56.0,39.0,60.0,39.0,44.0,1.0,0.0,0.0,0.0,6.0,634.0,20180213T101119_20180213T101118_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
112,89.0,6.0,12.0,15.0,63.0,65.0,47.0,30.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1346.0,20180703T101029_20180703T101023_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
113,65.0,27.0,18.0,28.0,87.0,102.0,11.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,930.0,20181031T101139_20181031T101140_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
114,65.0,22.0,50.0,30.0,115.0,132.0,65.0,55.0,51.0,54.0,58.0,49.0,73.0,0.0,0.0,0.0,6.0,656.0,20180504T101029_20180504T101023_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
115,113.0,1556.0,831.0,716.0,1464.0,1209.0,1100.0,1150.0,1132.0,1072.0,1323.0,1059.0,1604.0,0.0,0.0,0.0,6.0,701.0,20180216T102059_20180216T102102_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
116,113.0,1279.0,482.0,451.0,1274.0,1126.0,903.0,961.0,956.0,976.0,1135.0,976.0,1198.0,0.0,0.0,2048.0,10.0,309.0,20180206T102209_20180206T102206_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
117,113.0,1528.0,821.0,726.0,1427.0,1183.0,1075.0,1122.0,1114.0,1053.0,1282.0,1057.0,1540.0,0.0,0.0,0.0,7.0,697.0,20180216T102059_20180216T102102_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
118,65.0,12.0,50.0,30.0,109.0,131.0,62.0,55.0,49.0,54.0,58.0,48.0,70.0,0.0,0.0,0.0,6.0,674.0,20180504T101029_20180504T101023_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
119,65.0,18.0,18.0,28.0,76.0,105.0,8.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,6.0,927.0,20181031T101139_20181031T101140_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
120,202.0,8909.0,1432.0,1544.0,8167.0,8249.0,8534.0,8866.0,8736.0,8482.0,8611.0,8456.0,8477.0,0.0,0.0,0.0,8.0,228.0,20180228T101021_20180228T101021_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
121,113.0,74.0,51.0,20.0,86.0,79.0,60.0,58.0,40.0,62.0,43.0,47.0,1.0,0.0,0.0,0.0,6.0,620.0,20180213T101119_20180213T101118_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
122,77.0,5438.0,3296.0,2844.0,4652.0,4212.0,4000.0,4242.0,4105.0,4006.0,4288.0,4010.0,9748.0,0.0,0.0,1024.0,9.0,829.0,20181103T102159_20181103T102338_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
123,172.0,18.0,25.0,25.0,126.0,146.0,83.0,50.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2378.0,20180713T101029_20180713T101023_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
124,77.0,117.0,71.0,73.0,221.0,199.0,137.0,135.0,125.0,142.0,131.0,118.0,97.0,0.0,0.0,0.0,6.0,878.0,20180417T102019_20180417T102021_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
125,172.0,22.0,25.0,26.0,127.0,148.0,83.0,51.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2376.0,20180713T101029_20180713T101023_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
126,95.0,1.0,19.0,13.0,88.0,101.0,42.0,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2062.0,20180716T102019_20180716T102549_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
127,95.0,1.0,19.0,13.0,93.0,105.0,43.0,19.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2063.0,20180716T102019_20180716T102549_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
128,113.0,1130.0,481.0,449.0,1355.0,1186.0,940.0,966.0,962.0,975.0,1161.0,973.0,1185.0,0.0,0.0,2048.0,10.0,314.0,20180206T102209_20180206T102206_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
129,83.0,113.0,71.0,70.0,221.0,195.0,133.0,130.0,119.0,135.0,126.0,115.0,92.0,0.0,0.0,0.0,6.0,883.0,20180417T102019_20180417T102021_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
130,95.0,259.0,142.0,125.0,297.0,267.0,211.0,203.0,175.0,185.0,207.0,155.0,183.0,0.0,0.0,0.0,6.0,1526.0,20180611T102021_20180611T102022_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
131,83.0,391.0,30.0,46.0,286.0,221.0,153.0,129.0,110.0,123.0,114.0,94.0,96.0,0.0,0.0,0.0,6.0,618.0,20180402T102021_20180402T102435_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
132,77.0,5128.0,3293.0,2849.0,4644.0,4228.0,3996.0,4244.0,4110.0,4021.0,4288.0,4011.0,9095.0,0.0,0.0,1024.0,9.0,840.0,20181103T102159_20181103T102338_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
133,95.0,1302.0,1328.0,1126.0,972.0,952.0,856.0,1006.0,1223.0,1530.0,1378.0,1819.0,2871.0,0.0,0.0,0.0,7.0,1915.0,20180723T101019_20180723T101036_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
134,83.0,385.0,31.0,45.0,290.0,222.0,153.0,129.0,106.0,118.0,109.0,86.0,98.0,0.0,0.0,0.0,6.0,613.0,20180402T102021_20180402T102435_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
135,95.0,233.0,144.0,125.0,309.0,276.0,218.0,205.0,172.0,176.0,193.0,151.0,189.0,0.0,0.0,0.0,3.0,1519.0,20180611T102021_20180611T102022_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
136,65.0,79.0,38.0,27.0,131.0,112.0,39.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,1486.0,20181021T101039_20181021T101201_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
137,95.0,867.0,1284.0,1084.0,971.0,951.0,847.0,950.0,1158.0,1440.0,1390.0,1713.0,1740.0,0.0,0.0,0.0,7.0,1927.0,20180723T101019_20180723T101036_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
138,65.0,70.0,37.0,28.0,127.0,109.0,39.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,1490.0,20181021T101039_20181021T101201_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
139,71.0,7628.0,5643.0,5130.0,6744.0,6276.0,6280.0,7203.0,7302.0,7267.0,6452.0,7210.0,9486.0,0.0,0.0,1024.0,9.0,1105.0,20180929T102021_20180929T102019_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
140,137.0,248.0,255.0,212.0,266.0,340.0,254.0,277.0,356.0,421.0,426.0,486.0,736.0,0.0,0.0,0.0,2.0,1403.0,20180519T101031_20180519T101207_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
141,113.0,1562.0,832.0,716.0,1534.0,1261.0,1124.0,1162.0,1164.0,1106.0,1364.0,1091.0,1515.0,0.0,0.0,0.0,6.0,647.0,20180216T102059_20180216T102102_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
142,113.0,1506.0,824.0,726.0,1432.0,1192.0,1076.0,1134.0,1145.0,1086.0,1315.0,1089.0,1481.0,0.0,0.0,0.0,7.0,652.0,20180216T102059_20180216T102102_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
143,77.0,8402.0,5625.0,5161.0,6832.0,6312.0,6260.0,7162.0,7266.0,7269.0,6496.0,7221.0,10612.0,0.0,0.0,1024.0,9.0,1111.0,20180929T102021_20180929T102019_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
144,243.0,149.0,270.0,226.0,322.0,352.0,304.0,310.0,301.0,290.0,307.0,310.0,622.0,0.0,0.0,0.0,2.0,1773.0,20180517T102019_20180517T102209_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
145,131.0,253.0,258.0,213.0,276.0,345.0,257.0,284.0,361.0,431.0,433.0,494.0,719.0,0.0,0.0,0.0,2.0,1393.0,20180519T101031_20180519T101207_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
146,166.0,1.0,18.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,760.0,20180402T102021_20180402T102435_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
147,118.0,197.0,73.0,106.0,217.0,256.0,163.0,140.0,112.0,109.0,94.0,87.0,3.0,0.0,0.0,0.0,6.0,2543.0,20180728T101031_20180728T101340_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
148,117.0,200.0,74.0,106.0,215.0,259.0,164.0,140.0,112.0,110.0,94.0,88.0,1.0,0.0,0.0,0.0,6.0,2543.0,20180728T101031_20180728T101340_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
149,142.0,1.0,21.0,41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,741.0,20180402T102021_20180402T102435_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
150,95.0,102.0,178.0,180.0,108.0,199.0,124.0,155.0,239.0,318.0,112.0,363.0,247.0,0.0,0.0,0.0,3.0,1519.0,20180522T102031_20180522T102025_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
151,246.0,140.0,270.0,223.0,322.0,348.0,305.0,304.0,290.0,276.0,297.0,298.0,607.0,0.0,0.0,0.0,2.0,1760.0,20180517T102019_20180517T102209_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
152,101.0,116.0,169.0,181.0,98.0,192.0,121.0,144.0,224.0,293.0,104.0,359.0,286.0,0.0,0.0,0.0,3.0,1531.0,20180522T102031_20180522T102025_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
153,89.0,3081.0,3149.0,2290.0,3090.0,2910.0,2722.0,2662.0,3182.0,3561.0,4508.0,3728.0,5763.0,0.0,0.0,1024.0,8.0,1379.0,20180914T102019_20180914T102014_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
154,95.0,63.0,95.0,64.0,186.0,187.0,152.0,126.0,122.0,124.0,140.0,112.0,93.0,0.0,0.0,0.0,6.0,1019.0,20180427T102019_20180427T102022_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
155,107.0,74.0,94.0,65.0,173.0,179.0,146.0,128.0,127.0,128.0,141.0,108.0,91.0,0.0,0.0,0.0,6.0,1014.0,20180427T102019_20180427T102022_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
156,89.0,3527.0,3172.0,2345.0,3100.0,2912.0,2730.0,2675.0,3209.0,3605.0,4488.0,3787.0,6607.0,0.0,0.0,1024.0,8.0,1377.0,20180914T102019_20180914T102014_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
157,101.0,52.0,47.0,25.0,163.0,184.0,92.0,75.0,12.0,14.0,8.0,1.0,1.0,0.0,0.0,0.0,6.0,1429.0,20180524T101019_20180524T101022_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
158,208.0,1.0,18.0,23.0,97.0,122.0,65.0,28.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2292.0,20180713T101029_20180713T101023_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
159,65.0,73.0,32.0,58.0,120.0,69.0,43.0,29.0,22.0,43.0,47.0,47.0,,0.0,0.0,0.0,6.0,772.0,20181024T102059_20181024T102428_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
160,119.0,1409.0,1522.0,1341.0,1382.0,1111.0,1035.0,1102.0,1064.0,1108.0,1321.0,1140.0,1038.0,0.0,0.0,0.0,7.0,570.0,20180201T102241_20180201T102237_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
161,65.0,74.0,34.0,59.0,131.0,74.0,46.0,29.0,19.0,40.0,46.0,49.0,2.0,0.0,0.0,0.0,6.0,768.0,20181024T102059_20181024T102428_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
162,77.0,148.0,35.0,33.0,139.0,154.0,67.0,57.0,34.0,44.0,33.0,59.0,,0.0,0.0,0.0,6.0,1670.0,20180909T102021_20180909T102205_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
163,113.0,26.0,46.0,24.0,150.0,177.0,85.0,71.0,7.0,11.0,7.0,1.0,1.0,0.0,0.0,0.0,6.0,1447.0,20180524T101019_20180524T101022_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
164,208.0,1.0,16.0,22.0,102.0,123.0,65.0,26.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2307.0,20180713T101029_20180713T101023_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
165,82.0,135.0,34.0,32.0,129.0,147.0,63.0,51.0,24.0,36.0,23.0,48.0,2.0,0.0,0.0,0.0,6.0,1680.0,20180909T102021_20180909T102205_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
166,166.0,10311.0,1457.0,1578.0,9908.0,9479.0,9421.0,9611.0,9389.0,9078.0,9132.0,8941.0,8304.0,0.0,0.0,0.0,8.0,212.0,20180228T101021_20180228T101021_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
167,119.0,127.0,20.0,29.0,241.0,228.0,145.0,98.0,51.0,35.0,30.0,16.0,1.0,0.0,0.0,0.0,6.0,1781.0,20180901T101019_20180901T101015_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
168,119.0,1494.0,1513.0,1325.0,1282.0,1042.0,997.0,1099.0,1056.0,1094.0,1295.0,1120.0,1135.0,0.0,0.0,1024.0,7.0,563.0,20180201T102241_20180201T102237_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
169,168.0,229.0,70.0,90.0,276.0,265.0,164.0,147.0,153.0,155.0,132.0,131.0,121.0,0.0,0.0,0.0,2.0,1631.0,20180721T102021_20180721T102024_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
170,119.0,151.0,24.0,30.0,245.0,230.0,148.0,111.0,71.0,56.0,43.0,30.0,30.0,0.0,0.0,0.0,6.0,1775.0,20180901T101019_20180901T101015_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
171,89.0,16.0,52.0,44.0,126.0,157.0,102.0,84.0,67.0,80.0,62.0,68.0,98.0,0.0,0.0,0.0,6.0,1479.0,20180904T102019_20180904T102014_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
172,166.0,191.0,69.0,90.0,275.0,262.0,163.0,148.0,155.0,152.0,131.0,133.0,139.0,0.0,0.0,0.0,2.0,1627.0,20180721T102021_20180721T102024_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
173,71.0,7330.0,5532.0,5057.0,6508.0,6092.0,6108.0,7083.0,7164.0,7112.0,6288.0,7037.0,10036.0,0.0,0.0,1024.0,9.0,1212.0,20180929T102021_20180929T102019_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
174,119.0,296.0,376.0,335.0,326.0,400.0,317.0,365.0,454.0,494.0,486.0,512.0,934.0,0.0,0.0,2048.0,10.0,1066.0,20180422T102031_20180422T102115_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
175,89.0,14.0,52.0,43.0,129.0,160.0,99.0,84.0,68.0,81.0,62.0,68.0,98.0,0.0,0.0,0.0,6.0,1483.0,20180904T102019_20180904T102014_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
176,107.0,2685.0,692.0,674.0,2951.0,2884.0,2850.0,2973.0,2868.0,2839.0,2758.0,2740.0,2545.0,0.0,0.0,0.0,8.0,231.0,20180223T101019_20180223T101508_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
