system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B7,B8,B8A,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
187,77.0,2785.0,3974.0,4043.0,1884.0,2134.0,2510.0,3182.0,4073.0,3042.0,4434.0,0.0,0.0,0.0,0.0,0.0,10.0,192.0,217.0,255.0,1024.0,20190208T101159_20190208T101158_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
188,114.0,2368.0,3052.0,2789.0,2570.0,2540.0,2396.0,2579.0,3167.0,3430.0,3255.0,60.0,0.0,0.0,0.0,0.0,8.0,255.0,255.0,244.0,1636.0,20190628T101039_20190628T101033_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
189,150.0,233.0,89.0,88.0,199.0,182.0,67.0,51.0,24.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,19.0,7.0,980.0,20191203T102401_20191203T102415_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
190,119.0,211.0,298.0,260.0,178.0,303.0,263.0,326.0,284.0,335.0,297.0,0.0,0.0,0.0,0.0,2048.0,10.0,19.0,31.0,27.0,743.0,20190223T101021_20190223T101031_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
191,89.0,3040.0,3935.0,3966.0,1902.0,2182.0,2558.0,3125.0,4016.0,3120.0,4385.0,0.0,0.0,0.0,0.0,0.0,10.0,194.0,222.0,255.0,1023.0,20190208T101159_20190208T101158_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
192,113.0,3529.0,3132.0,2893.0,2692.0,2450.0,2404.0,3085.0,3337.0,3112.0,3514.0,78.0,0.0,0.0,0.0,1024.0,8.0,255.0,249.0,245.0,1475.0,20190226T102021_20190226T102019_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
193,216.0,1686.0,2564.0,1986.0,2038.0,2212.0,2178.0,2230.0,2657.0,2788.0,2789.0,38.0,0.0,0.0,0.0,1024.0,8.0,208.0,225.0,222.0,2243.0,20190713T101031_20190713T101515_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
194,119.0,205.0,302.0,259.0,171.0,302.0,259.0,322.0,284.0,337.0,290.0,0.0,0.0,0.0,0.0,2048.0,10.0,18.0,31.0,27.0,736.0,20190223T101021_20190223T101031_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
195,246.0,1212.0,833.0,695.0,1013.0,1026.0,903.0,1087.0,1237.0,1134.0,1210.0,6.0,0.0,0.0,0.0,2048.0,10.0,103.0,105.0,92.0,1377.0,20190524T101031_20190524T101129_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
196,101.0,8470.0,6097.0,5325.0,6904.0,6584.0,6952.0,7737.0,7571.0,6924.0,7385.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,762.0,20190305T101021_20190305T101019_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
197,102.0,876.0,606.0,597.0,662.0,709.0,624.0,706.0,843.0,698.0,909.0,0.0,0.0,0.0,0.0,2048.0,10.0,68.0,73.0,64.0,1286.0,20191009T102029_20191009T102303_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
198,101.0,8256.0,6012.0,5118.0,6840.0,6524.0,6872.0,7653.0,7441.0,6836.0,7163.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,767.0,20190305T101021_20190305T101019_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
199,124.0,5443.0,1526.0,942.0,4740.0,3946.0,3728.0,3685.0,3593.0,3746.0,3482.0,0.0,24.0,0.0,0.0,0.0,11.0,255.0,255.0,255.0,229.0,20190102T102429_20190102T102505_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
200,90.0,5490.0,4432.0,4000.0,4264.0,4140.0,4340.0,5076.0,5164.0,4752.0,5066.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1074.0,20190703T101031_20190703T101051_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
201,108.0,1437.0,2242.0,2247.0,1656.0,1544.0,1374.0,1667.0,2372.0,2732.0,2581.0,16.0,0.0,0.0,0.0,2048.0,8.0,169.0,156.0,139.0,840.0,20191006T101029_20191006T101025_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
202,154.0,3402.0,3103.0,2870.0,2824.0,2532.0,2436.0,3082.0,3309.0,3178.0,3494.0,69.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,248.0,1524.0,20190226T102021_20190226T102019_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
203,138.0,11162.0,5071.0,3716.0,10312.0,9480.0,8880.0,9036.0,8584.0,8488.0,8239.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1296.0,20190916T101029_20190916T101024_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
204,252.0,150.0,38.0,48.0,206.0,220.0,134.0,136.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,23.0,14.0,2559.0,20190728T101029_20190728T101332_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
205,348.0,1100.0,803.0,681.0,912.0,937.0,839.0,1012.0,1083.0,981.0,1065.0,6.0,0.0,0.0,0.0,2048.0,10.0,93.0,96.0,86.0,1385.0,20190524T101031_20190524T101129_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
206,258.0,475.0,383.0,307.0,589.0,529.0,422.0,429.0,462.0,554.0,460.0,0.0,0.0,0.0,0.0,0.0,6.0,60.0,54.0,43.0,1881.0,20190621T102029_20190621T102031_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
207,165.0,4114.0,3363.0,3143.0,3638.0,3662.0,3448.0,3663.0,4026.0,4416.0,4193.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1332.0,20190427T102031_20190427T102320_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
208,138.0,11146.0,5075.0,3713.0,10320.0,9480.0,8856.0,9045.0,8556.0,8512.0,8217.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1295.0,20190916T101029_20190916T101024_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
209,174.0,485.0,406.0,349.0,578.0,542.0,446.0,486.0,441.0,458.0,402.0,0.0,0.0,0.0,0.0,0.0,10.0,59.0,56.0,46.0,1777.0,20190711T102029_20190711T102032_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
210,100.0,6299.0,4875.0,4102.0,5844.0,5336.0,5240.0,5561.0,5585.0,6108.0,5584.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,666.0,20190325T101021_20190325T101055_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
211,201.0,6838.0,3696.0,2894.0,7164.0,7072.0,7308.0,7494.0,7104.0,7840.0,7000.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,463.0,20190310T101019_20190310T101022_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
212,288.0,428.0,372.0,301.0,559.0,501.0,400.0,401.0,410.0,512.0,413.0,0.0,0.0,0.0,0.0,0.0,6.0,57.0,51.0,41.0,1870.0,20190621T102029_20190621T102031_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
213,204.0,1740.0,2214.0,1566.0,1058.0,1246.0,1418.0,2125.0,2964.0,1296.0,2709.0,24.0,0.0,0.0,0.0,0.0,8.0,108.0,127.0,145.0,1747.0,20190802T101031_20190802T101344_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
214,168.0,8046.0,4394.0,3192.0,7352.0,6748.0,6392.0,6546.0,6331.0,6432.0,6325.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1719.0,20191001T101031_20191001T101058_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
215,432.0,995.0,783.0,677.0,822.0,872.0,784.0,932.0,963.0,849.0,946.0,6.0,0.0,0.0,0.0,2048.0,10.0,84.0,89.0,80.0,1387.0,20190524T101031_20190524T101129_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
216,88.0,3207.0,2091.0,1706.0,3216.0,2612.0,2226.0,2130.0,1962.0,3254.0,1973.0,46.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,227.0,505.0,20190211T102149_20190211T102246_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
217,201.0,8609.0,3933.0,3784.0,8488.0,8416.0,8496.0,8893.0,8553.0,8952.0,8515.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,789.0,20190414T101031_20190414T101248_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
218,166.0,202.0,275.0,265.0,289.0,238.0,225.0,273.0,230.0,291.0,293.0,0.0,0.0,0.0,0.0,2048.0,10.0,30.0,25.0,23.0,652.0,20190119T101339_20190119T101338_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
219,102.0,1385.0,930.0,934.0,1394.0,880.0,829.0,1027.0,1184.0,1410.0,1184.0,5.0,0.0,0.0,0.0,2048.0,8.0,142.0,90.0,85.0,1021.0,20191128T102259_20191128T102255_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
220,102.0,1077.0,915.0,959.0,1396.0,899.0,819.0,1040.0,1167.0,1458.0,1225.0,5.0,0.0,0.0,0.0,2048.0,10.0,142.0,92.0,84.0,1021.0,20191128T102259_20191128T102255_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
221,161.0,222.0,263.0,269.0,306.0,250.0,235.0,293.0,250.0,303.0,286.0,0.0,0.0,0.0,0.0,2048.0,10.0,32.0,26.0,24.0,670.0,20190119T101339_20190119T101338_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
222,300.0,16356.0,3495.0,3670.0,16072.0,14000.0,12752.0,12405.0,10892.0,12424.0,10711.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1027.0,20190608T101029_20190608T101032_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
223,186.0,1069.0,2059.0,1784.0,1318.0,1236.0,1212.0,1479.0,1833.0,2186.0,1927.0,11.0,0.0,0.0,0.0,0.0,6.0,134.0,126.0,124.0,1735.0,20190904T102021_20190904T102045_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
224,198.0,931.0,2145.0,1888.0,1308.0,1210.0,1212.0,1502.0,1974.0,2150.0,2040.0,11.0,0.0,0.0,0.0,0.0,6.0,133.0,123.0,124.0,1711.0,20190904T102021_20190904T102045_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
225,156.0,180.0,87.0,82.0,167.0,165.0,58.0,49.0,26.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,17.0,6.0,1018.0,20191203T102401_20191203T102415_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
226,125.0,3870.0,3373.0,3023.0,3382.0,3520.0,3292.0,3671.0,3942.0,4364.0,3995.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1373.0,20190427T102031_20190427T102320_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
227,126.0,8733.0,3006.0,2793.0,8208.0,7696.0,7780.0,8004.0,7905.0,7900.0,7821.0,0.0,10.0,0.0,0.0,1024.0,6.0,255.0,255.0,255.0,513.0,20191215T101329_20191215T101327_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
228,204.0,10329.0,4358.0,3332.0,10976.0,11256.0,11184.0,11287.0,10836.0,11536.0,10541.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,696.0,20190929T102029_20190929T102023_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
229,204.0,10287.0,4358.0,3345.0,10984.0,11280.0,11192.0,11307.0,10838.0,11552.0,10560.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,694.0,20190929T102029_20190929T102023_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
230,156.0,181.0,88.0,88.0,164.0,163.0,55.0,46.0,28.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,17.0,6.0,1019.0,20191203T102401_20191203T102415_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
231,204.0,8981.0,3109.0,2933.0,8592.0,8096.0,8192.0,8520.0,8293.0,8312.0,8191.0,0.0,7.0,0.0,0.0,1024.0,10.0,255.0,255.0,255.0,702.0,20191215T101329_20191215T101327_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
232,132.0,7963.0,5466.0,5657.0,6212.0,5860.0,5716.0,6631.0,6589.0,5376.0,6736.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1227.0,20191123T102341_20191123T102417_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
233,131.0,3830.0,3304.0,3103.0,3428.0,3488.0,3306.0,3549.0,3953.0,4328.0,4116.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1378.0,20190427T102031_20190427T102320_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
234,126.0,6681.0,4752.0,4160.0,6644.0,5168.0,4792.0,5387.0,5609.0,6240.0,5664.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1446.0,20190517T102031_20190517T102508_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
235,204.0,5054.0,2072.0,2084.0,4836.0,4472.0,4026.0,4385.0,4353.0,4708.0,4242.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1625.0,20190820T102029_20190820T102459_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
236,78.0,1193.0,920.0,985.0,1458.0,938.0,847.0,1074.0,1143.0,1426.0,1195.0,5.0,0.0,0.0,0.0,2048.0,10.0,149.0,96.0,87.0,1358.0,20191128T102259_20191128T102255_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
237,96.0,1732.0,490.0,806.0,485.0,385.0,338.0,428.0,673.0,243.0,965.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,40.0,35.0,816.0,20190514T101031_20190514T101441_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
238,204.0,6433.0,4530.0,3719.0,5944.0,5516.0,5084.0,5636.0,5767.0,5796.0,5782.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2231.0,20190817T101029_20190817T101605_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
239,108.0,3693.0,296.0,449.0,478.0,379.0,337.0,347.0,313.0,234.0,459.0,0.0,0.0,0.0,0.0,1024.0,10.0,49.0,39.0,35.0,822.0,20190514T101031_20190514T101441_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
240,114.0,1757.0,494.0,817.0,480.0,377.0,332.0,427.0,658.0,220.0,958.0,0.0,0.0,0.0,0.0,0.0,10.0,49.0,39.0,34.0,894.0,20190514T101031_20190514T101441_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
241,124.0,9916.0,5789.0,4749.0,9528.0,8688.0,8528.0,8791.0,8531.0,9184.0,8463.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,759.0,20190308T102021_20190308T102017_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
242,77.0,4965.0,4327.0,3564.0,4944.0,4576.0,4540.0,4758.0,4684.0,5384.0,4657.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,715.0,20190313T102019_20190313T102552_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
243,198.0,5004.0,2071.0,2079.0,4804.0,4448.0,3992.0,4364.0,4358.0,4696.0,4229.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1619.0,20190820T102029_20190820T102459_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
244,174.0,12070.0,7373.0,5760.0,11488.0,10760.0,10176.0,10348.0,9681.0,9792.0,9441.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2040.0,20190924T102021_20190924T102418_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
245,144.0,8881.0,3025.0,2828.0,8376.0,7848.0,7900.0,8132.0,8025.0,8016.0,7889.0,0.0,7.0,0.0,0.0,1024.0,6.0,255.0,255.0,255.0,517.0,20191215T101329_20191215T101327_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
246,120.0,6744.0,2906.0,2367.0,6416.0,5384.0,5204.0,5818.0,5358.0,5552.0,5033.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1398.0,20191218T102339_20191218T102427_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
247,201.0,15561.0,7383.0,5980.0,14368.0,13008.0,12376.0,12633.0,11449.0,11576.0,11030.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1319.0,20190502T102029_20190502T102223_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
248,142.0,233.0,328.0,337.0,360.0,376.0,305.0,362.0,324.0,493.0,341.0,0.0,0.0,0.0,0.0,2048.0,10.0,35.0,40.0,31.0,757.0,20190206T102211_20190206T102327_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
249,120.0,6803.0,2928.0,2379.0,6460.0,5412.0,5220.0,5868.0,5338.0,5556.0,5021.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1436.0,20191218T102339_20191218T102427_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
250,166.0,5975.0,4836.0,4025.0,5628.0,5216.0,5160.0,5518.0,5559.0,6068.0,5526.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,613.0,20190325T101021_20190325T101055_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
251,204.0,1.0,1036.0,904.0,1.0,1.0,304.0,597.0,1003.0,770.0,1135.0,15.0,0.0,0.0,0.0,2048.0,10.0,1.0,1.0,31.0,598.0,20191105T101119_20191105T101115_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
252,167.0,5471.0,4976.0,4163.0,5512.0,5108.0,5088.0,5572.0,5646.0,6016.0,5646.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,614.0,20190325T101021_20190325T101055_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
253,204.0,1.0,1039.0,864.0,1.0,1.0,291.0,632.0,943.0,759.0,1067.0,16.0,0.0,0.0,0.0,2048.0,10.0,1.0,1.0,30.0,598.0,20191105T101119_20191105T101115_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
254,132.0,434.0,355.0,308.0,473.0,482.0,406.0,421.0,401.0,408.0,381.0,0.0,0.0,0.0,0.0,2048.0,10.0,48.0,49.0,42.0,879.0,20190919T102019_20190919T102022_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
255,142.0,9388.0,5362.0,4166.0,8480.0,7788.0,7784.0,7978.0,7536.0,7760.0,7310.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,529.0,20190318T102021_20190318T102020_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
256,201.0,3585.0,1827.0,1153.0,3284.0,3018.0,2898.0,2959.0,2875.0,3040.0,2879.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,735.0,20190107T102411_20190107T102405_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
257,204.0,9928.0,4270.0,4341.0,8592.0,8664.0,8792.0,9098.0,8655.0,8312.0,8388.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,536.0,20191118T102219_20191118T102220_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
258,114.0,2452.0,2259.0,2097.0,2988.0,2490.0,2526.0,2709.0,2504.0,3164.0,2497.0,71.0,0.0,0.0,0.0,1024.0,8.0,255.0,253.0,255.0,1146.0,20191223T102431_20191223T102430_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
259,202.0,9661.0,5493.0,4286.0,8808.0,8072.0,8028.0,8353.0,7816.0,7928.0,7506.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,597.0,20190318T102021_20190318T102020_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
260,124.0,7172.0,3045.0,3048.0,7104.0,6996.0,6900.0,7055.0,7046.0,7440.0,6887.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,424.0,20190127T102311_20190127T102327_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
261,126.0,8486.0,3546.0,3231.0,7484.0,6764.0,6556.0,7031.0,6903.0,6844.0,6803.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1367.0,20190509T101039_20190509T101033_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
262,204.0,12224.0,7314.0,5702.0,11824.0,11048.0,10264.0,10550.0,9729.0,9816.0,9462.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2065.0,20190924T102021_20190924T102418_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
263,113.0,3032.0,2249.0,1869.0,3244.0,2530.0,2146.0,2397.0,2263.0,3128.0,2247.0,61.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,219.0,507.0,20190211T102149_20190211T102246_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
264,202.0,9670.0,5335.0,4130.0,8696.0,7968.0,7944.0,8145.0,7635.0,7856.0,7385.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,577.0,20190318T102021_20190318T102020_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
265,77.0,6228.0,2557.0,2906.0,5788.0,5752.0,5724.0,5813.0,5572.0,5944.0,5541.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,365.0,20190117T102351_20190117T102347_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
