system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B8,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
81,154.0,201.0,132.0,107.0,287.0,264.0,227.0,231.0,138.0,142.0,49.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,27.0,24.0,886.0,20190228T101029_20190228T101023_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
82,161.0,185.0,131.0,110.0,278.0,248.0,210.0,231.0,121.0,130.0,40.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,26.0,22.0,891.0,20190228T101029_20190228T101023_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
83,352.0,387.0,385.0,261.0,459.0,536.0,444.0,515.0,563.0,580.0,737.0,0.0,0.0,0.0,0.0,0.0,6.0,47.0,55.0,46.0,3112.0,20190611T102029_20190611T102030_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
84,114.0,772.0,1176.0,581.0,861.0,1376.0,1228.0,1406.0,1326.0,1749.0,1516.0,3.0,0.0,0.0,0.0,0.0,6.0,87.0,140.0,125.0,1903.0,20190701T102029_20190701T102032_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
85,108.0,734.0,822.0,432.0,915.0,1260.0,1092.0,1140.0,844.0,1692.0,1370.0,1.0,0.0,0.0,0.0,0.0,6.0,93.0,129.0,111.0,1890.0,20190701T102029_20190701T102032_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
86,353.0,378.0,391.0,261.0,480.0,525.0,433.0,509.0,553.0,560.0,724.0,0.0,0.0,0.0,0.0,0.0,6.0,49.0,54.0,44.0,3105.0,20190611T102029_20190611T102030_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
87,156.0,562.0,147.0,115.0,549.0,602.0,387.0,552.0,319.0,269.0,311.0,0.0,0.0,0.0,0.0,0.0,6.0,56.0,63.0,41.0,2173.0,20190721T102029_20190721T102325_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
88,156.0,550.0,152.0,116.0,552.0,609.0,387.0,545.0,314.0,272.0,298.0,0.0,0.0,0.0,0.0,0.0,6.0,57.0,62.0,40.0,2173.0,20190721T102029_20190721T102325_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
89,96.0,5042.0,3998.0,3765.0,4760.0,4468.0,4300.0,4411.0,4198.0,4340.0,3953.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,849.0,20191110T101241_20191110T101236_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
90,102.0,8254.0,5532.0,5370.0,5968.0,5528.0,6416.0,6938.0,7338.0,6412.0,11774.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,618.0,20190507T102031_20190507T102226_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
91,102.0,6685.0,5685.0,5414.0,6192.0,5972.0,7084.0,7226.0,7492.0,6680.0,9881.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,613.0,20190507T102031_20190507T102226_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
92,109.0,271.0,56.0,35.0,255.0,344.0,234.0,374.0,156.0,138.0,70.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,36.0,25.0,1524.0,20190517T102031_20190517T102508_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
93,300.0,3603.0,4009.0,3958.0,3790.0,3848.0,3560.0,3949.0,3910.0,4520.0,9930.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,255.0,2712.0,20190830T102029_20190830T102552_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
94,77.0,296.0,1.0,29.0,287.0,133.0,101.0,80.0,36.0,66.0,34.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,14.0,11.0,599.0,20190102T102429_20190102T102505_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
95,276.0,887.0,1749.0,1006.0,1130.0,1564.0,1710.0,1740.0,1725.0,1722.0,1394.0,20.0,0.0,0.0,0.0,0.0,6.0,115.0,159.0,174.0,2696.0,20190901T101031_20190901T101134_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
96,300.0,3710.0,4023.0,3846.0,3616.0,3854.0,3666.0,3937.0,3978.0,4516.0,10548.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2725.0,20190830T102029_20190830T102552_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
97,270.0,1180.0,1761.0,1032.0,1230.0,1738.0,1686.0,1798.0,1738.0,2070.0,1991.0,28.0,0.0,0.0,0.0,0.0,8.0,125.0,177.0,172.0,2687.0,20190901T101031_20190901T101134_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
98,109.0,274.0,61.0,43.0,250.0,351.0,244.0,379.0,155.0,139.0,52.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,36.0,25.0,1521.0,20190517T102031_20190517T102508_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
99,96.0,4762.0,3993.0,3764.0,4780.0,4456.0,4428.0,4365.0,4188.0,4456.0,3720.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,855.0,20191110T101241_20191110T101236_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
100,120.0,274.0,110.0,88.0,296.0,405.0,260.0,353.0,171.0,154.0,153.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,42.0,27.0,1748.0,20190618T101029_20190618T101307_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
101,138.0,6083.0,5239.0,4500.0,6544.0,5868.0,5236.0,5577.0,5850.0,6964.0,10128.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1659.0,20190812T101031_20190812T101028_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
102,96.0,268.0,66.0,51.0,247.0,209.0,133.0,159.0,141.0,129.0,176.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,22.0,13.0,2045.0,20190810T102029_20190810T102030_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
103,77.0,294.0,1.0,33.0,288.0,118.0,111.0,74.0,34.0,58.0,55.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,11.0,11.0,592.0,20190102T102429_20190102T102505_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
104,96.0,273.0,64.0,49.0,254.0,212.0,139.0,161.0,143.0,131.0,172.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,22.0,15.0,2041.0,20190810T102029_20190810T102030_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
105,240.0,8267.0,8395.0,6649.0,8792.0,8552.0,8240.0,8499.0,8577.0,9768.0,11899.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,255.0,2126.0,20190802T101031_20190802T101344_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
106,120.0,276.0,111.0,89.0,294.0,391.0,254.0,355.0,159.0,155.0,150.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,40.0,26.0,1759.0,20190618T101029_20190618T101307_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
107,126.0,6174.0,5392.0,4583.0,6244.0,5332.0,5028.0,5870.0,6163.0,6484.0,10653.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1656.0,20190812T101031_20190812T101028_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
108,240.0,6708.0,8712.0,6933.0,8944.0,8704.0,8624.0,8856.0,8986.0,9880.0,9964.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,255.0,2140.0,20190802T101031_20190802T101344_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
109,148.0,3280.0,3631.0,3350.0,3714.0,3396.0,3110.0,3414.0,3608.0,4288.0,6056.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1219.0,20190221T102039_20190221T102520_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
110,84.0,172.0,193.0,160.0,189.0,214.0,204.0,365.0,266.0,251.0,363.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,22.0,21.0,795.0,20191006T101029_20191006T101025_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
111,119.0,2090.0,632.0,587.0,2082.0,1708.0,1646.0,1663.0,1532.0,1656.0,1219.0,29.0,4.0,0.0,0.0,0.0,8.0,212.0,174.0,168.0,573.0,20190122T102329_20190122T102330_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
112,65.0,364.0,359.0,333.0,434.0,377.0,306.0,328.0,312.0,496.0,391.0,0.0,0.0,0.0,0.0,0.0,6.0,45.0,39.0,32.0,769.0,20190313T102019_20190313T102552_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
113,126.0,1115.0,1579.0,1304.0,1066.0,1060.0,1038.0,1212.0,1513.0,1882.0,1842.0,7.0,0.0,0.0,0.0,0.0,6.0,109.0,108.0,106.0,933.0,20190919T102019_20190919T102022_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
114,143.0,3277.0,3851.0,3608.0,3886.0,3604.0,3262.0,3748.0,3832.0,4484.0,5998.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1198.0,20190221T102039_20190221T102520_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
115,65.0,326.0,398.0,318.0,397.0,383.0,316.0,366.0,342.0,474.0,303.0,0.0,0.0,0.0,0.0,0.0,6.0,41.0,39.0,33.0,768.0,20190313T102019_20190313T102552_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
116,119.0,2194.0,657.0,613.0,2036.0,1664.0,1554.0,1598.0,1521.0,1650.0,1326.0,29.0,3.0,0.0,0.0,0.0,8.0,207.0,170.0,158.0,586.0,20190122T102329_20190122T102330_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
117,84.0,157.0,199.0,159.0,200.0,205.0,209.0,359.0,268.0,252.0,346.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,21.0,22.0,795.0,20191006T101029_20191006T101025_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
118,149.0,7109.0,3893.0,3417.0,5668.0,4972.0,4532.0,4645.0,4437.0,4680.0,6212.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1261.0,20190323T102029_20190323T102023_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
119,120.0,4518.0,4015.0,3660.0,4100.0,3904.0,3730.0,4254.0,4282.0,4090.0,5231.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2168.0,20190926T101029_20190926T101317_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
120,138.0,945.0,1570.0,1333.0,967.0,988.0,959.0,1217.0,1502.0,1734.0,1614.0,6.0,0.0,0.0,0.0,0.0,6.0,100.0,100.0,97.0,930.0,20190919T102019_20190919T102022_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
121,160.0,6703.0,3828.0,3413.0,5904.0,5192.0,4712.0,4547.0,4383.0,4876.0,5577.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1268.0,20190323T102029_20190323T102023_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
122,126.0,5072.0,3955.0,3558.0,3980.0,3838.0,3730.0,4125.0,4134.0,4038.0,5705.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2151.0,20190926T101029_20190926T101317_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
123,126.0,408.0,469.0,411.0,450.0,491.0,424.0,612.0,525.0,582.0,787.0,0.0,0.0,0.0,0.0,2048.0,10.0,47.0,50.0,44.0,1064.0,20190914T102021_20190914T102022_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
124,138.0,990.0,621.0,484.0,633.0,592.0,480.0,606.0,554.0,525.0,1600.0,0.0,0.0,0.0,0.0,0.0,6.0,65.0,61.0,49.0,1615.0,20190628T101039_20190628T101033_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
125,132.0,393.0,472.0,409.0,444.0,504.0,414.0,610.0,513.0,582.0,786.0,0.0,0.0,0.0,0.0,2048.0,10.0,46.0,52.0,44.0,1063.0,20190914T102021_20190914T102022_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
126,77.0,5226.0,3447.0,2901.0,4992.0,4556.0,4164.0,4650.0,4522.0,4908.0,10077.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1024.0,20190208T101159_20190208T101158_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
127,114.0,824.0,602.0,429.0,686.0,634.0,545.0,569.0,542.0,629.0,1325.0,0.0,0.0,0.0,0.0,0.0,6.0,70.0,65.0,56.0,1636.0,20190628T101039_20190628T101033_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
128,119.0,120.0,164.0,161.0,104.0,204.0,154.0,173.0,49.0,77.0,122.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,21.0,16.0,743.0,20190223T101021_20190223T101031_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
129,89.0,5312.0,3424.0,2903.0,5052.0,4620.0,4264.0,4589.0,4531.0,4984.0,10202.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1023.0,20190208T101159_20190208T101158_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
130,113.0,3902.0,4012.0,3606.0,4212.0,4028.0,3696.0,4183.0,4267.0,4684.0,7936.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1475.0,20190226T102021_20190226T102019_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
131,119.0,116.0,158.0,158.0,82.0,187.0,167.0,166.0,41.0,75.0,108.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,19.0,17.0,736.0,20190223T101021_20190223T101031_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
132,101.0,895.0,610.0,516.0,949.0,774.0,689.0,705.0,766.0,991.0,926.0,0.0,0.0,0.0,0.0,0.0,10.0,97.0,79.0,71.0,762.0,20190305T101021_20190305T101019_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
133,101.0,937.0,629.0,506.0,927.0,733.0,686.0,738.0,791.0,966.0,1030.0,0.0,0.0,0.0,0.0,0.0,10.0,95.0,75.0,70.0,767.0,20190305T101021_20190305T101019_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
134,154.0,3977.0,3919.0,3508.0,4548.0,4176.0,3828.0,4097.0,4241.0,4848.0,8216.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1524.0,20190226T102021_20190226T102019_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
135,138.0,4997.0,4953.0,4828.0,4576.0,4584.0,4508.0,4993.0,5176.0,5116.0,8446.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,255.0,1296.0,20190916T101029_20190916T101024_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
136,348.0,774.0,476.0,403.0,664.0,821.0,670.0,850.0,763.0,760.0,1082.0,0.0,0.0,0.0,0.0,0.0,6.0,68.0,84.0,69.0,1385.0,20190524T101031_20190524T101129_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
137,258.0,1414.0,1277.0,1007.0,1582.0,1522.0,1418.0,1662.0,1789.0,2128.0,3473.0,17.0,0.0,0.0,0.0,2048.0,10.0,161.0,155.0,145.0,1881.0,20190621T102029_20190621T102031_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
138,138.0,5082.0,5126.0,5011.0,4536.0,4524.0,4516.0,5266.0,5414.0,5072.0,8506.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,255.0,1295.0,20190916T101029_20190916T101024_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
139,288.0,1364.0,1464.0,1142.0,1708.0,1620.0,1484.0,1799.0,2000.0,2304.0,3426.0,20.0,0.0,0.0,0.0,2048.0,10.0,173.0,165.0,151.0,1870.0,20190621T102029_20190621T102031_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
140,432.0,638.0,455.0,395.0,591.0,743.0,619.0,803.0,633.0,597.0,924.0,0.0,0.0,0.0,0.0,0.0,6.0,61.0,76.0,63.0,1387.0,20190524T101031_20190524T101129_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
141,166.0,1536.0,1806.0,1629.0,2236.0,1938.0,1886.0,1776.0,1752.0,2364.0,1213.0,32.0,0.0,0.0,0.0,0.0,8.0,228.0,197.0,192.0,652.0,20190119T101339_20190119T101338_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
142,102.0,3540.0,2477.0,1860.0,2916.0,2740.0,2586.0,2842.0,3153.0,3250.0,5510.0,75.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,1021.0,20191128T102259_20191128T102255_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
143,102.0,3550.0,2559.0,1879.0,2900.0,2656.0,2640.0,3010.0,3294.0,3134.0,5658.0,84.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1021.0,20191128T102259_20191128T102255_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
144,161.0,1794.0,1575.0,1384.0,2114.0,1794.0,1758.0,1542.0,1479.0,2184.0,1672.0,24.0,0.0,0.0,0.0,0.0,8.0,215.0,183.0,179.0,670.0,20190119T101339_20190119T101338_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
145,186.0,10639.0,5952.0,4882.0,9584.0,8968.0,8680.0,9191.0,8850.0,8512.0,15970.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1735.0,20190904T102021_20190904T102045_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
146,198.0,10922.0,5939.0,4887.0,9664.0,9056.0,8744.0,9217.0,8854.0,8568.0,16021.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1711.0,20190904T102021_20190904T102045_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
147,156.0,5759.0,2734.0,2115.0,5160.0,4500.0,4026.0,4117.0,3861.0,3804.0,3438.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1018.0,20191203T102401_20191203T102415_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
148,125.0,4143.0,3820.0,3546.0,3496.0,3758.0,3638.0,4187.0,4722.0,4776.0,8256.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1373.0,20190427T102031_20190427T102320_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
149,126.0,9979.0,2657.0,2951.0,9560.0,8640.0,8424.0,8909.0,8508.0,9128.0,15628.0,0.0,50.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,513.0,20191215T101329_20191215T101327_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
150,204.0,4264.0,3379.0,2490.0,4488.0,4572.0,4792.0,5076.0,5335.0,5460.0,4560.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,696.0,20190929T102029_20190929T102023_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
151,204.0,4087.0,3369.0,2514.0,4464.0,4596.0,4796.0,4945.0,5310.0,5488.0,4471.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,694.0,20190929T102029_20190929T102023_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
152,156.0,5910.0,2678.0,2066.0,5088.0,4408.0,3902.0,4044.0,3823.0,3708.0,3610.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1019.0,20191203T102401_20191203T102415_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
153,131.0,3982.0,3855.0,3555.0,3562.0,3898.0,3658.0,4210.0,4761.0,4940.0,7870.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1378.0,20190427T102031_20190427T102320_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
154,204.0,666.0,895.0,715.0,708.0,637.0,502.0,803.0,825.0,1058.0,1761.0,0.0,0.0,0.0,0.0,2048.0,6.0,72.0,65.0,52.0,1625.0,20190820T102029_20190820T102459_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
155,96.0,10291.0,6844.0,5754.0,10176.0,9448.0,9096.0,9134.0,9101.0,10448.0,15551.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,816.0,20190514T101031_20190514T101441_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
156,108.0,10472.0,6743.0,5715.0,10104.0,9288.0,8944.0,9092.0,9059.0,10304.0,15601.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,822.0,20190514T101031_20190514T101441_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
157,198.0,583.0,855.0,681.0,705.0,649.0,510.0,803.0,803.0,1100.0,1463.0,0.0,0.0,0.0,0.0,2048.0,6.0,73.0,66.0,52.0,1619.0,20190820T102029_20190820T102459_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
158,144.0,10537.0,2725.0,2943.0,9912.0,8880.0,8616.0,9123.0,8717.0,9328.0,15722.0,0.0,47.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,517.0,20191215T101329_20191215T101327_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
159,120.0,3464.0,2271.0,2436.0,3142.0,2834.0,2686.0,2982.0,3055.0,3624.0,12876.0,83.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1398.0,20191218T102339_20191218T102427_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
