system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
220,202.0,8885.0,5995.0,4855.0,9056.0,8856.0,8968.0,9096.0,8884.0,8813.0,9456.0,8793.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,648.0,20190414T101031_20190414T101248_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
221,204.0,8866.0,3074.0,3128.0,9088.0,9040.0,8592.0,8875.0,8682.0,8758.0,9168.0,8477.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,739.0,20191016T101029_20191016T101025_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
222,132.0,3636.0,3956.0,3819.0,2754.0,3150.0,3134.0,3599.0,4080.0,4350.0,4086.0,4587.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1054.0,20190703T101031_20190703T101051_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
223,204.0,1445.0,1857.0,1955.0,1348.0,1382.0,1598.0,1821.0,1887.0,1904.0,1968.0,1917.0,27.0,0.0,0.0,0.0,2048.0,8.0,137.0,141.0,163.0,849.0,20191218T102339_20191218T102604_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
224,192.0,5026.0,4652.0,3532.0,5572.0,5296.0,5024.0,5421.0,5532.0,5626.0,6128.0,5579.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1732.0,20190817T101029_20190817T101605_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
225,168.0,4694.0,4654.0,3506.0,5304.0,5128.0,4988.0,5312.0,5451.0,5577.0,6040.0,5533.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1550.0,20190817T101029_20190817T101605_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
226,204.0,8899.0,3027.0,3130.0,9104.0,9000.0,8656.0,8884.0,8585.0,8731.0,9152.0,8485.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,759.0,20191016T101029_20191016T101025_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
227,204.0,7118.0,1723.0,1843.0,7152.0,6932.0,6816.0,6855.0,6892.0,6948.0,7264.0,6820.0,0.0,100.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,509.0,20190731T102029_20190731T102031_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
228,202.0,9102.0,5995.0,4863.0,9168.0,8944.0,8992.0,9174.0,8946.0,8879.0,9536.0,8838.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,651.0,20190414T101031_20190414T101248_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
229,202.0,3612.0,2936.0,2642.0,3430.0,3352.0,3470.0,3722.0,3708.0,3757.0,3814.0,3725.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,540.0,20190129T101259_20190129T101440_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
230,204.0,1454.0,1836.0,1879.0,1344.0,1418.0,1574.0,1785.0,1862.0,1890.0,1924.0,1906.0,27.0,0.0,0.0,0.0,2048.0,8.0,137.0,145.0,160.0,455.0,20191218T102339_20191218T102604_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
231,204.0,8557.0,3751.0,2879.0,8704.0,8712.0,8872.0,9007.0,8942.0,8960.0,9232.0,8841.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,686.0,20190815T102031_20190815T102026_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
232,204.0,7115.0,1723.0,1845.0,7148.0,6924.0,6832.0,6853.0,6885.0,6941.0,7276.0,6835.0,0.0,100.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,519.0,20190731T102029_20190731T102031_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
233,204.0,8651.0,3756.0,2859.0,8720.0,8776.0,8936.0,9047.0,8972.0,8960.0,9216.0,8834.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,684.0,20190815T102031_20190815T102026_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
234,202.0,3681.0,2926.0,2630.0,3400.0,3292.0,3374.0,3703.0,3722.0,3738.0,3784.0,3687.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,552.0,20190129T101259_20190129T101440_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
235,204.0,6056.0,4627.0,3464.0,6000.0,5960.0,6260.0,6388.0,6317.0,6193.0,6412.0,6219.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,467.0,20191120T101321_20191120T101408_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
236,204.0,6076.0,4617.0,3474.0,5972.0,6004.0,6196.0,6379.0,6295.0,6190.0,6436.0,6212.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,469.0,20191120T101321_20191120T101408_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
237,204.0,3970.0,2044.0,1962.0,4078.0,3710.0,3272.0,3388.0,3225.0,3196.0,3592.0,3035.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1053.0,20191115T101209_20191115T101203_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
238,202.0,6257.0,1998.0,1883.0,6208.0,5744.0,5796.0,5991.0,5918.0,5988.0,6356.0,5937.0,0.0,44.0,0.0,0.0,1024.0,11.0,255.0,255.0,255.0,278.0,20190109T101409_20190109T101406_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
239,202.0,6266.0,1997.0,1876.0,6244.0,5656.0,5820.0,5972.0,5898.0,6014.0,6348.0,5956.0,0.0,43.0,0.0,0.0,1024.0,11.0,255.0,255.0,255.0,279.0,20190109T101409_20190109T101406_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
240,204.0,4542.0,2169.0,2326.0,4664.0,4952.0,5016.0,5195.0,5355.0,5367.0,5892.0,5422.0,100.0,6.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,246.0,20191103T102211_20191103T102205_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
241,204.0,3788.0,2064.0,1956.0,3946.0,3584.0,3196.0,3330.0,3167.0,3146.0,3452.0,2991.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,988.0,20191115T101209_20191115T101203_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
242,204.0,12881.0,4088.0,4441.0,11824.0,11120.0,10536.0,10987.0,10626.0,10319.0,10760.0,10068.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,742.0,20191118T102219_20191118T102220_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
243,204.0,13715.0,4104.0,4491.0,12440.0,11336.0,10896.0,11284.0,10868.0,10538.0,10888.0,10209.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,838.0,20191118T102219_20191118T102220_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
244,202.0,14047.0,5743.0,4077.0,13424.0,12936.0,12648.0,12883.0,12423.0,12188.0,12640.0,11802.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,615.0,20190429T101029_20190429T101238_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
245,202.0,13141.0,4678.0,3911.0,12344.0,11344.0,10824.0,10429.0,10211.0,10087.0,10736.0,9958.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,263.0,20190201T102249_20190201T102243_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
246,202.0,13266.0,4687.0,3918.0,12552.0,11496.0,10888.0,10462.0,10258.0,10134.0,10936.0,9968.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,266.0,20190201T102249_20190201T102243_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
247,202.0,12383.0,5699.0,4024.0,12240.0,12176.0,12136.0,12341.0,11955.0,11792.0,12272.0,11514.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,495.0,20190429T101029_20190429T101238_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
248,204.0,4706.0,2175.0,2331.0,4748.0,5112.0,5080.0,5255.0,5427.0,5402.0,5944.0,5476.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,244.0,20191103T102211_20191103T102205_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
249,204.0,13912.0,6585.0,5035.0,12488.0,11608.0,11120.0,11472.0,10808.0,10427.0,10272.0,10120.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1985.0,20190716T102031_20190716T102028_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
250,204.0,14014.0,6572.0,5015.0,12560.0,11648.0,11072.0,11447.0,10786.0,10396.0,10352.0,10094.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1991.0,20190716T102031_20190716T102028_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
251,119.0,3250.0,1371.0,1258.0,2952.0,2776.0,2648.0,2890.0,3210.0,3311.0,3516.0,3323.0,86.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,543.0,20190504T101031_20190504T101433_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
252,202.0,9393.0,2678.0,2918.0,7920.0,8188.0,8464.0,8464.0,8420.0,8402.0,8784.0,8452.0,0.0,65.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,47.0,20190203T101221_20190203T101427_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
253,202.0,5908.0,2612.0,2295.0,6856.0,6508.0,6212.0,6373.0,6196.0,6067.0,7088.0,5750.0,0.0,19.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,529.0,20190310T101019_20190310T101022_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
254,202.0,9422.0,2672.0,2918.0,8028.0,8148.0,8472.0,8441.0,8430.0,8384.0,8800.0,8486.0,0.0,65.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,45.0,20190203T101221_20190203T101427_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
255,202.0,6005.0,2612.0,2351.0,6896.0,6552.0,6248.0,6400.0,6197.0,6089.0,7060.0,5823.0,0.0,19.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,536.0,20190310T101019_20190310T101022_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
256,143.0,3243.0,1374.0,1261.0,2958.0,2780.0,2648.0,2903.0,3228.0,3315.0,3504.0,3329.0,85.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,534.0,20190504T101031_20190504T101433_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
257,204.0,8769.0,2223.0,2461.0,8504.0,8172.0,7680.0,7761.0,7490.0,7371.0,7884.0,7147.0,0.0,87.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,323.0,20191208T102319_20191208T102419_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
258,204.0,3250.0,1662.0,1612.0,2810.0,2920.0,2780.0,2868.0,2955.0,2924.0,3078.0,2901.0,86.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,175.0,20191113T102301_20191113T102419_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
259,204.0,8752.0,2238.0,2448.0,8512.0,8184.0,7672.0,7769.0,7498.0,7361.0,7924.0,7164.0,0.0,85.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,322.0,20191208T102319_20191208T102419_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
260,202.0,8831.0,2673.0,2931.0,7632.0,7892.0,8296.0,8329.0,8315.0,8269.0,8688.0,8383.0,0.0,65.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,59.0,20190203T101221_20190203T101608_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
261,202.0,12303.0,5963.0,4387.0,11944.0,10576.0,10208.0,10326.0,9948.0,9692.0,10520.0,9356.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,556.0,20190412T102029_20190412T102028_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
262,202.0,8819.0,2679.0,2933.0,7552.0,7928.0,8280.0,8357.0,8309.0,8288.0,8664.0,8349.0,0.0,65.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,64.0,20190203T101221_20190203T101608_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
263,204.0,3249.0,1647.0,1593.0,2712.0,2930.0,2758.0,2838.0,2966.0,2907.0,3042.0,2902.0,84.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,110.0,20191113T102301_20191113T102419_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
264,202.0,12314.0,6057.0,4482.0,12064.0,10720.0,10304.0,10408.0,10059.0,9795.0,10672.0,9435.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,540.0,20190412T102029_20190412T102028_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
265,202.0,8978.0,4862.0,3097.0,8816.0,8752.0,8816.0,9137.0,8944.0,8830.0,9024.0,8684.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1225.0,20190328T102021_20190328T102023_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
266,204.0,2934.0,2777.0,2351.0,2740.0,2684.0,2798.0,2887.0,3160.0,3229.0,3530.0,3105.0,92.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,83.0,20191230T101421_20191230T101423_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
267,204.0,2806.0,2782.0,2334.0,2754.0,2680.0,2766.0,2935.0,3147.0,3186.0,3522.0,3076.0,92.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,105.0,20191230T101421_20191230T101423_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
268,204.0,5537.0,2990.0,2987.0,4900.0,4608.0,4276.0,4579.0,4745.0,4723.0,4812.0,4656.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,903.0,20191108T102139_20191108T102508_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
269,202.0,9177.0,4907.0,3127.0,8952.0,8856.0,8888.0,9285.0,9073.0,8947.0,9080.0,8800.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1258.0,20190328T102021_20190328T102023_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
270,204.0,8134.0,3566.0,3692.0,8368.0,8004.0,7700.0,7816.0,7712.0,7743.0,8456.0,7662.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,389.0,20190807T101029_20190807T101242_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
271,204.0,1050.0,1277.0,1198.0,1188.0,1262.0,1292.0,1590.0,1475.0,1318.0,1586.0,1383.0,16.0,0.0,0.0,0.0,2048.0,8.0,121.0,129.0,132.0,1655.0,20191021T101041_20191021T101549_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
272,204.0,8175.0,3585.0,3702.0,8320.0,8016.0,7716.0,7839.0,7718.0,7727.0,8456.0,7653.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,402.0,20190807T101029_20190807T101242_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
273,204.0,999.0,1305.0,1174.0,1182.0,1238.0,1272.0,1592.0,1500.0,1311.0,1598.0,1363.0,15.0,0.0,0.0,0.0,2048.0,8.0,121.0,126.0,130.0,1654.0,20191021T101041_20191021T101549_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
274,204.0,8164.0,3311.0,2553.0,7104.0,6548.0,6064.0,6202.0,6117.0,6078.0,6308.0,6095.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,470.0,20191011T101031_20191011T101027_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
275,202.0,7169.0,5831.0,4991.0,7416.0,6960.0,6616.0,7000.0,7042.0,7048.0,7548.0,6981.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,961.0,20190502T102029_20190502T102223_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
276,204.0,8410.0,3290.0,2544.0,7132.0,6600.0,6124.0,6197.0,6111.0,6034.0,6336.0,6014.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,525.0,20191011T101031_20191011T101027_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
277,202.0,6920.0,5805.0,4982.0,7128.0,6816.0,6488.0,6902.0,6943.0,6983.0,7484.0,6891.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,972.0,20190502T102029_20190502T102223_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
278,204.0,10816.0,5923.0,5098.0,9983.0,9264.0,8728.0,8500.0,8037.0,7880.0,7880.0,7636.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1155.0,20191024T102111_20191024T102420_T32UQD,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
279,204.0,10846.0,5842.0,4934.0,9992.0,9216.0,8600.0,8447.0,7872.0,7806.0,7936.0,7488.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1035.0,20191024T102111_20191024T102420_T33UUU,Beetzsee,52.487831950409934,12.607166700604537,"{""type"":""Point"",""coordinates"":[12.607166700604537,52.487831950409934]}"
