system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
41,65.0,57.0,104.0,92.0,193.0,264.0,137.0,118.0,89.0,110.0,97.0,112.0,79.0,0.0,0.0,0.0,6.0,19.0,26.0,13.0,1242.0,20180507T102019_20180507T102022_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
42,207.0,197.0,81.0,70.0,207.0,317.0,150.0,169.0,75.0,83.0,57.0,69.0,1.0,0.0,0.0,0.0,6.0,23.0,33.0,16.0,2481.0,20180919T102021_20180919T102018_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
43,65.0,65.0,72.0,53.0,157.0,274.0,158.0,130.0,125.0,133.0,125.0,124.0,74.0,0.0,0.0,0.0,6.0,16.0,27.0,16.0,1598.0,20180429T101031_20180429T101258_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
44,71.0,207.0,148.0,118.0,298.0,325.0,238.0,228.0,178.0,190.0,196.0,181.0,105.0,0.0,0.0,0.0,6.0,32.0,34.0,25.0,1154.0,20180606T102019_20180606T102512_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
45,77.0,141.0,82.0,61.0,180.0,259.0,159.0,158.0,138.0,153.0,123.0,114.0,46.0,0.0,0.0,0.0,6.0,19.0,27.0,17.0,1344.0,20180529T101031_20180529T101225_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
46,59.0,31.0,119.0,92.0,210.0,275.0,185.0,160.0,164.0,194.0,200.0,184.0,125.0,0.0,0.0,0.0,6.0,21.0,28.0,18.0,780.0,20180504T101029_20180504T101023_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
47,153.0,1.0,25.0,41.0,71.0,201.0,104.0,63.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,8.0,21.0,11.0,1843.0,20180822T101019_20180822T101321_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
48,166.0,81.0,80.0,63.0,170.0,298.0,176.0,175.0,146.0,134.0,131.0,119.0,147.0,0.0,0.0,0.0,6.0,17.0,30.0,17.0,1500.0,20180419T101031_20180419T101457_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
49,207.0,227.0,81.0,65.0,201.0,313.0,150.0,167.0,79.0,86.0,59.0,74.0,1.0,0.0,0.0,0.0,6.0,20.0,31.0,16.0,2460.0,20180919T102021_20180919T102018_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
50,95.0,1.0,47.0,42.0,56.0,165.0,122.0,94.0,36.0,37.0,30.0,23.0,65.0,0.0,0.0,0.0,6.0,6.0,17.0,13.0,1430.0,20180608T101021_20180608T101024_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
51,65.0,68.0,73.0,54.0,155.0,272.0,156.0,134.0,125.0,131.0,126.0,124.0,91.0,0.0,0.0,0.0,6.0,15.0,27.0,15.0,1601.0,20180429T101031_20180429T101258_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
52,83.0,124.0,77.0,64.0,171.0,252.0,156.0,154.0,132.0,148.0,114.0,109.0,57.0,0.0,0.0,0.0,6.0,18.0,26.0,16.0,1374.0,20180529T101031_20180529T101225_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
53,71.0,194.0,149.0,115.0,294.0,326.0,239.0,222.0,177.0,188.0,196.0,184.0,101.0,0.0,0.0,0.0,6.0,30.0,34.0,25.0,1177.0,20180606T102019_20180606T102512_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
54,95.0,1.0,46.0,46.0,52.0,164.0,120.0,95.0,33.0,38.0,30.0,24.0,53.0,0.0,0.0,0.0,6.0,6.0,17.0,13.0,1430.0,20180608T101021_20180608T101024_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
55,83.0,85.0,114.0,101.0,234.0,289.0,197.0,181.0,133.0,148.0,129.0,126.0,140.0,0.0,0.0,0.0,6.0,23.0,29.0,20.0,1273.0,20180514T101029_20180514T101052_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
56,173.0,54.0,78.0,62.0,158.0,291.0,172.0,165.0,139.0,130.0,123.0,113.0,131.0,0.0,0.0,0.0,6.0,16.0,29.0,17.0,1491.0,20180419T101031_20180419T101457_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
57,59.0,13.0,117.0,93.0,204.0,273.0,186.0,157.0,167.0,193.0,200.0,187.0,126.0,0.0,0.0,0.0,6.0,20.0,27.0,18.0,804.0,20180504T101029_20180504T101023_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
58,83.0,61.0,114.0,99.0,229.0,288.0,194.0,181.0,132.0,148.0,129.0,126.0,139.0,0.0,0.0,0.0,6.0,23.0,29.0,19.0,1332.0,20180514T101029_20180514T101052_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
59,195.0,201.0,40.0,32.0,186.0,292.0,131.0,97.0,1.0,,1.0,1.0,,0.0,0.0,0.0,6.0,19.0,30.0,14.0,2608.0,20180731T102021_20180731T102024_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
60,148.0,75.0,122.0,98.0,161.0,281.0,166.0,154.0,131.0,123.0,122.0,101.0,118.0,0.0,0.0,0.0,6.0,16.0,28.0,16.0,1780.0,20180509T101031_20180509T101027_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
61,131.0,235.0,64.0,39.0,223.0,328.0,172.0,150.0,90.0,85.0,68.0,64.0,39.0,0.0,0.0,0.0,6.0,24.0,34.0,18.0,2504.0,20180731T102021_20180731T102024_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
62,83.0,65.0,147.0,122.0,54.0,183.0,130.0,151.0,124.0,123.0,66.0,146.0,109.0,0.0,0.0,0.0,6.0,6.0,18.0,12.0,1665.0,20180909T102021_20180909T102205_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
63,83.0,80.0,143.0,119.0,53.0,186.0,132.0,160.0,121.0,110.0,67.0,135.0,144.0,0.0,0.0,0.0,6.0,7.0,18.0,13.0,1658.0,20180909T102021_20180909T102205_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
64,137.0,220.0,64.0,49.0,214.0,320.0,165.0,146.0,81.0,82.0,58.0,62.0,29.0,0.0,0.0,0.0,6.0,21.0,34.0,18.0,2509.0,20180731T102021_20180731T102024_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
65,150.0,56.0,118.0,100.0,157.0,280.0,164.0,149.0,119.0,113.0,116.0,105.0,109.0,0.0,0.0,0.0,6.0,16.0,28.0,16.0,1794.0,20180509T101031_20180509T101027_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
66,201.0,190.0,40.0,40.0,172.0,283.0,123.0,91.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,6.0,17.0,30.0,14.0,2624.0,20180731T102021_20180731T102024_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
67,77.0,1.0,56.0,42.0,148.0,230.0,109.0,94.0,28.0,46.0,28.0,6.0,1.0,0.0,0.0,0.0,6.0,16.0,24.0,12.0,1311.0,20181021T101039_20181021T101201_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
68,77.0,1.0,57.0,50.0,154.0,231.0,108.0,95.0,23.0,38.0,30.0,7.0,1.0,0.0,0.0,0.0,6.0,16.0,24.0,11.0,1315.0,20181021T101039_20181021T101201_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
69,118.0,72.0,68.0,58.0,136.0,228.0,137.0,127.0,73.0,79.0,54.0,48.0,52.0,0.0,0.0,0.0,6.0,14.0,24.0,14.0,2158.0,20180529T101031_20180529T101225_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
70,159.0,1.0,50.0,51.0,92.0,208.0,93.0,57.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,6.0,10.0,23.0,11.0,1996.0,20180807T101021_20180807T101024_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
71,165.0,85.0,23.0,62.0,287.0,205.0,112.0,89.0,69.0,16.0,43.0,12.0,1.0,0.0,0.0,0.0,6.0,29.0,20.0,11.0,561.0,20180114T101349_20180114T101347_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
72,124.0,61.0,63.0,61.0,127.0,221.0,134.0,120.0,63.0,70.0,44.0,39.0,79.0,0.0,0.0,0.0,6.0,13.0,23.0,14.0,2233.0,20180529T101031_20180529T101225_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
73,185.0,1.0,48.0,41.0,112.0,302.0,176.0,173.0,76.0,60.0,55.0,54.0,1.0,0.0,0.0,0.0,6.0,12.0,31.0,18.0,1954.0,20180906T101021_20180906T101022_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
74,83.0,62.0,112.0,101.0,214.0,276.0,190.0,176.0,128.0,143.0,125.0,122.0,145.0,0.0,0.0,0.0,6.0,21.0,28.0,19.0,1330.0,20180514T101029_20180514T101052_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
75,77.0,60.0,72.0,54.0,157.0,274.0,156.0,136.0,119.0,123.0,115.0,113.0,98.0,0.0,0.0,0.0,6.0,16.0,27.0,15.0,1726.0,20180429T101031_20180429T101258_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
76,158.0,1.0,47.0,52.0,93.0,205.0,94.0,57.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,10.0,21.0,10.0,2018.0,20180807T101021_20180807T101024_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
77,83.0,36.0,112.0,98.0,208.0,274.0,187.0,176.0,128.0,144.0,125.0,123.0,137.0,0.0,0.0,0.0,6.0,21.0,27.0,19.0,1340.0,20180514T101029_20180514T101052_T32UQD,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
78,112.0,541.0,148.0,111.0,558.0,572.0,452.0,426.0,397.0,361.0,369.0,319.0,155.0,0.0,0.0,0.0,6.0,56.0,58.0,46.0,646.0,20180216T102059_20180216T102601_T32UQC,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
79,112.0,569.0,146.0,105.0,569.0,568.0,450.0,407.0,381.0,355.0,364.0,319.0,162.0,0.0,0.0,0.0,6.0,58.0,57.0,45.0,638.0,20180216T102059_20180216T102601_T33UUT,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
80,184.0,1.0,46.0,40.0,110.0,304.0,178.0,164.0,74.0,65.0,58.0,49.0,1.0,0.0,0.0,0.0,6.0,12.0,31.0,19.0,1964.0,20180906T101021_20180906T101022_T33UUU,Seddiner_See,52.27411255201718,13.031033960147811,"{""type"":""Point"",""coordinates"":[13.031033960147813,52.27411255201718]}"
