system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
81,101.0,2782.0,2403.0,1847.0,3752.0,3252.0,3206.0,2854.0,2640.0,2537.0,3918.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,607.0,20190308T102021_20190308T102017_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
82,154.0,5169.0,4190.0,3870.0,4388.0,4400.0,4396.0,4687.0,4681.0,4620.0,4628.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1524.0,20190226T102021_20190226T102019_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
83,228.0,1071.0,774.0,646.0,1080.0,1108.0,937.0,1061.0,1195.0,1273.0,1372.0,6.0,0.0,0.0,0.0,2048.0,10.0,110.0,113.0,96.0,1826.0,20190621T102029_20190621T102031_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
84,228.0,1104.0,779.0,650.0,1086.0,1118.0,936.0,1064.0,1202.0,1286.0,1342.0,6.0,0.0,0.0,0.0,2048.0,10.0,111.0,114.0,96.0,1827.0,20190621T102029_20190621T102031_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
85,425.0,343.0,405.0,307.0,456.0,615.0,462.0,508.0,384.0,430.0,415.0,0.0,0.0,0.0,0.0,0.0,6.0,47.0,63.0,47.0,2920.0,20190611T102029_20190611T102030_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
86,77.0,5969.0,4085.0,3306.0,6200.0,5584.0,5272.0,5391.0,5137.0,4907.0,5972.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,784.0,20190313T102019_20190313T102552_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
87,150.0,278.0,348.0,308.0,274.0,380.0,315.0,364.0,300.0,316.0,341.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,39.0,33.0,1123.0,20190914T102021_20190914T102022_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
88,151.0,291.0,353.0,314.0,255.0,385.0,325.0,371.0,310.0,321.0,354.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,40.0,34.0,1127.0,20190914T102021_20190914T102022_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
89,260.0,1070.0,777.0,651.0,1084.0,1110.0,937.0,1061.0,1177.0,1254.0,1354.0,6.0,0.0,0.0,0.0,2048.0,10.0,111.0,113.0,96.0,1881.0,20190621T102029_20190621T102031_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
90,126.0,418.0,330.0,345.0,502.0,393.0,486.0,501.0,426.0,493.0,552.0,0.0,0.0,0.0,0.0,2048.0,10.0,52.0,40.0,50.0,1443.0,20191218T102339_20191218T102427_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
91,113.0,3610.0,2626.0,1982.0,3906.0,3342.0,3310.0,3092.0,2971.0,2763.0,4084.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,611.0,20190308T102021_20190308T102017_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
92,120.0,452.0,323.0,363.0,519.0,392.0,470.0,502.0,436.0,504.0,527.0,0.0,0.0,0.0,0.0,2048.0,10.0,53.0,40.0,48.0,1434.0,20191218T102339_20191218T102427_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
93,425.0,324.0,409.0,301.0,460.0,611.0,450.0,508.0,388.0,437.0,398.0,0.0,0.0,0.0,0.0,0.0,6.0,47.0,63.0,46.0,2907.0,20190611T102029_20190611T102030_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
94,77.0,6030.0,3964.0,3270.0,6112.0,5484.0,5224.0,5196.0,4981.0,4789.0,5908.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,775.0,20190313T102019_20190313T102552_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
95,102.0,7349.0,3642.0,2518.0,7528.0,6612.0,5944.0,6071.0,5809.0,5621.0,6540.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1021.0,20191128T102259_20191128T102255_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
96,186.0,8468.0,4064.0,3684.0,7540.0,6836.0,6416.0,6860.0,6532.0,6238.0,6552.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1735.0,20190904T102021_20190904T102045_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
97,114.0,464.0,152.0,97.0,423.0,497.0,332.0,387.0,281.0,288.0,204.0,0.0,0.0,0.0,0.0,0.0,6.0,43.0,51.0,34.0,1576.0,20190517T102031_20190517T102508_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
98,204.0,5345.0,2702.0,1530.0,5508.0,5372.0,5332.0,5313.0,5286.0,5404.0,5356.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,696.0,20190929T102029_20190929T102023_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
99,156.0,9075.0,5239.0,4385.0,8060.0,7368.0,7236.0,7478.0,7102.0,7031.0,6764.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1019.0,20191203T102401_20191203T102415_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
100,131.0,1186.0,316.0,237.0,899.0,908.0,631.0,668.0,581.0,559.0,670.0,0.0,0.0,0.0,0.0,0.0,6.0,92.0,93.0,65.0,1378.0,20190427T102031_20190427T102320_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
101,168.0,119.0,116.0,83.0,167.0,218.0,162.0,168.0,96.0,97.0,102.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,23.0,17.0,1625.0,20190820T102029_20190820T102459_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
102,114.0,495.0,178.0,106.0,417.0,496.0,322.0,418.0,344.0,332.0,232.0,0.0,0.0,0.0,0.0,0.0,6.0,43.0,51.0,33.0,1588.0,20190517T102031_20190517T102508_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
103,202.0,7004.0,3788.0,2777.0,6020.0,5524.0,5524.0,5685.0,5485.0,5391.0,5716.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,681.0,20190318T102021_20190318T102020_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
104,202.0,6616.0,3780.0,2785.0,6016.0,5448.0,5492.0,5639.0,5440.0,5373.0,5708.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,674.0,20190318T102021_20190318T102020_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
105,120.0,477.0,323.0,363.0,534.0,400.0,473.0,504.0,436.0,504.0,527.0,0.0,0.0,0.0,0.0,2048.0,10.0,54.0,41.0,50.0,1436.0,20191218T102339_20191218T102427_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
106,204.0,4918.0,1438.0,1556.0,5028.0,5124.0,5180.0,5452.0,5444.0,5486.0,5744.0,0.0,100.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,819.0,20190706T102031_20190706T102357_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
107,204.0,4834.0,1435.0,1546.0,4984.0,5064.0,5168.0,5429.0,5414.0,5479.0,5712.0,0.0,100.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,828.0,20190706T102031_20190706T102357_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
108,142.0,8090.0,5339.0,4502.0,7500.0,6856.0,6776.0,7047.0,6913.0,6816.0,7236.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,553.0,20190412T102029_20190412T102028_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
109,202.0,7413.0,3878.0,2842.0,6656.0,5932.0,5884.0,5924.0,5728.0,5657.0,6032.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,577.0,20190318T102021_20190318T102020_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
110,166.0,8561.0,5344.0,4511.0,7740.0,6992.0,6844.0,7147.0,6984.0,6893.0,7332.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,561.0,20190412T102029_20190412T102028_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
111,168.0,7975.0,3618.0,2805.0,6904.0,5640.0,5560.0,5730.0,5573.0,5435.0,5296.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1185.0,20191223T102431_20191223T102430_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
112,204.0,7073.0,4075.0,3618.0,6436.0,6104.0,5928.0,6423.0,6488.0,6566.0,6224.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1820.0,20190616T102031_20190616T102027_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
113,144.0,6326.0,3636.0,2405.0,7060.0,6268.0,5824.0,5806.0,5669.0,5554.0,6636.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,501.0,20191128T102259_20191128T102255_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
114,166.0,1641.0,2508.0,1901.0,3052.0,2822.0,2954.0,2609.0,2446.0,2381.0,3898.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,532.0,20190308T102021_20190308T102017_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
115,125.0,8092.0,3098.0,2045.0,7416.0,6432.0,6276.0,6359.0,6171.0,6061.0,6348.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,494.0,20190211T102149_20190211T102246_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
116,77.0,7177.0,3229.0,2414.0,6324.0,5336.0,5040.0,5079.0,5032.0,5015.0,5208.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,342.0,20190117T102351_20190117T102347_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
117,204.0,2940.0,2158.0,2023.0,3084.0,3208.0,3230.0,3518.0,3930.0,4125.0,4340.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,813.0,20190805T102031_20190805T102440_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
118,144.0,6211.0,3650.0,2426.0,6828.0,6236.0,5752.0,5749.0,5615.0,5536.0,6520.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,499.0,20191128T102259_20191128T102255_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
119,202.0,8266.0,4361.0,3040.0,7936.0,7628.0,7652.0,8107.0,7748.0,7591.0,7656.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,792.0,20190107T102411_20190107T102405_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
120,204.0,11689.0,5156.0,4226.0,10360.0,9288.0,8656.0,9121.0,8588.0,8315.0,8232.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2069.0,20190924T102021_20190924T102418_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
121,204.0,1768.0,1212.0,1134.0,1736.0,1704.0,1554.0,1762.0,1727.0,1705.0,1818.0,22.0,0.0,0.0,0.0,2048.0,8.0,177.0,174.0,158.0,1310.0,20191019T102029_20191019T102031_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
122,204.0,5423.0,2624.0,1507.0,5556.0,5368.0,5308.0,5306.0,5254.0,5323.0,5260.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,878.0,20190929T102029_20190929T102023_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
123,204.0,5480.0,2627.0,1507.0,5552.0,5372.0,5288.0,5312.0,5243.0,5317.0,5268.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,869.0,20190929T102029_20190929T102023_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
124,125.0,6594.0,2978.0,1955.0,6292.0,5680.0,5700.0,5854.0,5737.0,5671.0,5928.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,426.0,20190211T102149_20190211T102246_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
125,119.0,7237.0,3234.0,2403.0,6132.0,5396.0,5109.0,5123.0,5037.0,5011.0,5473.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,393.0,20190117T102351_20190117T102347_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
126,142.0,7160.0,2967.0,1976.0,6500.0,5816.0,5712.0,5923.0,5830.0,5765.0,6076.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,425.0,20190211T102149_20190211T102246_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
127,125.0,6703.0,3273.0,2449.0,6084.0,5251.0,5044.0,5151.0,5100.0,5081.0,5247.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,399.0,20190117T102351_20190117T102347_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
128,204.0,1158.0,1955.0,2016.0,1660.0,2112.0,2462.0,2751.0,3032.0,3203.0,3494.0,100.0,0.0,0.0,0.0,1024.0,9.0,169.0,215.0,251.0,523.0,20191004T102031_20191004T102025_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
129,186.0,3675.0,1883.0,1858.0,2822.0,2584.0,2568.0,2790.0,2797.0,2785.0,2536.0,74.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,1082.0,20191009T102029_20191009T102303_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
130,156.0,7396.0,3595.0,2753.0,6540.0,5428.0,5420.0,5541.0,5475.0,5386.0,5272.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,924.0,20191223T102431_20191223T102430_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
131,156.0,8159.0,3543.0,2673.0,6396.0,5416.0,5376.0,5514.0,5437.0,5298.0,5284.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,925.0,20191223T102431_20191223T102430_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
132,204.0,10091.0,4423.0,3404.0,9952.0,9888.0,9848.0,10046.0,9844.0,9749.0,10136.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,740.0,20190815T102031_20190815T102026_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
133,202.0,11642.0,6220.0,5228.0,10936.0,9840.0,9264.0,9260.0,8682.0,8561.0,8872.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1126.0,20190323T102029_20190323T102023_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
134,202.0,11447.0,6221.0,5216.0,10872.0,9752.0,9232.0,9232.0,8650.0,8528.0,8808.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1126.0,20190323T102029_20190323T102023_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
135,192.0,4541.0,3257.0,3378.0,4292.0,3666.0,3554.0,3629.0,3671.0,3646.0,4208.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,543.0,20191228T102339_20191228T102333_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
136,204.0,10215.0,4439.0,3408.0,10016.0,9928.0,9920.0,10093.0,9862.0,9791.0,10216.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,733.0,20190815T102031_20190815T102026_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
137,204.0,1775.0,1217.0,1136.0,1754.0,1680.0,1568.0,1756.0,1751.0,1720.0,1826.0,22.0,0.0,0.0,0.0,2048.0,8.0,179.0,171.0,160.0,1298.0,20191019T102029_20191019T102031_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
138,150.0,8494.0,5974.0,4928.0,8124.0,7520.0,7308.0,7684.0,7546.0,7458.0,7436.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1756.0,20190716T102031_20190716T102028_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
139,202.0,5767.0,4147.0,3335.0,5104.0,4992.0,5304.0,5415.0,5697.0,5896.0,5592.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,276.0,20190127T102311_20190127T102327_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
140,162.0,9138.0,5970.0,4970.0,8296.0,7640.0,7352.0,7780.0,7624.0,7566.0,7500.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1769.0,20190716T102031_20190716T102028_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
141,204.0,5916.0,2901.0,2657.0,4372.0,3867.0,3540.0,3612.0,3508.0,3481.0,3440.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1165.0,20191123T102341_20191123T102417_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
142,202.0,5697.0,4187.0,3467.0,5104.0,5040.0,5352.0,5638.0,5839.0,5970.0,5636.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,583.0,20190127T102311_20190127T102327_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
143,126.0,5629.0,1447.0,1538.0,5560.0,5464.0,5460.0,5609.0,5600.0,5671.0,5876.0,0.0,100.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,605.0,20190706T102031_20190706T102357_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
144,202.0,5916.0,4151.0,3416.0,5108.0,5020.0,5288.0,5571.0,5846.0,5968.0,5672.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,585.0,20190127T102311_20190127T102327_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
145,174.0,7929.0,3981.0,3597.0,7176.0,6568.0,6188.0,6612.0,6331.0,6054.0,6392.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1612.0,20190904T102021_20190904T102045_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
146,148.0,3848.0,3157.0,2634.0,3708.0,3680.0,3508.0,3815.0,3976.0,3777.0,4432.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,644.0,20190206T102211_20190206T102327_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
147,202.0,3294.0,3091.0,2616.0,3544.0,3614.0,3386.0,3779.0,3933.0,3795.0,4288.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,769.0,20190206T102211_20190206T102327_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
148,201.0,8594.0,3093.0,2086.0,8036.0,7056.0,6928.0,7077.0,6832.0,6684.0,6832.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,696.0,20190112T102409_20190112T102555_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
149,202.0,5108.0,4091.0,3792.0,4316.0,4372.0,4364.0,4704.0,4669.0,4580.0,4572.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1669.0,20190226T102021_20190226T102019_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
150,202.0,1050.0,297.0,227.0,780.0,822.0,562.0,602.0,488.0,461.0,577.0,0.0,0.0,0.0,0.0,0.0,6.0,80.0,84.0,58.0,1381.0,20190427T102031_20190427T102320_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
151,202.0,4787.0,4096.0,3845.0,4336.0,4284.0,4276.0,4704.0,4701.0,4645.0,4512.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1679.0,20190226T102021_20190226T102019_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
152,186.0,3691.0,1798.0,1751.0,2620.0,2554.0,2492.0,2687.0,2679.0,2690.0,2464.0,70.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,254.0,998.0,20191009T102029_20191009T102303_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
153,202.0,3652.0,3047.0,2549.0,3574.0,3584.0,3432.0,3756.0,3886.0,3669.0,4336.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,778.0,20190206T102211_20190206T102327_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
154,204.0,5060.0,1942.0,2025.0,4540.0,4104.0,3818.0,3945.0,3959.0,3981.0,4200.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,803.0,20191004T102031_20191004T102025_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
155,202.0,1017.0,317.0,238.0,809.0,879.0,587.0,613.0,502.0,474.0,656.0,0.0,0.0,0.0,0.0,0.0,6.0,83.0,90.0,60.0,1374.0,20190427T102031_20190427T102320_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
156,201.0,8690.0,3086.0,2060.0,8068.0,7044.0,6864.0,7000.0,6821.0,6611.0,6832.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,691.0,20190112T102409_20190112T102555_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
157,180.0,7892.0,3985.0,3586.0,7232.0,6636.0,6240.0,6579.0,6358.0,6053.0,6440.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1577.0,20190904T102021_20190904T102045_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
158,186.0,3525.0,1843.0,1811.0,2700.0,2498.0,2482.0,2709.0,2732.0,2727.0,2480.0,74.0,0.0,0.0,0.0,1024.0,8.0,255.0,254.0,253.0,992.0,20191009T102029_20191009T102303_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
159,202.0,8096.0,3082.0,2080.0,7632.0,6756.0,6720.0,6881.0,6653.0,6521.0,6688.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,692.0,20190112T102409_20190112T102555_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
