system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
10,112.0,209.0,74.0,50.0,268.0,496.0,201.0,167.0,81.0,89.0,72.0,70.0,48.0,0.0,0.0,0.0,6.0,28.0,51.0,20.0,1742.0,20180807T101021_20180807T101024_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
11,118.0,123.0,1.0,18.0,103.0,84.0,71.0,51.0,1.0,9.0,2.0,4.0,,0.0,0.0,0.0,6.0,11.0,9.0,8.0,477.0,20181128T102351_20181128T102346_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
12,89.0,219.0,6.0,24.0,185.0,151.0,122.0,110.0,57.0,68.0,54.0,51.0,1.0,0.0,0.0,0.0,6.0,19.0,16.0,13.0,478.0,20181128T102351_20181128T102346_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
13,71.0,18.0,35.0,31.0,155.0,194.0,109.0,91.0,42.0,44.0,41.0,29.0,6.0,0.0,0.0,0.0,6.0,17.0,20.0,12.0,1106.0,20180703T101029_20180703T101023_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
14,83.0,134.0,149.0,148.0,327.0,450.0,323.0,309.0,187.0,196.0,187.0,164.0,139.0,0.0,0.0,0.0,6.0,33.0,45.0,32.0,1121.0,20180507T102019_20180507T102022_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
15,83.0,216.0,41.0,35.0,167.0,51.0,68.0,100.0,34.0,53.0,37.0,13.0,4.0,0.0,0.0,0.0,6.0,18.0,7.0,7.0,902.0,20181205T101401_20181205T101359_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
16,142.0,72.0,175.0,104.0,197.0,279.0,213.0,233.0,224.0,223.0,235.0,235.0,216.0,0.0,0.0,0.0,6.0,20.0,28.0,21.0,963.0,20180409T101031_20180409T101343_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
17,118.0,197.0,37.0,27.0,156.0,217.0,124.0,112.0,59.0,47.0,36.0,31.0,30.0,0.0,0.0,0.0,6.0,15.0,23.0,12.0,1702.0,20180529T101031_20180529T101225_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
18,77.0,125.0,150.0,147.0,322.0,446.0,322.0,306.0,186.0,198.0,191.0,168.0,133.0,0.0,0.0,0.0,6.0,32.0,45.0,32.0,1034.0,20180507T102019_20180507T102022_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
19,207.0,10.0,74.0,50.0,111.0,314.0,205.0,238.0,137.0,134.0,127.0,107.0,114.0,0.0,0.0,0.0,6.0,11.0,32.0,20.0,1393.0,20180419T101031_20180419T101457_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
20,65.0,100.0,88.0,85.0,285.0,373.0,251.0,221.0,147.0,175.0,155.0,140.0,115.0,0.0,0.0,0.0,6.0,29.0,38.0,25.0,863.0,20180514T101029_20180514T101052_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
21,207.0,19.0,41.0,42.0,15.0,169.0,67.0,61.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,6.0,2.0,18.0,7.0,2481.0,20180919T102021_20180919T102018_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
22,153.0,1.0,34.0,31.0,68.0,227.0,108.0,100.0,37.0,39.0,28.0,29.0,19.0,0.0,0.0,0.0,6.0,7.0,24.0,11.0,1843.0,20180822T101019_20180822T101321_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
23,219.0,176.0,52.0,42.0,175.0,271.0,124.0,96.0,28.0,25.0,6.0,13.0,13.0,0.0,0.0,0.0,6.0,16.0,28.0,13.0,2079.0,20180817T101021_20180817T101024_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
24,79.0,24.0,85.0,86.0,240.0,348.0,240.0,217.0,131.0,156.0,136.0,121.0,160.0,0.0,0.0,0.0,6.0,24.0,35.0,24.0,1273.0,20180514T101029_20180514T101052_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
25,154.0,306.0,88.0,56.0,303.0,410.0,250.0,286.0,200.0,196.0,187.0,166.0,194.0,0.0,0.0,0.0,6.0,30.0,41.0,25.0,1558.0,20180419T101031_20180419T101457_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
26,201.0,236.0,94.0,70.0,335.0,327.0,222.0,254.0,170.0,167.0,140.0,144.0,93.0,0.0,0.0,0.0,6.0,34.0,33.0,22.0,591.0,20180325T101019_20180325T101511_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
27,195.0,254.0,23.0,13.0,344.0,683.0,278.0,199.0,36.0,24.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,34.0,71.0,30.0,2608.0,20180731T102021_20180731T102024_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
28,166.0,293.0,24.0,19.0,475.0,486.0,396.0,351.0,285.0,228.0,292.0,218.0,98.0,0.0,0.0,0.0,6.0,48.0,49.0,40.0,219.0,20180303T102021_20180303T102019_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
29,118.0,14.0,37.0,27.0,96.0,191.0,118.0,106.0,48.0,35.0,28.0,23.0,64.0,0.0,0.0,0.0,6.0,10.0,20.0,12.0,2158.0,20180529T101031_20180529T101225_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
30,156.0,43.0,56.0,42.0,207.0,458.0,164.0,107.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,6.0,22.0,47.0,17.0,1996.0,20180807T101021_20180807T101024_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
31,118.0,2797.0,869.0,836.0,2945.0,2857.0,2915.0,3047.0,2894.0,2871.0,2917.0,2780.0,2623.0,0.0,0.0,0.0,9.0,255.0,255.0,255.0,577.0,20180213T101119_20180213T101559_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
32,165.0,2403.0,2245.0,2299.0,1304.0,1342.0,1713.0,1755.0,1832.0,2066.0,1547.0,2294.0,4093.0,0.0,0.0,0.0,8.0,133.0,136.0,174.0,561.0,20180114T101349_20180114T101347_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
33,112.0,279.0,79.0,63.0,284.0,225.0,178.0,176.0,161.0,160.0,155.0,141.0,63.0,0.0,0.0,0.0,6.0,28.0,22.0,18.0,638.0,20180216T102059_20180216T102601_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
34,142.0,170.0,60.0,52.0,140.0,260.0,139.0,132.0,68.0,80.0,62.0,58.0,1.0,0.0,0.0,0.0,6.0,15.0,27.0,15.0,2493.0,20180919T102021_20180919T102018_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
35,100.0,132.0,52.0,50.0,239.0,264.0,149.0,134.0,116.0,83.0,94.0,79.0,76.0,0.0,0.0,0.0,6.0,24.0,26.0,15.0,1123.0,20180522T102031_20180522T102025_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
36,112.0,210.0,50.0,49.0,241.0,263.0,146.0,130.0,107.0,74.0,86.0,72.0,51.0,0.0,0.0,0.0,6.0,24.0,26.0,14.0,1029.0,20180522T102031_20180522T102025_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
37,59.0,132.0,61.0,46.0,218.0,233.0,148.0,159.0,101.0,110.0,106.0,86.0,61.0,0.0,0.0,0.0,6.0,22.0,23.0,15.0,362.0,20180407T102019_20180407T102020_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
38,77.0,1.0,35.0,30.0,108.0,171.0,101.0,85.0,33.0,38.0,31.0,21.0,9.0,0.0,0.0,0.0,6.0,11.0,18.0,11.0,1068.0,20180703T101029_20180703T101023_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
39,83.0,46.0,74.0,45.0,156.0,274.0,193.0,207.0,144.0,145.0,135.0,131.0,79.0,0.0,0.0,0.0,6.0,15.0,27.0,19.0,1725.0,20180429T101031_20180429T101258_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
40,136.0,292.0,475.0,347.0,393.0,520.0,443.0,502.0,510.0,533.0,591.0,527.0,1167.0,0.0,0.0,2048.0,10.0,40.0,53.0,45.0,1319.0,20180422T102031_20180422T102115_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
41,65.0,1.0,10.0,15.0,69.0,56.0,56.0,39.0,,1.0,5.0,,,0.0,0.0,0.0,6.0,7.0,6.0,6.0,855.0,20181031T101139_20181031T101140_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
42,154.0,1.0,34.0,30.0,97.0,242.0,114.0,106.0,42.0,42.0,30.0,32.0,5.0,0.0,0.0,0.0,6.0,10.0,25.0,12.0,1958.0,20180822T101019_20180822T101321_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
43,111.0,116.0,146.0,139.0,275.0,378.0,271.0,270.0,195.0,203.0,196.0,175.0,219.0,0.0,0.0,0.0,6.0,28.0,39.0,28.0,1579.0,20180606T102019_20180606T102512_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
44,88.0,745.0,292.0,368.0,538.0,648.0,392.0,338.0,321.0,356.0,383.0,383.0,1072.0,0.0,0.0,0.0,3.0,55.0,65.0,39.0,1993.0,20180726T102019_20180726T102150_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
45,248.0,1.0,76.0,62.0,147.0,218.0,163.0,186.0,94.0,94.0,79.0,84.0,18.0,0.0,0.0,0.0,6.0,14.0,22.0,16.0,618.0,20180325T101019_20180325T101511_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
46,142.0,52.0,99.0,71.0,152.0,290.0,197.0,186.0,160.0,152.0,181.0,126.0,66.0,0.0,0.0,0.0,6.0,16.0,30.0,21.0,1813.0,20180906T101021_20180906T101022_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
47,124.0,1.0,35.0,33.0,249.0,323.0,274.0,251.0,203.0,170.0,178.0,129.0,87.0,0.0,0.0,0.0,6.0,25.0,32.0,27.0,173.0,20180223T101019_20180223T101508_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
48,77.0,1631.0,1802.0,1523.0,1030.0,1016.0,880.0,1426.0,1775.0,1883.0,1635.0,2194.0,2537.0,0.0,0.0,0.0,7.0,105.0,104.0,90.0,955.0,20180929T102021_20180929T102019_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
49,166.0,325.0,233.0,172.0,343.0,393.0,307.0,332.0,288.0,300.0,276.0,279.0,285.0,0.0,0.0,0.0,6.0,35.0,39.0,31.0,1642.0,20181016T101021_20181016T101021_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
50,83.0,192.0,40.0,35.0,152.0,43.0,64.0,94.0,29.0,49.0,33.0,9.0,1.0,0.0,0.0,0.0,6.0,17.0,5.0,7.0,717.0,20181205T101401_20181205T101359_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
51,65.0,1.0,11.0,15.0,49.0,46.0,51.0,34.0,1.0,1.0,2.0,,,0.0,0.0,0.0,6.0,5.0,5.0,6.0,823.0,20181031T101139_20181031T101140_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
52,77.0,1.0,27.0,25.0,93.0,108.0,56.0,74.0,1.0,13.0,1.0,4.0,,0.0,0.0,0.0,6.0,11.0,11.0,6.0,1034.0,20181021T101039_20181021T101201_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
53,112.0,1.0,109.0,81.0,188.0,285.0,200.0,221.0,156.0,171.0,165.0,159.0,179.0,0.0,0.0,0.0,6.0,19.0,29.0,20.0,1501.0,20180504T101029_20180504T101023_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
54,65.0,99.0,61.0,45.0,196.0,218.0,139.0,154.0,96.0,105.0,99.0,80.0,54.0,0.0,0.0,0.0,6.0,19.0,22.0,14.0,341.0,20180407T102019_20180407T102020_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
55,77.0,1559.0,1810.0,1528.0,1001.0,1009.0,887.0,1431.0,1783.0,1891.0,1638.0,2202.0,2485.0,0.0,0.0,0.0,7.0,102.0,103.0,91.0,924.0,20180929T102021_20180929T102019_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
56,207.0,93.0,99.0,95.0,269.0,462.0,325.0,252.0,105.0,76.0,88.0,77.0,81.0,0.0,0.0,0.0,6.0,27.0,47.0,33.0,1989.0,20180509T101031_20180509T101027_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
57,101.0,123.0,111.0,76.0,233.0,345.0,236.0,234.0,223.0,214.0,233.0,177.0,166.0,0.0,0.0,0.0,6.0,24.0,36.0,24.0,1840.0,20180906T101021_20180906T101022_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
58,118.0,1.0,36.0,34.0,189.0,284.0,265.0,251.0,205.0,175.0,181.0,132.0,87.0,0.0,0.0,0.0,6.0,19.0,28.0,27.0,185.0,20180223T101019_20180223T101508_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
59,172.0,1.0,58.0,66.0,252.0,547.0,229.0,183.0,20.0,2.0,1.0,1.0,,0.0,0.0,0.0,6.0,25.0,56.0,24.0,2346.0,20180723T101019_20180723T101036_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
60,201.0,3643.0,3969.0,3639.0,3706.0,3652.0,3870.0,4009.0,4151.0,4010.0,4355.0,4171.0,5212.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,794.0,20180109T101401_20180109T101536_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
61,112.0,159.0,146.0,138.0,302.0,391.0,275.0,275.0,203.0,211.0,201.0,183.0,191.0,0.0,0.0,0.0,6.0,31.0,40.0,28.0,1414.0,20180606T102019_20180606T102512_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
62,118.0,1233.0,973.0,799.0,1264.0,1259.0,1208.0,1298.0,1299.0,1268.0,1519.0,1312.0,1947.0,0.0,0.0,2048.0,10.0,128.0,128.0,123.0,610.0,20180330T101021_20180330T101439_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
63,118.0,12.0,34.0,32.0,120.0,254.0,155.0,134.0,20.0,15.0,7.0,,66.0,0.0,0.0,0.0,6.0,15.0,26.0,16.0,1838.0,20180608T101021_20180608T101024_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
64,142.0,1.0,42.0,38.0,189.0,148.0,179.0,136.0,105.0,79.0,116.0,97.0,7.0,0.0,0.0,0.0,6.0,19.0,15.0,18.0,452.0,20180208T101151_20180208T101153_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
65,77.0,978.0,1296.0,1093.0,954.0,992.0,1036.0,1236.0,1385.0,1361.0,1306.0,1344.0,2561.0,0.0,0.0,0.0,6.0,96.0,101.0,106.0,1434.0,20181115T101251_20181115T101254_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
66,143.0,,57.0,67.0,255.0,546.0,235.0,178.0,19.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,26.0,56.0,24.0,2240.0,20180723T101019_20180723T101036_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
67,171.0,12286.0,7040.0,6077.0,11680.0,10752.0,10304.0,11033.0,10311.0,9909.0,10224.0,9488.0,15936.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2236.0,20180713T101029_20180713T101023_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
68,159.0,300.0,27.0,20.0,481.0,493.0,401.0,355.0,292.0,235.0,299.0,224.0,96.0,0.0,0.0,0.0,6.0,49.0,50.0,40.0,203.0,20180303T102021_20180303T102019_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
69,107.0,418.0,480.0,346.0,437.0,550.0,464.0,523.0,540.0,564.0,618.0,556.0,1052.0,0.0,0.0,2048.0,10.0,44.0,56.0,47.0,1127.0,20180422T102031_20180422T102115_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
70,100.0,263.0,287.0,278.0,309.0,341.0,354.0,337.0,347.0,395.0,344.0,348.0,548.0,0.0,0.0,0.0,3.0,31.0,34.0,36.0,1040.0,20180427T102019_20180427T102022_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
71,89.0,774.0,299.0,379.0,561.0,671.0,409.0,362.0,337.0,371.0,394.0,396.0,1381.0,0.0,0.0,0.0,3.0,57.0,69.0,42.0,2484.0,20180726T102019_20180726T102150_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
72,77.0,1.0,26.0,26.0,111.0,117.0,60.0,81.0,2.0,14.0,2.0,7.0,,0.0,0.0,0.0,6.0,13.0,12.0,6.0,1037.0,20181021T101039_20181021T101201_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
73,95.0,181.0,39.0,18.0,416.0,689.0,313.0,246.0,113.0,123.0,90.0,71.0,39.0,0.0,0.0,0.0,6.0,43.0,71.0,32.0,1790.0,20180716T102019_20180716T102549_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
74,101.0,251.0,41.0,46.0,348.0,381.0,217.0,211.0,132.0,128.0,92.0,80.0,96.0,0.0,0.0,0.0,6.0,36.0,39.0,23.0,2204.0,20180815T102019_20180815T102017_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
75,130.0,1.0,26.0,28.0,98.0,236.0,140.0,99.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,6.0,10.0,24.0,15.0,1439.0,20180608T101021_20180608T101024_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
76,124.0,712.0,321.0,244.0,775.0,781.0,665.0,651.0,667.0,631.0,633.0,604.0,686.0,0.0,0.0,2048.0,10.0,79.0,79.0,67.0,485.0,20180221T102031_20180221T102033_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
77,118.0,78.0,71.0,42.0,232.0,326.0,229.0,269.0,197.0,191.0,169.0,154.0,135.0,0.0,0.0,0.0,6.0,23.0,33.0,23.0,1151.0,20180417T102019_20180417T102021_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
78,94.0,1.0,113.0,83.0,187.0,288.0,205.0,230.0,171.0,190.0,181.0,174.0,197.0,0.0,0.0,0.0,6.0,19.0,29.0,20.0,1460.0,20180504T101029_20180504T101023_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
79,118.0,261.0,285.0,277.0,304.0,337.0,350.0,327.0,341.0,389.0,340.0,345.0,523.0,0.0,0.0,0.0,3.0,31.0,34.0,35.0,1004.0,20180427T102019_20180427T102022_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
