system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
18,59.0,80.0,66.0,60.0,180.0,235.0,137.0,130.0,69.0,74.0,68.0,47.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,24.0,14.0,652.0,20190422T102029_20190422T102029_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
19,95.0,296.0,44.0,47.0,311.0,326.0,214.0,221.0,166.0,180.0,127.0,113.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,34.0,22.0,572.0,20190409T101029_20190409T101028_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
20,84.0,250.0,68.0,59.0,201.0,236.0,110.0,116.0,101.0,103.0,85.0,61.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,24.0,12.0,1758.0,20190603T101031_20190603T101041_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
21,84.0,255.0,70.0,61.0,207.0,238.0,109.0,119.0,103.0,105.0,91.0,66.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,25.0,12.0,1772.0,20190603T101031_20190603T101041_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
22,59.0,203.0,32.0,20.0,270.0,221.0,132.0,92.0,79.0,71.0,85.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,23.0,14.0,594.0,20190218T101059_20190218T101421_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
23,59.0,218.0,30.0,20.0,284.0,218.0,132.0,85.0,75.0,69.0,87.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,23.0,14.0,588.0,20190218T101059_20190218T101421_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
24,65.0,165.0,73.0,64.0,171.0,242.0,160.0,155.0,117.0,116.0,119.0,76.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,25.0,16.0,840.0,20190417T102031_20190417T102431_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
25,138.0,355.0,43.0,46.0,342.0,245.0,159.0,109.0,45.0,93.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,25.0,17.0,1455.0,20191205T101309_20191205T101308_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
26,138.0,341.0,40.0,48.0,341.0,240.0,151.0,100.0,49.0,87.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,25.0,16.0,1443.0,20191205T101309_20191205T101308_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
27,65.0,168.0,72.0,65.0,180.0,242.0,158.0,157.0,123.0,120.0,121.0,76.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,25.0,17.0,872.0,20190417T102031_20190417T102431_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
28,174.0,293.0,93.0,71.0,358.0,537.0,297.0,274.0,166.0,178.0,135.0,147.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,55.0,31.0,2567.0,20190728T101029_20190728T101332_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
29,96.0,269.0,73.0,53.0,262.0,506.0,237.0,224.0,84.0,77.0,65.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,52.0,25.0,2317.0,20190723T101031_20190723T101347_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
30,114.0,470.0,26.0,33.0,324.0,231.0,180.0,160.0,134.0,93.0,63.0,18.0,0.0,0.0,0.0,0.0,0.0,6.0,33.0,24.0,19.0,1611.0,20191220T101431_20191220T101426_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
31,84.0,120.0,293.0,231.0,160.0,258.0,243.0,291.0,306.0,331.0,356.0,510.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,28.0,25.0,2201.0,20191014T102031_20191014T102207_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
32,102.0,82.0,284.0,233.0,122.0,228.0,228.0,273.0,277.0,313.0,346.0,515.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,24.0,24.0,2234.0,20191014T102031_20191014T102207_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
33,180.0,284.0,91.0,70.0,339.0,532.0,290.0,264.0,155.0,163.0,122.0,137.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,55.0,30.0,2561.0,20190728T101029_20190728T101332_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
34,90.0,279.0,74.0,53.0,265.0,509.0,242.0,229.0,92.0,88.0,75.0,27.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,52.0,25.0,2321.0,20190723T101031_20190723T101347_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
35,156.0,410.0,305.0,253.0,328.0,444.0,327.0,376.0,346.0,367.0,356.0,552.0,0.0,0.0,0.0,0.0,0.0,10.0,34.0,46.0,34.0,1432.0,20190822T101031_20190822T101027_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
36,156.0,409.0,304.0,254.0,330.0,446.0,320.0,375.0,346.0,363.0,353.0,551.0,0.0,0.0,0.0,0.0,0.0,10.0,34.0,46.0,33.0,1434.0,20190822T101031_20190822T101027_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
37,120.0,465.0,27.0,36.0,300.0,197.0,173.0,159.0,112.0,83.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,21.0,18.0,1624.0,20191220T101431_20191220T101426_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
38,234.0,567.0,164.0,132.0,800.0,1324.0,680.0,601.0,250.0,241.0,221.0,175.0,0.0,0.0,0.0,0.0,0.0,6.0,83.0,135.0,70.0,3351.0,20190626T102031_20190626T102028_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
39,126.0,265.0,63.0,85.0,174.0,234.0,95.0,73.0,65.0,31.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,24.0,10.0,958.0,20191130T101401_20191130T101406_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
40,228.0,571.0,167.0,133.0,809.0,1324.0,680.0,600.0,259.0,251.0,228.0,185.0,0.0,0.0,0.0,0.0,0.0,6.0,83.0,135.0,70.0,3348.0,20190626T102031_20190626T102028_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
41,261.0,187.0,252.0,175.0,182.0,289.0,216.0,265.0,315.0,372.0,381.0,391.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,30.0,22.0,1705.0,20190424T101031_20190424T101032_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
42,244.0,217.0,257.0,176.0,207.0,313.0,232.0,277.0,341.0,396.0,406.0,417.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,32.0,24.0,1704.0,20190424T101031_20190424T101032_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
43,126.0,268.0,66.0,83.0,141.0,236.0,97.0,73.0,58.0,40.0,61.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,24.0,10.0,945.0,20191130T101401_20191130T101406_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
44,138.0,198.0,46.0,46.0,178.0,246.0,106.0,85.0,22.0,30.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,25.0,11.0,1591.0,20190613T101031_20190613T101027_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
45,96.0,507.0,96.0,102.0,576.0,993.0,470.0,380.0,173.0,185.0,158.0,627.0,0.0,0.0,0.0,0.0,0.0,6.0,59.0,101.0,48.0,1530.0,20190623T101031_20190623T101029_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
46,96.0,436.0,97.0,106.0,582.0,987.0,474.0,381.0,182.0,181.0,163.0,371.0,0.0,0.0,0.0,0.0,0.0,6.0,60.0,101.0,49.0,1521.0,20190623T101031_20190623T101029_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
47,144.0,270.0,25.0,42.0,186.0,196.0,120.0,106.0,87.0,55.0,55.0,31.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,21.0,14.0,921.0,20191213T102421_20191213T102424_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
48,306.0,252.0,53.0,53.0,313.0,547.0,264.0,255.0,67.0,70.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,56.0,27.0,3175.0,20190827T101029_20190827T101554_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
49,138.0,291.0,29.0,44.0,167.0,177.0,128.0,114.0,102.0,70.0,66.0,63.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,18.0,15.0,928.0,20191213T102421_20191213T102424_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
50,312.0,245.0,51.0,51.0,297.0,543.0,268.0,257.0,56.0,57.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,56.0,28.0,3171.0,20190827T101029_20190827T101554_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
51,138.0,200.0,48.0,45.0,163.0,250.0,108.0,85.0,23.0,33.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,26.0,11.0,1591.0,20190613T101031_20190613T101027_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
52,180.0,393.0,95.0,74.0,357.0,499.0,296.0,294.0,169.0,169.0,137.0,145.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,51.0,31.0,1998.0,20190713T101031_20190713T101515_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
53,84.0,127.0,80.0,73.0,89.0,148.0,98.0,134.0,76.0,83.0,65.0,23.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,16.0,10.0,1528.0,20190921T101031_20190921T101152_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
54,66.0,230.0,215.0,197.0,298.0,341.0,241.0,234.0,245.0,274.0,248.0,252.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,34.0,24.0,668.0,20190512T102029_20190512T102248_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
55,96.0,1988.0,3664.0,2636.0,2540.0,2712.0,2652.0,2864.0,3220.0,3262.0,3288.0,3474.0,15.0,0.0,0.0,0.0,0.0,6.0,255.0,255.0,255.0,1161.0,20190906T101029_20190906T101026_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
56,90.0,2209.0,3734.0,2747.0,2610.0,2706.0,2656.0,2883.0,3256.0,3335.0,3444.0,3873.0,39.0,0.0,0.0,0.0,0.0,8.0,255.0,255.0,255.0,1165.0,20190906T101029_20190906T101026_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
57,174.0,392.0,94.0,70.0,346.0,505.0,296.0,294.0,172.0,174.0,142.0,143.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,52.0,31.0,1985.0,20190713T101031_20190713T101515_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
58,83.0,371.0,61.0,40.0,280.0,238.0,154.0,138.0,108.0,108.0,100.0,53.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,25.0,16.0,616.0,20190114T101351_20190114T101352_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
59,108.0,302.0,106.0,85.0,305.0,314.0,188.0,195.0,185.0,206.0,169.0,128.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,32.0,20.0,2091.0,20190601T102029_20190601T102031_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
60,66.0,223.0,215.0,198.0,289.0,336.0,240.0,236.0,244.0,274.0,252.0,246.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,35.0,25.0,669.0,20190512T102029_20190512T102248_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
61,101.0,309.0,127.0,108.0,326.0,318.0,210.0,200.0,189.0,213.0,170.0,137.0,0.0,0.0,0.0,0.0,0.0,6.0,34.0,33.0,22.0,1113.0,20190320T101029_20190320T101437_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
62,108.0,310.0,108.0,84.0,300.0,317.0,190.0,196.0,185.0,206.0,172.0,137.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,33.0,20.0,2097.0,20190601T102029_20190601T102031_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
63,84.0,130.0,80.0,74.0,81.0,142.0,104.0,133.0,78.0,84.0,63.0,26.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,15.0,11.0,1533.0,20190921T101031_20190921T101152_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
64,101.0,314.0,126.0,109.0,325.0,328.0,210.0,200.0,185.0,211.0,169.0,155.0,0.0,0.0,0.0,0.0,0.0,6.0,34.0,34.0,22.0,1117.0,20190320T101029_20190320T101437_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
65,102.0,358.0,57.0,44.0,361.0,445.0,235.0,231.0,106.0,112.0,76.0,103.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,46.0,24.0,1675.0,20190718T101039_20190718T101040_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
66,77.0,395.0,68.0,49.0,284.0,252.0,152.0,155.0,133.0,111.0,109.0,71.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,26.0,16.0,610.0,20190114T101351_20190114T101352_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
67,102.0,357.0,55.0,43.0,361.0,440.0,235.0,228.0,103.0,110.0,74.0,99.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,45.0,24.0,1687.0,20190718T101039_20190718T101040_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
68,84.0,569.0,427.0,285.0,392.0,288.0,263.0,290.0,309.0,314.0,328.0,871.0,0.0,0.0,0.0,0.0,0.0,6.0,40.0,29.0,27.0,950.0,20191029T102039_20191029T102520_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
69,113.0,465.0,363.0,319.0,410.0,419.0,345.0,427.0,485.0,533.0,575.0,729.0,0.0,0.0,0.0,0.0,2048.0,10.0,42.0,43.0,36.0,656.0,20190330T101029_20190330T101153_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
70,107.0,484.0,368.0,320.0,410.0,433.0,339.0,438.0,493.0,538.0,580.0,737.0,0.0,0.0,0.0,0.0,2048.0,10.0,42.0,44.0,35.0,657.0,20190330T101029_20190330T101153_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
71,120.0,344.0,101.0,85.0,359.0,357.0,203.0,194.0,215.0,243.0,194.0,172.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,37.0,21.0,1866.0,20190519T101039_20190519T101033_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
72,84.0,678.0,516.0,348.0,382.0,303.0,287.0,341.0,360.0,370.0,381.0,1064.0,0.0,0.0,0.0,0.0,0.0,6.0,39.0,30.0,29.0,952.0,20191029T102039_20191029T102520_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
73,120.0,345.0,102.0,84.0,355.0,355.0,199.0,194.0,213.0,243.0,194.0,173.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,37.0,21.0,1872.0,20190519T101039_20190519T101033_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
74,126.0,132.0,49.0,47.0,215.0,296.0,154.0,146.0,40.0,47.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,31.0,16.0,1667.0,20190711T102029_20190711T102032_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
75,90.0,1889.0,2908.0,2053.0,2752.0,2690.0,2536.0,2619.0,3111.0,3305.0,3445.0,4123.0,67.0,0.0,0.0,0.0,0.0,8.0,255.0,255.0,255.0,914.0,20190529T101039_20190529T101232_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
76,113.0,318.0,77.0,70.0,275.0,310.0,197.0,236.0,177.0,179.0,140.0,82.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,32.0,21.0,1006.0,20190404T101031_20190404T101025_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
77,90.0,2129.0,3035.0,2153.0,2714.0,2724.0,2624.0,2757.0,3279.0,3483.0,3621.0,4765.0,77.0,0.0,0.0,0.0,0.0,8.0,255.0,255.0,255.0,910.0,20190529T101039_20190529T101232_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
78,126.0,124.0,48.0,48.0,214.0,294.0,153.0,146.0,35.0,46.0,33.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,30.0,15.0,1701.0,20190711T102029_20190711T102032_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
