system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,WVP,id,lake,lat,lon,.geo
150,78.0,1408.0,1358.0,1259.0,1414.0,1377.0,1275.0,1301.0,1392.0,1458.0,1501.0,1494.0,1828.0,0.0,0.0,0.0,0.0,0.0,10.0,43.0,39.0,1173.0,20220523T100559_20220523T100554_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
151,96.0,16235.0,12112.0,9976.0,17248.0,16704.0,16720.0,17086.0,16422.0,15819.0,16720.0,15466.0,16602.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,747.0,20220205T102119_20220205T102141_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
152,192.0,1844.0,1715.0,1565.0,1896.0,1830.0,1728.0,1751.0,1986.0,2070.0,2166.0,2165.0,2994.0,0.0,0.0,0.0,0.0,0.0,10.0,94.0,85.0,1287.0,20220516T101559_20220516T102309_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
153,84.0,1187.0,1043.0,1033.0,1231.0,1224.0,1071.0,1043.0,989.0,1030.0,1010.0,1004.0,1005.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,23.0,2092.0,20220910T100559_20220910T101108_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
154,84.0,1187.0,1044.0,1031.0,1237.0,1223.0,1071.0,1042.0,995.0,1034.0,1010.0,1002.0,1051.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,23.0,2089.0,20220910T100559_20220910T101108_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
155,78.0,910.0,1067.0,1040.0,1065.0,1055.0,1015.0,997.0,1017.0,1020.0,1043.0,1049.0,974.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,7.0,1699.0,20221023T102029_20221023T102023_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
156,108.0,1414.0,1003.0,1016.0,1270.0,1178.0,1076.0,1084.0,1065.0,1030.0,1047.0,1025.0,974.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,19.0,394.0,20221214T101431_20221214T101426_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
157,186.0,1942.0,1728.0,1568.0,1912.0,1838.0,1716.0,1760.0,2008.0,2105.0,2194.0,2199.0,3195.0,0.0,0.0,0.0,0.0,0.0,10.0,93.0,86.0,1274.0,20220516T101559_20220516T102309_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
158,156.0,5912.0,5349.0,5467.0,7352.0,6904.0,6016.0,5738.0,6044.0,6422.0,7576.0,6806.0,9984.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,1851.0,20220607T100601_20220607T100834_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
159,102.0,1164.0,1052.0,1041.0,1260.0,1272.0,1078.0,1058.0,1014.0,1021.0,1011.0,1003.0,1009.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,29.0,2351.0,20220804T101559_20220804T102126_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
160,84.0,16192.0,11979.0,9671.0,17632.0,16976.0,16880.0,17179.0,16575.0,15870.0,16768.0,15447.0,16639.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,746.0,20220205T102119_20220205T102141_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
161,108.0,1156.0,1048.0,1038.0,1254.0,1269.0,1077.0,1054.0,999.0,1006.0,1005.0,997.0,974.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,28.0,2353.0,20220804T101559_20220804T102126_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
162,156.0,8252.0,5854.0,5762.0,7364.0,6700.0,5792.0,6526.0,6669.0,6889.0,7540.0,7171.0,13699.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,1837.0,20220607T100601_20220607T100834_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
163,78.0,1420.0,1361.0,1260.0,1414.0,1374.0,1272.0,1305.0,1399.0,1470.0,1501.0,1506.0,1864.0,0.0,0.0,0.0,0.0,0.0,10.0,43.0,38.0,1158.0,20220523T100559_20220523T100554_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
164,108.0,1402.0,1081.0,1121.0,1297.0,1228.0,1121.0,1118.0,1077.0,1069.0,1059.0,1049.0,1076.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,24.0,1269.0,20220806T100611_20220806T100924_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
165,108.0,2404.0,2818.0,2548.0,3600.0,3330.0,3052.0,2905.0,3168.0,3250.0,3876.0,3253.0,3026.0,27.0,0.0,0.0,0.0,0.0,8.0,255.0,237.0,1396.0,20220506T101559_20220506T102302_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
166,78.0,895.0,1062.0,1038.0,1057.0,1051.0,1016.0,994.0,1014.0,1022.0,1041.0,1022.0,953.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,1706.0,20221023T102029_20221023T102023_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
167,138.0,2575.0,3281.0,2607.0,4416.0,3752.0,3282.0,3057.0,3324.0,3333.0,5220.0,3131.0,3462.0,47.0,0.0,0.0,0.0,0.0,8.0,255.0,255.0,1314.0,20220602T100559_20220602T101148_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
168,150.0,7501.0,6164.0,5350.0,7732.0,7932.0,7564.0,7246.0,7344.0,7187.0,8232.0,7103.0,12053.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,1415.0,20220615T101559_20220615T102248_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
169,114.0,1410.0,1079.0,1123.0,1288.0,1222.0,1119.0,1118.0,1070.0,1065.0,1052.0,1058.0,1094.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,23.0,1274.0,20220806T100611_20220806T100924_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
170,84.0,1441.0,1466.0,1367.0,1471.0,1395.0,1262.0,1382.0,1525.0,1590.0,1614.0,1611.0,1895.0,0.0,0.0,0.0,0.0,0.0,6.0,48.0,41.0,2461.0,20220824T101559_20220824T102158_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
171,132.0,3364.0,3620.0,2828.0,4452.0,3810.0,3376.0,3406.0,3666.0,3673.0,5252.0,3324.0,4696.0,66.0,0.0,0.0,0.0,0.0,8.0,255.0,255.0,1318.0,20220602T100559_20220602T101148_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
172,114.0,3359.0,3148.0,2790.0,3448.0,3176.0,2930.0,3471.0,3670.0,3658.0,3742.0,3572.0,4175.0,58.0,0.0,0.0,0.0,0.0,8.0,249.0,222.0,1405.0,20220506T101559_20220506T102302_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
173,72.0,942.0,1102.0,1067.0,1128.0,1086.0,1049.0,1036.0,1058.0,1069.0,1079.0,1082.0,1039.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,1353.0,20221102T102059_20221102T102101_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
174,90.0,7054.0,5546.0,5231.0,6444.0,5972.0,5900.0,5928.0,5954.0,5889.0,6736.0,5933.0,9461.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,566.0,20220411T101601_20220411T102232_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
175,72.0,954.0,1098.0,1064.0,1115.0,1085.0,1051.0,1045.0,1058.0,1080.0,1077.0,1086.0,1079.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,9.0,1345.0,20221102T102059_20221102T102101_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
176,120.0,1412.0,1077.0,1122.0,1286.0,1215.0,1116.0,1112.0,1062.0,1057.0,1044.0,1051.0,1071.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,22.0,1185.0,20220806T100611_20220806T100924_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
177,102.0,1415.0,1001.0,1031.0,1302.0,1179.0,1090.0,1077.0,1080.0,1038.0,1060.0,1031.0,1006.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,19.0,393.0,20221214T101431_20221214T101426_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
178,108.0,3328.0,3159.0,2809.0,3418.0,3154.0,2916.0,3484.0,3670.0,3650.0,3720.0,3560.0,4453.0,58.0,0.0,0.0,0.0,0.0,8.0,245.0,219.0,1564.0,20220506T101559_20220506T102302_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
179,108.0,2385.0,2819.0,2559.0,3586.0,3322.0,3042.0,2908.0,3162.0,3236.0,3858.0,3241.0,3208.0,27.0,0.0,0.0,0.0,0.0,8.0,255.0,235.0,1555.0,20220506T101559_20220506T102302_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
180,156.0,7804.0,6317.0,5340.0,8076.0,8064.0,7328.0,7732.0,7624.0,7334.0,8480.0,7117.0,12192.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,1409.0,20220615T101559_20220615T102248_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
181,168.0,1360.0,1186.0,1142.0,1381.0,1344.0,1194.0,1174.0,1100.0,1097.0,1095.0,1084.0,1357.0,0.0,0.0,0.0,0.0,0.0,6.0,39.0,35.0,1608.0,20220612T100559_20220612T101520_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
182,90.0,1200.0,1041.0,1033.0,1238.0,1226.0,1071.0,1041.0,983.0,1023.0,1002.0,997.0,999.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,23.0,2107.0,20220910T100559_20220910T101108_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
183,90.0,7554.0,5787.0,5543.0,6412.0,5916.0,5836.0,6254.0,6239.0,6253.0,6712.0,6331.0,10054.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,561.0,20220411T101601_20220411T102232_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
184,84.0,1382.0,1335.0,1258.0,1498.0,1418.0,1266.0,1258.0,1330.0,1364.0,1680.0,1352.0,1775.0,0.0,0.0,0.0,0.0,0.0,6.0,51.0,43.0,2468.0,20220824T101559_20220824T102158_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
185,102.0,1419.0,1083.0,1121.0,1307.0,1231.0,1127.0,1124.0,1087.0,1080.0,1069.0,1059.0,1075.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,24.0,1194.0,20220806T100611_20220806T100924_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
186,102.0,4161.0,3114.0,3071.0,3490.0,3176.0,3030.0,3153.0,3801.0,4282.0,4388.0,4452.0,8356.0,38.0,0.0,0.0,0.0,0.0,8.0,254.0,222.0,1713.0,20220809T102041_20220809T102107_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
187,96.0,1188.0,1041.0,1030.0,1236.0,1219.0,1067.0,1035.0,979.0,1015.0,993.0,984.0,1036.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,23.0,2122.0,20220910T100559_20220910T101108_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
188,102.0,5537.0,3256.0,3091.0,3332.0,3166.0,3042.0,3454.0,4081.0,4351.0,4320.0,4566.0,11090.0,52.0,0.0,0.0,0.0,0.0,8.0,237.0,221.0,1706.0,20220809T102041_20220809T102107_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
189,125.0,1428.0,1243.0,1205.0,1331.0,1343.0,1243.0,1261.0,1301.0,1352.0,1264.0,1376.0,1854.0,0.0,0.0,0.0,0.0,0.0,6.0,34.0,35.0,1593.0,20220905T100611_20220905T100932_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
190,168.0,1358.0,1195.0,1142.0,1390.0,1346.0,1195.0,1175.0,1104.0,1106.0,1098.0,1090.0,1393.0,0.0,0.0,0.0,0.0,0.0,6.0,40.0,36.0,1578.0,20220612T100559_20220612T101520_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
191,78.0,1096.0,1062.0,1058.0,1168.0,1155.0,1078.0,1088.0,1093.0,1100.0,1081.0,1064.0,1059.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,16.0,476.0,20220302T101941_20220302T102050_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
192,123.0,1385.0,1234.0,1205.0,1328.0,1360.0,1248.0,1264.0,1289.0,1344.0,1264.0,1371.0,1800.0,0.0,0.0,0.0,0.0,0.0,6.0,34.0,37.0,1628.0,20220905T100611_20220905T100932_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
193,72.0,1143.0,1094.0,1053.0,1189.0,1177.0,1079.0,1078.0,1060.0,1074.0,1076.0,1073.0,1168.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,18.0,927.0,20220605T101559_20220605T102306_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
194,66.0,1612.0,1449.0,1417.0,1522.0,1461.0,1414.0,1441.0,1514.0,1568.0,1554.0,1613.0,1980.0,0.0,0.0,0.0,0.0,0.0,10.0,54.0,47.0,368.0,20220212T101029_20220212T101029_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
195,72.0,1136.0,1099.0,1060.0,1180.0,1184.0,1077.0,1069.0,1055.0,1070.0,1066.0,1070.0,1185.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,20.0,961.0,20220605T101559_20220605T102306_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
196,78.0,1139.0,1052.0,1032.0,1179.0,1165.0,1081.0,1045.0,1032.0,1066.0,1023.0,1022.0,990.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,17.0,1578.0,20221010T100839_20221010T101145_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
197,78.0,1094.0,1066.0,1057.0,1159.0,1151.0,1074.0,1083.0,1103.0,1094.0,1079.0,1076.0,1061.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,16.0,484.0,20220302T101941_20220302T102050_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
198,120.0,1567.0,1443.0,1366.0,1322.0,1326.0,1240.0,1277.0,1276.0,1340.0,1219.0,1377.0,2168.0,0.0,0.0,0.0,0.0,0.0,10.0,33.0,34.0,927.0,20220426T101549_20220426T101916_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
199,96.0,5283.0,5308.0,5263.0,5056.0,4972.0,4972.0,5131.0,5006.0,4939.0,5140.0,5010.0,5064.0,0.0,0.0,0.0,0.0,0.0,6.0,255.0,255.0,579.0,20220227T100951_20220227T101418_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
200,66.0,1592.0,1456.0,1412.0,1530.0,1462.0,1418.0,1452.0,1518.0,1554.0,1550.0,1600.0,1907.0,0.0,0.0,0.0,0.0,0.0,10.0,54.0,47.0,366.0,20220212T101029_20220212T101029_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
201,96.0,5156.0,5344.0,5291.0,5008.0,4956.0,4984.0,5191.0,5082.0,5001.0,5140.0,5101.0,5004.0,0.0,0.0,0.0,0.0,0.0,6.0,255.0,255.0,580.0,20220227T100951_20220227T101418_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
202,120.0,1541.0,1464.0,1453.0,1340.0,1334.0,1244.0,1324.0,1331.0,1406.0,1228.0,1469.0,2202.0,0.0,0.0,0.0,0.0,0.0,10.0,35.0,35.0,941.0,20220426T101549_20220426T101916_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
203,126.0,1354.0,1363.0,1260.0,1346.0,1356.0,1218.0,1257.0,1370.0,1424.0,1484.0,1465.0,1836.0,0.0,0.0,0.0,0.0,0.0,10.0,36.0,37.0,1420.0,20220617T100611_20220617T101601_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
204,84.0,924.0,1057.0,1036.0,1069.0,1052.0,1012.0,984.0,999.0,1005.0,1026.0,1009.0,923.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,6.0,1587.0,20221023T102029_20221023T102023_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
205,120.0,1359.0,1329.0,1254.0,1478.0,1396.0,1245.0,1234.0,1294.0,1323.0,1652.0,1315.0,1688.0,0.0,0.0,0.0,0.0,0.0,6.0,48.0,42.0,2377.0,20220824T101559_20220824T102158_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
206,84.0,5508.0,3339.0,2868.0,3330.0,3642.0,3520.0,4157.0,4347.0,4570.0,3744.0,4734.0,10188.0,88.0,0.0,0.0,0.0,0.0,9.0,237.0,255.0,1858.0,20221109T101139_20221109T101136_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
207,66.0,6427.0,6012.0,5099.0,7144.0,7080.0,6688.0,6566.0,6509.0,6371.0,7812.0,6329.0,7867.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,521.0,20220408T100601_20220408T101253_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
208,174.0,10125.0,6534.0,5724.0,9488.0,8848.0,8424.0,9003.0,8522.0,8319.0,8808.0,8202.0,13529.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,886.0,20220428T100601_20220428T101302_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
209,90.0,2290.0,2106.0,2172.0,1678.0,1756.0,1780.0,2026.0,2298.0,2445.0,2038.0,2560.0,3393.0,0.0,0.0,0.0,0.0,0.0,10.0,69.0,77.0,1176.0,20220918T101701_20220918T101921_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
210,120.0,1400.0,1235.0,1204.0,1336.0,1364.0,1250.0,1272.0,1316.0,1374.0,1294.0,1399.0,1803.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,37.0,1564.0,20220905T100611_20220905T100932_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
211,78.0,5126.0,3198.0,2737.0,3416.0,3724.0,3546.0,3927.0,4146.0,4366.0,3858.0,4592.0,9340.0,74.0,0.0,0.0,0.0,0.0,8.0,246.0,255.0,1816.0,20221109T101139_20221109T101136_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
212,90.0,2229.0,2043.0,2143.0,1747.0,1790.0,1860.0,1951.0,2231.0,2334.0,2090.0,2466.0,3289.0,0.0,0.0,0.0,0.0,0.0,10.0,76.0,81.0,1175.0,20220918T101701_20220918T101921_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
213,101.0,1455.0,1250.0,1207.0,1354.0,1360.0,1256.0,1286.0,1353.0,1410.0,1319.0,1426.0,1894.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,37.0,1570.0,20220905T100611_20220905T100932_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
214,66.0,7082.0,6250.0,5365.0,7108.0,6936.0,6456.0,6851.0,6869.0,6732.0,7728.0,6698.0,8471.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,520.0,20220408T100601_20220408T101253_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
215,252.0,11195.0,6312.0,5586.0,9976.0,9232.0,8816.0,8618.0,8278.0,8198.0,9072.0,8228.0,14510.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,896.0,20220428T100601_20220428T101302_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
216,78.0,1145.0,1046.0,1031.0,1182.0,1170.0,1074.0,1035.0,1014.0,1061.0,1022.0,1017.0,986.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,18.0,1549.0,20221010T100839_20221010T101145_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
217,126.0,1357.0,1361.0,1255.0,1348.0,1355.0,1219.0,1267.0,1370.0,1419.0,1484.0,1465.0,1832.0,0.0,0.0,0.0,0.0,0.0,10.0,36.0,37.0,1424.0,20220617T100611_20220617T101601_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
218,66.0,1082.0,1068.0,1058.0,1154.0,1155.0,1080.0,1081.0,1104.0,1095.0,1092.0,1086.0,1083.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,18.0,588.0,20220302T101941_20220302T102050_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
219,96.0,5220.0,5333.0,5271.0,5060.0,5008.0,5028.0,5179.0,5068.0,4989.0,5176.0,5091.0,4894.0,0.0,0.0,0.0,0.0,0.0,6.0,255.0,255.0,536.0,20220227T100951_20220227T101418_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
220,66.0,1076.0,1064.0,1059.0,1159.0,1156.0,1083.0,1086.0,1095.0,1103.0,1093.0,1077.0,1077.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,16.0,602.0,20220302T101941_20220302T102050_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
221,120.0,1419.0,1457.0,1362.0,1452.0,1374.0,1241.0,1358.0,1493.0,1552.0,1584.0,1580.0,1863.0,0.0,0.0,0.0,0.0,0.0,6.0,46.0,38.0,2443.0,20220824T101559_20220824T102158_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
222,102.0,5423.0,5302.0,5244.0,5192.0,5072.0,5052.0,5151.0,5014.0,4944.0,5192.0,5014.0,4927.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,536.0,20220227T100951_20220227T101418_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
223,90.0,915.0,1061.0,1037.0,1061.0,1044.0,1002.0,978.0,991.0,997.0,1018.0,1027.0,929.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,1561.0,20221023T102029_20221023T102023_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
224,60.0,4612.0,4706.0,4065.0,5608.0,5240.0,4896.0,5182.0,5053.0,4973.0,6040.0,4877.0,6098.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,583.0,20220207T101201_20220207T101202_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
