system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,WVP,id,lake,lat,lon,.geo
74,66.0,1220.0,1101.0,1068.0,1186.0,1219.0,1094.0,1096.0,1115.0,1149.0,1141.0,1159.0,1166.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,23.0,708.0,20220508T100601_20220508T101446_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
75,72.0,1211.0,1056.0,1040.0,1235.0,1203.0,1078.0,1063.0,1016.0,1041.0,1026.0,1025.0,1116.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,21.0,1673.0,20220622T100559_20220622T101515_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
76,66.0,9490.0,9372.0,8124.0,10496.0,10424.0,10920.0,11004.0,10704.0,9956.0,11752.0,9653.0,12993.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,644.0,20220319T100731_20220319T101418_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
77,115.0,1339.0,1065.0,1043.0,1281.0,1260.0,1114.0,1100.0,1065.0,1072.0,1050.0,1068.0,1006.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,27.0,2727.0,20220627T100611_20220627T100933_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
78,114.0,1326.0,1069.0,1052.0,1260.0,1255.0,1115.0,1097.0,1072.0,1071.0,1049.0,1067.0,1039.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,26.0,2733.0,20220627T100611_20220627T100933_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
79,66.0,1220.0,1100.0,1068.0,1186.0,1222.0,1099.0,1098.0,1107.0,1141.0,1139.0,1152.0,1154.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,23.0,715.0,20220508T100601_20220508T101446_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
80,66.0,1141.0,1103.0,1061.0,1186.0,1191.0,1083.0,1073.0,1076.0,1096.0,1094.0,1100.0,1175.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,20.0,787.0,20220605T101559_20220605T102306_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
81,294.0,11712.0,5107.0,3729.0,7152.0,8368.0,6772.0,8445.0,8274.0,7702.0,6664.0,6929.0,17607.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,3576.0,20220826T100611_20220826T100933_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
82,162.0,995.0,1178.0,1116.0,1129.0,1154.0,1081.0,1101.0,1097.0,1153.0,1143.0,1165.0,1030.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,16.0,1977.0,20221030T101039_20221030T101041_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
83,60.0,1764.0,1075.0,1048.0,1630.0,1542.0,1345.0,1299.0,1277.0,1264.0,1286.0,1245.0,1177.0,0.0,0.0,0.0,0.0,0.0,6.0,65.0,56.0,605.0,20221217T102431_20221217T102432_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
84,138.0,1821.0,2857.0,2980.0,1922.0,1983.0,1784.0,2332.0,2891.0,3258.0,2907.0,3358.0,4430.0,0.0,0.0,0.0,0.0,0.0,6.0,92.0,99.0,2056.0,20221028T102131_20221028T102131_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
85,294.0,6441.0,4150.0,3281.0,7256.0,8584.0,6580.0,6020.0,6209.0,6256.0,7024.0,6135.0,14583.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,3571.0,20220826T100611_20220826T100933_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
86,72.0,1283.0,1071.0,1053.0,1274.0,1227.0,1117.0,1113.0,1107.0,1124.0,1106.0,1091.0,1107.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,24.0,823.0,20220423T100549_20220423T100842_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
87,157.0,1279.0,1049.0,1038.0,1232.0,1217.0,1080.0,1060.0,973.0,966.0,948.0,965.0,915.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,23.0,2931.0,20220627T100611_20220627T100933_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
88,72.0,1287.0,1070.0,1050.0,1280.0,1230.0,1120.0,1109.0,1101.0,1123.0,1102.0,1088.0,1098.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,24.0,824.0,20220423T100549_20220423T100842_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
89,78.0,2656.0,3120.0,2611.0,2860.0,2872.0,2490.0,2504.0,3007.0,3184.0,4432.0,3324.0,6206.0,19.0,0.0,0.0,0.0,0.0,10.0,188.0,191.0,1229.0,20220903T101559_20220903T101826_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
90,150.0,1279.0,1055.0,1048.0,1221.0,1221.0,1089.0,1064.0,999.0,987.0,970.0,987.0,971.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,23.0,2911.0,20220627T100611_20220627T100933_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
91,162.0,1001.0,1173.0,1122.0,1079.0,1154.0,1081.0,1090.0,1103.0,1154.0,1144.0,1172.0,1085.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,16.0,1971.0,20221030T101039_20221030T101041_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
92,138.0,1531.0,2610.0,2730.0,1844.0,2080.0,1809.0,2083.0,2620.0,2913.0,2925.0,3010.0,3624.0,0.0,0.0,0.0,0.0,0.0,6.0,84.0,112.0,2061.0,20221028T102131_20221028T102131_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
93,66.0,1139.0,1096.0,1053.0,1187.0,1179.0,1081.0,1078.0,1070.0,1085.0,1094.0,1089.0,1158.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,19.0,796.0,20220605T101559_20220605T102306_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
94,78.0,2668.0,3321.0,2857.0,2866.0,2888.0,2602.0,2735.0,3394.0,3698.0,4423.0,3743.0,6335.0,26.0,0.0,0.0,0.0,0.0,8.0,190.0,192.0,1231.0,20220903T101559_20220903T101826_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
95,204.0,1303.0,1056.0,1044.0,1221.0,1174.0,1088.0,1095.0,1074.0,1046.0,1021.0,1041.0,959.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,18.0,2792.0,20220816T100611_20220816T100922_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
96,60.0,1740.0,1082.0,1048.0,1612.0,1539.0,1332.0,1309.0,1267.0,1241.0,1278.0,1259.0,1217.0,0.0,0.0,0.0,0.0,0.0,6.0,63.0,55.0,602.0,20221217T102431_20221217T102432_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
97,66.0,1301.0,1645.0,1506.0,1520.0,1629.0,1632.0,1389.0,1490.0,1447.0,1726.0,1527.0,1436.0,0.0,0.0,0.0,0.0,0.0,6.0,51.0,64.0,888.0,20220327T101629_20220327T102055_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
98,66.0,2271.0,2153.0,1933.0,1452.0,1544.0,1534.0,1692.0,1793.0,1884.0,1606.0,2050.0,3105.0,0.0,0.0,0.0,0.0,0.0,6.0,48.0,57.0,880.0,20220327T101629_20220327T102055_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
99,198.0,1286.0,1062.0,1048.0,1222.0,1186.0,1093.0,1098.0,1076.0,1049.0,1035.0,1053.0,974.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,19.0,2788.0,20220816T100611_20220816T100922_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
100,72.0,1016.0,1102.0,1066.0,1171.0,1112.0,1064.0,1049.0,1067.0,1079.0,1086.0,1093.0,1035.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,12.0,1277.0,20221102T102059_20221102T102101_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
101,108.0,1177.0,1048.0,1039.0,1266.0,1275.0,1080.0,1059.0,1003.0,1011.0,1005.0,999.0,994.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,28.0,2562.0,20220804T101559_20220804T102126_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
102,72.0,1018.0,1098.0,1063.0,1153.0,1109.0,1064.0,1053.0,1071.0,1089.0,1083.0,1094.0,1081.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,10.0,1275.0,20221102T102059_20221102T102101_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
103,66.0,1194.0,1095.0,1080.0,1158.0,1166.0,1061.0,1060.0,1067.0,1087.0,1083.0,1083.0,1080.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,17.0,852.0,20220418T100601_20220418T101300_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
104,90.0,,30.0,9.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,6.0,,,521.0,20220121T102331_20220121T102333_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
105,78.0,24.0,36.0,14.0,38.0,1.0,1.0,16.0,2.0,2.0,,2.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,,520.0,20220121T102331_20220121T102333_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
106,120.0,2818.0,2408.0,2226.0,2486.0,2304.0,2430.0,2585.0,2658.0,2691.0,2696.0,2804.0,3586.0,62.0,0.0,0.0,0.0,0.0,8.0,253.0,235.0,1164.0,20220118T101341_20220118T101414_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
107,66.0,1194.0,1097.0,1077.0,1161.0,1168.0,1070.0,1064.0,1072.0,1085.0,1077.0,1092.0,1093.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,18.0,852.0,20220418T100601_20220418T101300_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
108,108.0,1174.0,1051.0,1042.0,1265.0,1275.0,1078.0,1058.0,1007.0,1012.0,1003.0,994.0,1017.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,27.0,2564.0,20220804T101559_20220804T102126_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
109,132.0,2899.0,2441.0,2251.0,2530.0,2332.0,2484.0,2668.0,2699.0,2739.0,2686.0,2842.0,3495.0,74.0,0.0,0.0,0.0,0.0,8.0,255.0,237.0,1164.0,20220118T101341_20220118T101414_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
110,102.0,1234.0,1118.0,1091.0,1270.0,1258.0,1066.0,1071.0,1072.0,1116.0,1099.0,1118.0,1251.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,27.0,1858.0,20220811T100559_20220811T101510_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
111,108.0,1222.0,1113.0,1095.0,1264.0,1254.0,1060.0,1060.0,1065.0,1111.0,1086.0,1111.0,1261.0,0.0,0.0,0.0,0.0,0.0,10.0,27.0,26.0,1849.0,20220811T100559_20220811T101510_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
112,78.0,1223.0,1043.0,1042.0,1226.0,1218.0,1067.0,1035.0,987.0,1000.0,996.0,1008.0,1034.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,23.0,1996.0,20220712T100559_20220712T101515_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
113,78.0,1165.0,1249.0,1222.0,1219.0,1222.0,1162.0,1177.0,1197.0,1214.0,1238.0,1236.0,1368.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,23.0,574.0,20220416T101559_20220416T102458_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
114,72.0,1225.0,1044.0,1035.0,1228.0,1217.0,1071.0,1040.0,998.0,1015.0,1007.0,1011.0,1050.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,23.0,1992.0,20220712T100559_20220712T101515_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
115,150.0,1370.0,1204.0,1190.0,1357.0,1370.0,1255.0,1242.0,1202.0,1223.0,1180.0,1232.0,1133.0,0.0,0.0,0.0,0.0,0.0,6.0,38.0,38.0,2067.0,20220511T101601_20220511T102310_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
116,156.0,1345.0,1190.0,1171.0,1344.0,1360.0,1250.0,1226.0,1180.0,1193.0,1168.0,1193.0,1099.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,37.0,2073.0,20220511T101601_20220511T102310_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
117,78.0,1159.0,1252.0,1224.0,1213.0,1213.0,1148.0,1174.0,1197.0,1210.0,1236.0,1234.0,1359.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,22.0,580.0,20220416T101559_20220416T102458_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
118,90.0,4.0,30.0,9.0,21.0,1.0,1.0,1.0,1.0,2.0,1.0,,,0.0,0.0,0.0,0.0,0.0,6.0,2.0,,577.0,20220121T102331_20220121T102333_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
119,113.0,1316.0,1218.0,1166.0,1394.0,1377.0,1212.0,1219.0,1257.0,1289.0,1241.0,1298.0,1641.0,0.0,0.0,0.0,0.0,0.0,6.0,41.0,39.0,2270.0,20220814T101559_20220814T102248_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
120,138.0,1282.0,1052.0,1034.0,1267.0,1221.0,1081.0,1052.0,939.0,932.0,930.0,931.0,976.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,23.0,1522.0,20220702T100559_20220702T101516_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
121,132.0,1306.0,1048.0,1040.0,1289.0,1228.0,1080.0,1053.0,952.0,942.0,942.0,941.0,960.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,24.0,1524.0,20220702T100559_20220702T101516_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
122,138.0,4356.0,3151.0,3104.0,3608.0,3254.0,3092.0,3221.0,3876.0,4371.0,4476.0,4531.0,8776.0,38.0,0.0,0.0,0.0,0.0,8.0,255.0,230.0,1758.0,20220809T102041_20220809T102107_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
123,113.0,1317.0,1216.0,1164.0,1388.0,1373.0,1211.0,1227.0,1262.0,1301.0,1238.0,1302.0,1653.0,0.0,0.0,0.0,0.0,0.0,6.0,39.0,39.0,2262.0,20220814T101559_20220814T102248_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
124,126.0,5751.0,3293.0,3125.0,3428.0,3236.0,3098.0,3522.0,4155.0,4424.0,4384.0,4634.0,11579.0,52.0,0.0,0.0,0.0,0.0,8.0,246.0,228.0,1754.0,20220809T102041_20220809T102107_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
125,90.0,2.0,30.0,11.0,6.0,1.0,1.0,,1.0,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,569.0,20220121T102331_20220121T102333_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
126,78.0,1175.0,1047.0,1032.0,1202.0,1183.0,1082.0,1045.0,1022.0,1067.0,1027.0,1020.0,1036.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,19.0,1959.0,20221010T100839_20221010T101145_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
127,162.0,1260.0,1038.0,1037.0,1253.0,1196.0,1056.0,1024.0,886.0,865.0,868.0,869.0,902.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,20.0,1633.0,20220702T100559_20220702T101516_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
128,161.0,1252.0,1045.0,1032.0,1243.0,1199.0,1065.0,1033.0,895.0,881.0,879.0,883.0,943.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,21.0,1628.0,20220702T100559_20220702T101516_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
129,84.0,2605.0,3290.0,2840.0,2820.0,2850.0,2566.0,2706.0,3359.0,3645.0,4368.0,3688.0,6614.0,26.0,0.0,0.0,0.0,0.0,8.0,184.0,189.0,1328.0,20220903T101559_20220903T101826_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
130,78.0,1163.0,1053.0,1033.0,1197.0,1176.0,1087.0,1055.0,1039.0,1071.0,1028.0,1025.0,1040.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,18.0,1988.0,20221010T100839_20221010T101145_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
131,90.0,2589.0,3094.0,2597.0,2810.0,2832.0,2460.0,2479.0,2973.0,3140.0,4376.0,3276.0,6516.0,19.0,0.0,0.0,0.0,0.0,10.0,183.0,186.0,1334.0,20220903T101559_20220903T101826_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
132,78.0,1656.0,1461.0,1374.0,1394.0,1380.0,1282.0,1322.0,1339.0,1402.0,1286.0,1437.0,2204.0,0.0,0.0,0.0,0.0,0.0,10.0,41.0,39.0,927.0,20220426T101549_20220426T101916_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
133,78.0,1626.0,1481.0,1461.0,1412.0,1388.0,1285.0,1366.0,1387.0,1462.0,1287.0,1526.0,2226.0,0.0,0.0,0.0,0.0,0.0,10.0,42.0,40.0,931.0,20220426T101549_20220426T101916_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
134,90.0,1888.0,2053.0,2111.0,1584.0,1512.0,1555.0,1777.0,1917.0,1934.0,1730.0,2018.0,2376.0,0.0,0.0,0.0,0.0,0.0,6.0,60.0,53.0,816.0,20220128T101301_20220128T101258_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
135,138.0,1754.0,2866.0,2997.0,1886.0,1965.0,1776.0,2332.0,2884.0,3257.0,2902.0,3352.0,4550.0,0.0,0.0,0.0,0.0,0.0,10.0,91.0,100.0,2077.0,20221028T102131_20221028T102131_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
136,150.0,1347.0,1055.0,1043.0,1277.0,1264.0,1116.0,1100.0,1057.0,1074.0,1044.0,1063.0,962.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,27.0,1805.0,20220925T101031_20220925T101235_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
137,110.0,1112.0,1069.0,1047.0,1091.0,1107.0,1039.0,1044.0,1033.0,1029.0,1033.0,1049.0,1027.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,11.0,1218.0,20221127T102351_20221127T102351_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
138,132.0,1487.0,2617.0,2739.0,1814.0,2070.0,1809.0,2085.0,2618.0,2908.0,2927.0,3014.0,3696.0,0.0,0.0,0.0,0.0,0.0,10.0,81.0,111.0,2054.0,20221028T102131_20221028T102131_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
139,84.0,1941.0,1926.0,2034.0,1593.0,1558.0,1590.0,1633.0,1778.0,1822.0,1742.0,1961.0,2333.0,0.0,0.0,0.0,0.0,0.0,6.0,61.0,57.0,813.0,20220128T101301_20220128T101258_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
140,156.0,1352.0,1046.0,1041.0,1267.0,1269.0,1122.0,1103.0,1057.0,1069.0,1045.0,1057.0,924.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,28.0,1825.0,20220925T101031_20220925T101235_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
141,126.0,1060.0,1072.0,1038.0,1060.0,1066.0,1007.0,992.0,970.0,980.0,990.0,1009.0,898.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,7.0,1235.0,20221127T102351_20221127T102351_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
142,108.0,2692.0,2404.0,2221.0,2166.0,2230.0,2082.0,2282.0,2487.0,2636.0,2504.0,2644.0,3628.0,0.0,0.0,0.0,0.0,0.0,10.0,119.0,125.0,1032.0,20220503T100549_20220503T100549_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
143,162.0,1896.0,1559.0,1437.0,1896.0,1780.0,1550.0,1650.0,1854.0,1946.0,2012.0,1953.0,3459.0,0.0,0.0,0.0,0.0,0.0,10.0,92.0,81.0,2504.0,20220725T101559_20220725T102250_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
144,168.0,1917.0,1562.0,1441.0,1901.0,1769.0,1544.0,1649.0,1852.0,1928.0,2004.0,1947.0,3561.0,0.0,0.0,0.0,0.0,0.0,10.0,93.0,79.0,2522.0,20220725T101559_20220725T102250_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
145,96.0,2465.0,2406.0,2250.0,2040.0,2182.0,2058.0,2327.0,2513.0,2634.0,2374.0,2691.0,3224.0,0.0,0.0,0.0,0.0,0.0,10.0,106.0,121.0,1025.0,20220503T100549_20220503T100549_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
146,84.0,1225.0,1107.0,1085.0,1230.0,1247.0,1136.0,1118.0,1106.0,1104.0,1092.0,1101.0,1166.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,26.0,1318.0,20220610T101611_20220610T101606_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
147,96.0,2506.0,2895.0,2591.0,2448.0,2346.0,2246.0,2319.0,2465.0,2505.0,3102.0,2651.0,4045.0,0.0,0.0,0.0,0.0,0.0,10.0,148.0,137.0,651.0,20220329T100611_20220329T101224_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
148,84.0,1237.0,1101.0,1085.0,1217.0,1236.0,1129.0,1120.0,1104.0,1106.0,1089.0,1094.0,1121.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,23.0,1331.0,20220610T101611_20220610T101606_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
149,90.0,2546.0,3164.0,2918.0,2306.0,2228.0,2164.0,2561.0,2729.0,2835.0,2880.0,3050.0,4260.0,0.0,0.0,0.0,0.0,0.0,10.0,133.0,125.0,659.0,20220329T100611_20220329T101224_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
