system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
77,96.0,366.0,202.0,172.0,292.0,327.0,271.0,296.0,270.0,300.0,296.0,344.0,0.0,0.0,0.0,0.0,2048.0,6.0,30.0,34.0,28.0,876.0,20211013T101951_20211013T102427_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
78,90.0,12350.0,6028.0,4071.0,11112.0,10304.0,10192.0,10584.0,10198.0,9943.0,10416.0,9732.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,637.0,20210327T102021_20210327T102339_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
79,102.0,114.0,87.0,72.0,127.0,125.0,83.0,107.0,56.0,58.0,77.0,66.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,13.0,9.0,927.0,20211023T102101_20211023T102426_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
80,144.0,4211.0,3864.0,3305.0,4176.0,4096.0,3902.0,4181.0,4548.0,4746.0,4832.0,4723.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2042.0,20210806T100559_20210806T101207_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
81,204.0,3100.0,341.0,348.0,3022.0,2622.0,2366.0,2366.0,2335.0,2289.0,2412.0,2180.0,0.0,43.0,0.0,0.0,0.0,11.0,255.0,255.0,241.0,478.0,20210210T102049_20210210T102115_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
82,144.0,3777.0,4182.0,3361.0,6248.0,4904.0,4188.0,4927.0,5085.0,5062.0,5800.0,4797.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,255.0,732.0,20210508T100549_20210508T101551_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
83,204.0,4606.0,4411.0,3841.0,4416.0,4432.0,4204.0,4541.0,4703.0,4774.0,4772.0,4705.0,100.0,0.0,0.0,0.0,2048.0,9.0,255.0,255.0,255.0,1929.0,20210730T101559_20210730T102410_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
84,186.0,67.0,40.0,28.0,182.0,311.0,140.0,123.0,50.0,52.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,32.0,15.0,1663.0,20210809T101559_20210809T102307_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
85,270.0,7001.0,2794.0,1994.0,5524.0,5008.0,4688.0,5004.0,4976.0,4973.0,4856.0,4837.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1371.0,20210824T102031_20210824T102025_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
86,144.0,3466.0,1238.0,1197.0,3680.0,3448.0,3260.0,3501.0,3430.0,3421.0,3632.0,3307.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1349.0,20210826T100549_20210826T100809_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
87,180.0,235.0,143.0,106.0,268.0,342.0,256.0,225.0,190.0,169.0,121.0,131.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,35.0,27.0,1777.0,20210602T101031_20210602T101235_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
88,198.0,150.0,71.0,74.0,220.0,183.0,107.0,88.0,22.0,23.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,19.0,11.0,2459.0,20210727T100559_20210727T100556_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
89,204.0,4598.0,4428.0,3847.0,4428.0,4448.0,4228.0,4557.0,4728.0,4811.0,4804.0,4739.0,100.0,0.0,0.0,0.0,2048.0,9.0,255.0,255.0,255.0,1886.0,20210730T101559_20210730T102410_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
90,246.0,3707.0,3280.0,2528.0,3124.0,3128.0,3010.0,3507.0,3736.0,3816.0,3662.0,3943.0,100.0,0.0,0.0,0.0,2048.0,9.0,255.0,255.0,255.0,2189.0,20210702T101031_20210702T101157_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
91,144.0,434.0,204.0,153.0,492.0,517.0,390.0,370.0,392.0,414.0,383.0,351.0,0.0,0.0,0.0,0.0,0.0,6.0,50.0,53.0,40.0,1584.0,20210905T100549_20210905T100551_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
92,150.0,199.0,22.0,27.0,367.0,591.0,253.0,176.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,38.0,61.0,26.0,1967.0,20210627T100559_20210627T100555_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
93,150.0,7382.0,4854.0,4271.0,6012.0,5596.0,5296.0,5827.0,5865.0,5818.0,5848.0,5726.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,700.0,20210423T101021_20210423T101056_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
94,204.0,6651.0,5188.0,4896.0,5924.0,5576.0,5508.0,5770.0,5492.0,5348.0,5448.0,5213.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,860.0,20210324T101021_20210324T101606_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
95,246.0,3725.0,3297.0,2544.0,3144.0,3140.0,3024.0,3532.0,3771.0,3849.0,3696.0,3968.0,100.0,0.0,0.0,0.0,2048.0,9.0,255.0,255.0,255.0,2269.0,20210702T101031_20210702T101157_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
96,192.0,3251.0,1228.0,1188.0,3536.0,3338.0,3188.0,3427.0,3348.0,3342.0,3566.0,3246.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1308.0,20210826T100549_20210826T100809_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
97,204.0,70.0,1.0,1.0,187.0,73.0,7.0,17.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,8.0,1.0,1086.0,20211227T102339_20211227T102359_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
98,108.0,11070.0,6086.0,5080.0,9536.0,8712.0,8560.0,9023.0,8703.0,8638.0,9152.0,8564.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,473.0,20210403T101021_20210403T101412_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
99,120.0,2955.0,1939.0,1322.0,2824.0,2708.0,2558.0,2779.0,3117.0,3293.0,3074.0,3317.0,78.0,0.0,0.0,0.0,0.0,8.0,255.0,255.0,255.0,1999.0,20210829T101559_20210829T102531_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
100,126.0,323.0,194.0,168.0,246.0,289.0,238.0,259.0,226.0,258.0,259.0,309.0,0.0,0.0,0.0,0.0,2048.0,6.0,25.0,30.0,25.0,921.0,20211013T101951_20211013T102427_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
101,204.0,3407.0,341.0,350.0,3250.0,2784.0,2480.0,2469.0,2427.0,2365.0,2486.0,2244.0,0.0,43.0,0.0,0.0,0.0,11.0,255.0,255.0,252.0,479.0,20210210T102049_20210210T102115_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
102,204.0,6905.0,4827.0,4305.0,5688.0,4984.0,4704.0,5447.0,5451.0,5667.0,5296.0,5741.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2409.0,20210715T102031_20210715T102420_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
103,78.0,11068.0,5793.0,4771.0,10840.0,9920.0,9904.0,10009.0,9714.0,9644.0,10176.0,9505.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,572.0,20210319T100649_20210319T100852_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
104,204.0,5551.0,3576.0,3141.0,5340.0,4864.0,4720.0,4934.0,4887.0,4854.0,4896.0,4694.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1108.0,20210501T101559_20210501T101553_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
105,144.0,6945.0,5807.0,5494.0,5816.0,5356.0,5416.0,5858.0,5916.0,5930.0,5912.0,5931.0,100.0,0.0,0.0,0.0,2048.0,9.0,255.0,255.0,255.0,825.0,20210503T101021_20210503T101204_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
106,120.0,682.0,806.0,748.0,826.0,785.0,748.0,835.0,920.0,971.0,1080.0,990.0,0.0,0.0,0.0,0.0,2048.0,10.0,84.0,79.0,76.0,1310.0,20211018T101939_20211018T102105_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
107,204.0,14415.0,6092.0,4944.0,12824.0,12184.0,12064.0,13140.0,12373.0,11962.0,11808.0,11543.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1772.0,20210804T102031_20210804T102026_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
108,204.0,4911.0,3223.0,2985.0,4220.0,3752.0,3670.0,3808.0,3748.0,3746.0,3940.0,3713.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,517.0,20210406T102021_20210406T102019_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
109,197.0,72.0,37.0,27.0,181.0,307.0,134.0,116.0,37.0,37.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,32.0,14.0,1696.0,20210809T101559_20210809T102307_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
110,204.0,5599.0,3590.0,3164.0,5376.0,4904.0,4748.0,4979.0,4953.0,4922.0,4968.0,4758.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1181.0,20210501T101559_20210501T101553_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
111,138.0,9170.0,5854.0,4493.0,9456.0,9056.0,8376.0,9077.0,8573.0,8154.0,8360.0,7781.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2757.0,20210712T101031_20210712T101027_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
112,102.0,385.0,340.0,303.0,478.0,419.0,389.0,461.0,451.0,471.0,493.0,470.0,0.0,0.0,0.0,0.0,2048.0,6.0,49.0,43.0,40.0,358.0,20210309T100739_20210309T101254_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
113,216.0,11168.0,4706.0,4703.0,9656.0,8776.0,8488.0,8695.0,8337.0,8087.0,8448.0,7875.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,744.0,20210506T102021_20210506T102022_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
114,132.0,672.0,804.0,747.0,815.0,774.0,738.0,818.0,902.0,957.0,1068.0,979.0,0.0,0.0,0.0,0.0,2048.0,10.0,83.0,79.0,75.0,1275.0,20211018T101939_20211018T102105_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
115,204.0,2317.0,1620.0,1231.0,1700.0,1688.0,1520.0,1584.0,1750.0,1779.0,2114.0,1851.0,17.0,0.0,0.0,0.0,2048.0,10.0,173.0,172.0,155.0,1815.0,20210913T102021_20210913T102346_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
116,126.0,388.0,158.0,196.0,386.0,302.0,253.0,237.0,176.0,199.0,189.0,190.0,0.0,0.0,0.0,0.0,0.0,6.0,40.0,31.0,26.0,563.0,20210408T100549_20210408T101148_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
117,156.0,12842.0,3545.0,3142.0,9552.0,8432.0,8112.0,8701.0,8578.0,8653.0,7572.0,8816.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1208.0,20210528T100559_20210528T100555_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
118,156.0,11252.0,4246.0,3859.0,11312.0,10832.0,10800.0,11394.0,10834.0,10416.0,11016.0,10018.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1173.0,20210523T101031_20210523T101416_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
119,132.0,7126.0,4825.0,4267.0,5840.0,5460.0,5196.0,5739.0,5764.0,5706.0,5752.0,5630.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,776.0,20210423T101021_20210423T101056_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
120,138.0,260.0,304.0,297.0,350.0,381.0,322.0,354.0,355.0,363.0,380.0,387.0,0.0,0.0,0.0,0.0,2048.0,10.0,36.0,39.0,33.0,1252.0,20210220T101939_20210220T102440_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
121,138.0,7147.0,4996.0,4189.0,8156.0,6264.0,6020.0,6467.0,6485.0,6511.0,7480.0,6507.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,569.0,20210312T101729_20210312T102146_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
122,204.0,7975.0,3851.0,2654.0,8600.0,7920.0,7700.0,7807.0,7637.0,7606.0,8144.0,7477.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,645.0,20211224T101329_20211224T101331_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
123,174.0,138.0,295.0,294.0,255.0,309.0,269.0,311.0,309.0,317.0,332.0,343.0,0.0,0.0,0.0,0.0,2048.0,10.0,25.0,32.0,28.0,1392.0,20210220T101939_20210220T102440_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
124,204.0,10045.0,5568.0,4321.0,9536.0,8952.0,8664.0,8922.0,8715.0,8737.0,8824.0,8516.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1223.0,20210518T100559_20210518T101303_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
125,204.0,4934.0,3226.0,2978.0,4236.0,3764.0,3680.0,3806.0,3780.0,3787.0,3982.0,3754.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,451.0,20210406T102021_20210406T102019_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
126,144.0,7065.0,5027.0,4208.0,8128.0,6260.0,6032.0,6476.0,6513.0,6546.0,7544.0,6549.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,537.0,20210312T101729_20210312T102146_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
127,204.0,12081.0,4287.0,3871.0,12024.0,11376.0,11240.0,11725.0,11140.0,10708.0,11336.0,10309.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1094.0,20210523T101031_20210523T101416_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
128,240.0,10821.0,4727.0,4701.0,9432.0,8664.0,8440.0,8659.0,8286.0,8029.0,8392.0,7817.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,722.0,20210506T102021_20210506T102022_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
129,204.0,829.0,1205.0,1210.0,599.0,907.0,881.0,1054.0,1279.0,1506.0,822.0,1719.0,9.0,0.0,0.0,0.0,0.0,6.0,61.0,93.0,90.0,915.0,20210526T102021_20210526T102306_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
130,204.0,14796.0,6062.0,4920.0,13112.0,12376.0,12176.0,13210.0,12407.0,11984.0,11832.0,11554.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1729.0,20210804T102031_20210804T102026_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
131,204.0,10755.0,5559.0,4338.0,10056.0,9280.0,8920.0,9149.0,8832.0,8785.0,8864.0,8532.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1347.0,20210518T100559_20210518T101303_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
132,204.0,4572.0,2783.0,1575.0,5096.0,4848.0,4920.0,5038.0,4708.0,4623.0,5204.0,4622.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,652.0,20211219T101431_20211219T101431_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
133,204.0,7294.0,4710.0,3904.0,6840.0,6232.0,6284.0,6504.0,6235.0,6267.0,6368.0,6146.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1028.0,20210217T101029_20210217T101023_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
134,168.0,4474.0,1783.0,1743.0,4672.0,4148.0,3808.0,4017.0,3965.0,3972.0,4236.0,3858.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1130.0,20211015T101029_20211015T101504_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
135,78.0,10799.0,5818.0,4774.0,10704.0,9872.0,9888.0,9964.0,9724.0,9679.0,10232.0,9553.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,512.0,20210319T100649_20210319T100852_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
136,204.0,1406.0,1635.0,1635.0,724.0,749.0,927.0,1159.0,1309.0,1478.0,1104.0,1640.0,9.0,0.0,0.0,0.0,0.0,6.0,74.0,77.0,95.0,1507.0,20210329T100609_20210329T101256_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
137,204.0,1031.0,465.0,388.0,598.0,540.0,436.0,509.0,444.0,457.0,390.0,411.0,0.0,0.0,0.0,0.0,0.0,6.0,61.0,55.0,45.0,488.0,20210413T101021_20210413T101413_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
138,210.0,8953.0,2253.0,2473.0,8368.0,7504.0,6916.0,7297.0,6754.0,6593.0,6592.0,6277.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2285.0,20211005T101029_20211005T101024_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
139,204.0,524.0,45.0,31.0,517.0,695.0,321.0,280.0,82.0,73.0,61.0,28.0,0.0,0.0,0.0,0.0,0.0,6.0,53.0,71.0,33.0,2155.0,20210625T102021_20210625T102545_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
140,96.0,411.0,428.0,393.0,500.0,528.0,468.0,514.0,551.0,592.0,596.0,580.0,0.0,0.0,0.0,0.0,2048.0,10.0,50.0,54.0,48.0,564.0,20211025T101029_20211025T101120_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
141,204.0,9993.0,5976.0,4581.0,10256.0,9720.0,8920.0,9600.0,9000.0,8515.0,8736.0,8125.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2912.0,20210712T101031_20210712T101027_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
142,186.0,1006.0,470.0,392.0,602.0,553.0,453.0,525.0,453.0,461.0,401.0,420.0,0.0,0.0,0.0,0.0,0.0,6.0,62.0,57.0,47.0,546.0,20210413T101021_20210413T101413_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
143,186.0,1792.0,1103.0,1003.0,1486.0,1492.0,1476.0,1556.0,1568.0,1528.0,1548.0,1602.0,24.0,0.0,0.0,0.0,2048.0,8.0,152.0,152.0,149.0,642.0,20211222T102441_20211222T102436_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
144,78.0,150.0,29.0,18.0,201.0,170.0,102.0,110.0,55.0,58.0,37.0,25.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,18.0,11.0,689.0,20210302T101839_20210302T101835_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
145,204.0,4387.0,2770.0,1561.0,4988.0,4792.0,4892.0,4980.0,4675.0,4605.0,5180.0,4609.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,583.0,20211219T101431_20211219T101431_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
146,156.0,5885.0,4788.0,4246.0,4964.0,4500.0,4372.0,5103.0,5222.0,5486.0,5132.0,5591.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2146.0,20210715T102031_20210715T102420_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
147,204.0,8006.0,3856.0,2662.0,8600.0,7912.0,7684.0,7809.0,7623.0,7596.0,8124.0,7458.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,676.0,20211224T101329_20211224T101331_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
148,204.0,8476.0,3262.0,2273.0,8376.0,7860.0,7608.0,7727.0,7380.0,7321.0,7452.0,7031.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1043.0,20210928T101719_20210928T102156_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
149,180.0,339.0,145.0,192.0,343.0,262.0,216.0,198.0,136.0,165.0,155.0,155.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,27.0,22.0,533.0,20210408T100549_20210408T101148_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
150,162.0,71.0,25.0,45.0,58.0,85.0,53.0,37.0,,1.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,9.0,6.0,729.0,20210126T102311_20210126T102424_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
151,204.0,500.0,46.0,32.0,501.0,686.0,317.0,275.0,80.0,70.0,59.0,26.0,0.0,0.0,0.0,0.0,0.0,6.0,51.0,70.0,33.0,2143.0,20210625T102021_20210625T102545_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
