system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
0,144.0,311.0,43.0,39.0,325.0,271.0,146.0,128.0,75.0,48.0,35.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,34.0,28.0,15.0,2780.0,20210617T100559_20210617T101301_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
1,145.0,309.0,43.0,40.0,322.0,270.0,146.0,128.0,75.0,49.0,35.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,33.0,28.0,15.0,2795.0,20210617T100559_20210617T101301_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
2,66.0,215.0,32.0,21.0,223.0,197.0,73.0,69.0,38.0,39.0,37.0,29.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,21.0,8.0,1650.0,20210607T100559_20210607T101225_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
3,66.0,165.0,36.0,41.0,142.0,177.0,122.0,90.0,68.0,81.0,63.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,18.0,13.0,562.0,20210222T101021_20210222T101415_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
4,204.0,48.0,303.0,198.0,112.0,264.0,246.0,277.0,285.0,305.0,295.0,331.0,384.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,27.0,25.0,1348.0,20210225T102021_20210225T102421_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
5,66.0,212.0,32.0,21.0,223.0,194.0,71.0,68.0,38.0,39.0,37.0,28.0,19.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,20.0,8.0,1660.0,20210607T100559_20210607T101225_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
6,204.0,41.0,301.0,197.0,107.0,256.0,243.0,276.0,283.0,304.0,290.0,325.0,389.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,27.0,25.0,1359.0,20210225T102021_20210225T102421_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
7,66.0,157.0,36.0,41.0,137.0,174.0,122.0,88.0,65.0,80.0,62.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,18.0,13.0,560.0,20210222T101021_20210222T101415_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
8,84.0,115.0,39.0,39.0,162.0,142.0,63.0,35.0,,9.0,3.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,15.0,7.0,1200.0,20210531T101559_20210531T101558_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
9,84.0,262.0,46.0,28.0,184.0,201.0,82.0,89.0,99.0,109.0,89.0,83.0,102.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,21.0,9.0,1143.0,20210903T102021_20210903T102024_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
10,204.0,163.0,306.0,196.0,151.0,287.0,262.0,292.0,315.0,337.0,324.0,359.0,350.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,30.0,28.0,1183.0,20210225T102021_20210225T102421_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
11,84.0,218.0,45.0,28.0,184.0,206.0,83.0,88.0,92.0,106.0,84.0,75.0,92.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,21.0,9.0,1127.0,20210903T102021_20210903T102024_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
12,66.0,201.0,37.0,42.0,166.0,191.0,133.0,100.0,74.0,88.0,69.0,47.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,20.0,14.0,640.0,20210222T101021_20210222T101415_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
