system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
0,113.0,3645.0,178.0,160.0,41.0,157.0,152.0,451.0,552.0,534.0,220.0,610.0,3337.0,0.0,0.0,0.0,2.0,4.0,16.0,15.0,347.0,20180208T101151_20180208T101153_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
1,113.0,3978.0,187.0,164.0,121.0,181.0,138.0,460.0,565.0,549.0,221.0,620.0,4069.0,0.0,0.0,0.0,2.0,12.0,18.0,14.0,416.0,20180208T101151_20180208T101153_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
2,113.0,477.0,61.0,48.0,77.0,150.0,146.0,1.0,96.0,1.0,236.0,1.0,389.0,0.0,0.0,0.0,6.0,7.0,15.0,14.0,330.0,20180208T101151_20180208T101153_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
3,113.0,765.0,68.0,51.0,143.0,167.0,129.0,1.0,102.0,1.0,237.0,1.0,538.0,0.0,0.0,0.0,6.0,14.0,17.0,13.0,412.0,20180208T101151_20180208T101153_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
4,119.0,519.0,61.0,41.0,114.0,62.0,65.0,125.0,105.0,93.0,42.0,80.0,307.0,0.0,0.0,0.0,6.0,11.0,6.0,6.0,614.0,20180213T101119_20180213T101118_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
5,167.0,8606.0,859.0,934.0,8776.0,8492.0,8691.0,8830.0,8699.0,8485.0,8389.0,8293.0,7182.0,0.0,0.0,0.0,10.0,255.0,255.0,255.0,231.0,20180303T102021_20180303T102019_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
6,202.0,9208.0,826.0,911.0,9261.0,8813.0,8918.0,8963.0,8783.0,8544.0,8491.0,8329.0,7365.0,0.0,0.0,0.0,7.0,255.0,255.0,255.0,236.0,20180303T102021_20180303T102019_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
7,83.0,143.0,40.0,34.0,167.0,166.0,73.0,76.0,28.0,52.0,40.0,41.0,21.0,0.0,0.0,0.0,6.0,17.0,17.0,8.0,846.0,20181011T101019_20181011T101020_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
8,83.0,124.0,42.0,30.0,158.0,164.0,65.0,75.0,22.0,49.0,46.0,37.0,32.0,0.0,0.0,0.0,6.0,17.0,17.0,7.0,846.0,20181011T101019_20181011T101020_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
9,190.0,76.0,129.0,105.0,61.0,125.0,72.0,95.0,50.0,65.0,56.0,84.0,1.0,0.0,0.0,0.0,6.0,7.0,13.0,8.0,1609.0,20181016T101021_20181016T101021_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
