system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
10,125.0,5916.0,747.0,735.0,6340.0,6246.0,6306.0,6445.0,6348.0,6161.0,6316.0,6062.0,5461.0,0.0,0.0,0.0,10.0,255.0,255.0,255.0,204.0,20180223T101019_20180223T101508_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
11,95.0,10.0,51.0,21.0,153.0,120.0,57.0,56.0,38.0,56.0,44.0,38.0,17.0,0.0,0.0,0.0,6.0,16.0,14.0,7.0,1018.0,20181014T102019_20181014T102019_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
12,89.0,1.0,72.0,53.0,174.0,295.0,130.0,103.0,69.0,103.0,89.0,87.0,130.0,0.0,0.0,0.0,6.0,18.0,30.0,14.0,1584.0,20180822T101019_20180822T101321_T32UQE,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
13,89.0,22.0,54.0,37.0,156.0,142.0,66.0,51.0,47.0,48.0,64.0,43.0,,0.0,0.0,0.0,6.0,17.0,16.0,10.0,1015.0,20181014T102019_20181014T102019_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
14,83.0,46.0,83.0,55.0,126.0,239.0,87.0,81.0,65.0,92.0,86.0,96.0,86.0,0.0,0.0,0.0,6.0,13.0,25.0,9.0,1411.0,20180807T101021_20180807T101024_T32UQE,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
15,113.0,146.0,136.0,81.0,175.0,239.0,166.0,183.0,214.0,226.0,206.0,215.0,184.0,0.0,0.0,0.0,2.0,18.0,25.0,17.0,1507.0,20180608T101021_20180608T101024_T32UQE,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
16,71.0,94.0,118.0,92.0,144.0,195.0,146.0,143.0,141.0,145.0,139.0,129.0,134.0,0.0,0.0,0.0,6.0,15.0,20.0,15.0,1500.0,20180529T101031_20180529T101225_T32UQE,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
17,71.0,103.0,111.0,91.0,147.0,184.0,94.0,88.0,109.0,102.0,90.0,109.0,129.0,0.0,0.0,0.0,6.0,14.0,18.0,9.0,1321.0,20180507T102019_20180507T102022_T32UQE,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
18,71.0,269.0,287.0,264.0,294.0,332.0,312.0,296.0,266.0,304.0,253.0,321.0,357.0,0.0,0.0,0.0,2.0,30.0,34.0,32.0,1179.0,20180606T102019_20180606T102512_T32UQE,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
19,95.0,103.0,72.0,61.0,125.0,129.0,62.0,88.0,55.0,76.0,85.0,86.0,71.0,0.0,0.0,0.0,6.0,13.0,14.0,7.0,1483.0,20181006T101021_20181006T101510_T32UQE,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
20,107.0,133.0,53.0,32.0,168.0,173.0,70.0,65.0,44.0,77.0,46.0,53.0,6.0,0.0,0.0,0.0,6.0,18.0,18.0,8.0,829.0,20181011T101019_20181011T101020_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
21,101.0,140.0,59.0,39.0,171.0,180.0,91.0,72.0,64.0,88.0,57.0,57.0,29.0,0.0,0.0,0.0,6.0,18.0,19.0,10.0,826.0,20181011T101019_20181011T101020_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
22,156.0,56.0,221.0,162.0,139.0,253.0,192.0,223.0,258.0,268.0,245.0,243.0,240.0,0.0,0.0,0.0,2.0,14.0,25.0,19.0,1660.0,20180509T101031_20180509T101027_T32UQE,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
23,107.0,320.0,44.0,50.0,240.0,130.0,61.0,45.0,21.0,22.0,5.0,1.0,40.0,0.0,0.0,0.0,6.0,25.0,14.0,7.0,896.0,20181205T101401_20181205T101359_T32UQE,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
24,123.0,5911.0,742.0,748.0,6278.0,6243.0,6315.0,6391.0,6284.0,6143.0,6311.0,6063.0,5503.0,0.0,0.0,0.0,10.0,255.0,255.0,255.0,202.0,20180223T101019_20180223T101508_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
25,113.0,304.0,41.0,49.0,225.0,117.0,50.0,31.0,6.0,7.0,1.0,1.0,19.0,0.0,0.0,0.0,6.0,23.0,12.0,6.0,827.0,20181205T101401_20181205T101359_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
26,113.0,285.0,46.0,34.0,191.0,108.0,19.0,35.0,1.0,22.0,1.0,1.0,4.0,0.0,0.0,0.0,6.0,20.0,11.0,2.0,837.0,20181205T101401_20181205T101359_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
27,119.0,79.0,15.0,12.0,73.0,47.0,19.0,1.0,1.0,,1.0,,,0.0,0.0,0.0,6.0,9.0,5.0,2.0,513.0,20181128T102351_20181128T102346_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
28,89.0,170.0,4.0,11.0,165.0,83.0,70.0,66.0,22.0,40.0,33.0,10.0,8.0,0.0,0.0,0.0,6.0,16.0,9.0,9.0,505.0,20181128T102351_20181128T102346_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
29,101.0,129.0,,10.0,132.0,55.0,50.0,48.0,,19.0,6.0,1.0,,0.0,0.0,0.0,6.0,13.0,7.0,8.0,548.0,20181128T102351_20181128T102346_T32UQE,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
30,166.0,110.0,189.0,122.0,127.0,232.0,187.0,215.0,249.0,261.0,273.0,267.0,286.0,0.0,0.0,0.0,2.0,12.0,23.0,19.0,1132.0,20180409T101031_20180409T101343_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
31,148.0,146.0,153.0,103.0,197.0,254.0,211.0,265.0,294.0,292.0,262.0,269.0,344.0,0.0,0.0,0.0,2.0,20.0,25.0,21.0,1556.0,20180419T101031_20180419T101457_T32UQE,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
32,161.0,105.0,195.0,124.0,152.0,233.0,187.0,222.0,244.0,254.0,276.0,257.0,277.0,0.0,0.0,0.0,2.0,15.0,23.0,19.0,1128.0,20180409T101031_20180409T101343_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
33,95.0,1.0,69.0,52.0,183.0,301.0,130.0,95.0,54.0,88.0,77.0,75.0,97.0,0.0,0.0,0.0,6.0,19.0,31.0,14.0,1514.0,20180822T101019_20180822T101321_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
34,95.0,1.0,66.0,33.0,184.0,290.0,131.0,95.0,55.0,96.0,79.0,83.0,90.0,0.0,0.0,0.0,6.0,19.0,30.0,14.0,1499.0,20180822T101019_20180822T101321_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
35,59.0,53.0,109.0,87.0,191.0,196.0,116.0,97.0,112.0,114.0,97.0,114.0,127.0,0.0,0.0,0.0,6.0,19.0,19.0,11.0,1253.0,20180507T102019_20180507T102022_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
36,101.0,17.0,78.0,56.0,111.0,230.0,79.0,70.0,43.0,67.0,63.0,73.0,84.0,0.0,0.0,0.0,6.0,12.0,24.0,9.0,1680.0,20180807T101021_20180807T101024_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
37,95.0,33.0,84.0,53.0,123.0,240.0,79.0,77.0,55.0,75.0,71.0,82.0,130.0,0.0,0.0,0.0,6.0,13.0,25.0,9.0,1679.0,20180807T101021_20180807T101024_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
38,59.0,39.0,113.0,92.0,129.0,186.0,105.0,91.0,114.0,107.0,101.0,118.0,125.0,0.0,0.0,0.0,6.0,13.0,18.0,10.0,1242.0,20180507T102019_20180507T102022_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
39,107.0,157.0,66.0,53.0,159.0,228.0,96.0,76.0,51.0,56.0,47.0,59.0,77.0,0.0,0.0,0.0,6.0,17.0,24.0,10.0,2569.0,20180731T102021_20180731T102024_T32UQE,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
40,65.0,80.0,92.0,68.0,119.0,186.0,124.0,123.0,155.0,158.0,152.0,156.0,170.0,0.0,0.0,0.0,6.0,12.0,18.0,12.0,1598.0,20180429T101031_20180429T101258_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
41,71.0,334.0,296.0,275.0,330.0,363.0,323.0,299.0,290.0,317.0,257.0,319.0,381.0,0.0,0.0,0.0,2.0,34.0,37.0,32.0,1154.0,20180606T102019_20180606T102512_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
42,71.0,128.0,115.0,75.0,174.0,209.0,151.0,128.0,135.0,141.0,141.0,127.0,112.0,0.0,0.0,0.0,6.0,18.0,22.0,16.0,1344.0,20180529T101031_20180529T101225_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
43,59.0,1.0,57.0,38.0,110.0,143.0,74.0,80.0,95.0,116.0,109.0,117.0,222.0,0.0,0.0,0.0,6.0,11.0,14.0,7.0,780.0,20180504T101029_20180504T101023_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
44,179.0,98.0,146.0,97.0,175.0,252.0,193.0,213.0,221.0,221.0,211.0,207.0,254.0,0.0,0.0,0.0,2.0,17.0,25.0,19.0,1500.0,20180419T101031_20180419T101457_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
45,113.0,150.0,127.0,78.0,193.0,250.0,165.0,183.0,210.0,220.0,205.0,207.0,201.0,0.0,0.0,0.0,2.0,20.0,26.0,17.0,1430.0,20180608T101021_20180608T101024_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
46,65.0,78.0,98.0,75.0,125.0,191.0,127.0,121.0,153.0,154.0,154.0,154.0,160.0,0.0,0.0,0.0,6.0,12.0,19.0,12.0,1601.0,20180429T101031_20180429T101258_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
47,77.0,118.0,117.0,91.0,154.0,198.0,145.0,139.0,132.0,135.0,129.0,118.0,106.0,0.0,0.0,0.0,6.0,16.0,21.0,15.0,1374.0,20180529T101031_20180529T101225_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
48,71.0,275.0,288.0,265.0,307.0,340.0,318.0,299.0,266.0,305.0,255.0,321.0,347.0,0.0,0.0,0.0,2.0,31.0,35.0,33.0,1177.0,20180606T102019_20180606T102512_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
49,71.0,68.0,112.0,86.0,162.0,199.0,163.0,133.0,140.0,167.0,155.0,157.0,192.0,0.0,0.0,0.0,6.0,17.0,21.0,17.0,1371.0,20180524T101019_20180524T101022_T32UQE,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
50,113.0,144.0,137.0,81.0,183.0,243.0,169.0,182.0,211.0,223.0,205.0,213.0,162.0,0.0,0.0,0.0,2.0,19.0,25.0,18.0,1430.0,20180608T101021_20180608T101024_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
51,185.0,104.0,139.0,97.0,169.0,226.0,189.0,215.0,220.0,217.0,204.0,211.0,239.0,0.0,0.0,0.0,2.0,17.0,23.0,19.0,1491.0,20180419T101031_20180419T101457_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
52,59.0,1.0,57.0,45.0,107.0,139.0,82.0,78.0,98.0,116.0,115.0,107.0,193.0,0.0,0.0,0.0,6.0,10.0,14.0,8.0,804.0,20180504T101029_20180504T101023_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
53,172.0,31.0,211.0,169.0,144.0,243.0,180.0,182.0,203.0,232.0,203.0,212.0,279.0,0.0,0.0,0.0,2.0,14.0,24.0,18.0,1780.0,20180509T101031_20180509T101027_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
54,119.0,146.0,65.0,50.0,147.0,234.0,95.0,66.0,35.0,54.0,24.0,42.0,29.0,0.0,0.0,0.0,6.0,16.0,24.0,10.0,2504.0,20180731T102021_20180731T102024_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
55,83.0,210.0,511.0,387.0,281.0,346.0,255.0,326.0,482.0,553.0,594.0,581.0,626.0,0.0,0.0,0.0,2.0,29.0,35.0,25.0,1665.0,20180909T102021_20180909T102205_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
56,83.0,204.0,526.0,427.0,281.0,346.0,265.0,331.0,542.0,595.0,586.0,631.0,588.0,0.0,0.0,0.0,2.0,27.0,36.0,27.0,1658.0,20180909T102021_20180909T102205_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
57,89.0,5520.0,6350.0,5812.0,6353.0,5891.0,5609.0,6294.0,6614.0,6724.0,7559.0,6792.0,12246.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1541.0,20180514T101029_20180514T101052_T32UQE,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
58,123.0,138.0,58.0,50.0,156.0,223.0,87.0,53.0,14.0,16.0,18.0,28.0,28.0,0.0,0.0,0.0,6.0,17.0,24.0,10.0,2509.0,20180731T102021_20180731T102024_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
59,172.0,29.0,213.0,160.0,127.0,239.0,179.0,188.0,200.0,207.0,199.0,197.0,202.0,0.0,0.0,0.0,2.0,12.0,24.0,18.0,1794.0,20180509T101031_20180509T101027_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
60,77.0,4479.0,2676.0,2880.0,1440.0,1742.0,1918.0,2167.0,2703.0,3034.0,2208.0,3276.0,6006.0,0.0,0.0,0.0,6.0,147.0,177.0,195.0,1311.0,20181021T101039_20181021T101201_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
61,77.0,2016.0,2460.0,2676.0,1332.0,1792.0,2002.0,2096.0,2567.0,2903.0,2252.0,3180.0,2943.0,0.0,0.0,0.0,6.0,136.0,183.0,204.0,1315.0,20181021T101039_20181021T101201_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
62,178.0,,69.0,55.0,127.0,213.0,98.0,90.0,77.0,110.0,81.0,81.0,128.0,0.0,0.0,0.0,7.0,14.0,22.0,10.0,2970.0,20180726T102019_20180726T102150_T32UQE,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
63,191.0,101.0,65.0,48.0,182.0,236.0,107.0,101.0,62.0,66.0,50.0,61.0,17.0,0.0,0.0,0.0,6.0,19.0,24.0,11.0,1954.0,20180906T101021_20180906T101022_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
64,89.0,5762.0,6399.0,5775.0,6252.0,5819.0,5599.0,6265.0,6651.0,6801.0,7542.0,6835.0,11582.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1330.0,20180514T101029_20180514T101052_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
65,89.0,5627.0,6397.0,5811.0,6442.0,5974.0,5678.0,6308.0,6658.0,6796.0,7661.0,6876.0,11086.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1340.0,20180514T101029_20180514T101052_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
66,65.0,48.0,95.0,74.0,107.0,180.0,121.0,115.0,144.0,146.0,145.0,145.0,156.0,0.0,0.0,0.0,6.0,10.0,18.0,12.0,1587.0,20180429T101031_20180429T101258_T32UQE,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
67,163.0,96.0,187.0,121.0,141.0,220.0,176.0,202.0,218.0,227.0,256.0,238.0,285.0,0.0,0.0,0.0,2.0,14.0,22.0,17.0,1226.0,20180409T101031_20180409T101343_T32UQE,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
68,190.0,102.0,60.0,42.0,173.0,222.0,120.0,98.0,66.0,75.0,49.0,54.0,1.0,0.0,0.0,0.0,6.0,18.0,23.0,13.0,1964.0,20180906T101021_20180906T101022_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
69,143.0,46.0,83.0,60.0,189.0,259.0,132.0,120.0,125.0,163.0,136.0,136.0,115.0,0.0,0.0,0.0,7.0,20.0,27.0,14.0,2632.0,20180726T102019_20180726T102150_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
70,137.0,46.0,82.0,61.0,192.0,261.0,136.0,133.0,137.0,179.0,140.0,145.0,115.0,0.0,0.0,0.0,7.0,19.0,28.0,14.0,2656.0,20180726T102019_20180726T102150_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
71,137.0,41.0,34.0,40.0,69.0,109.0,29.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,6.0,6.0,12.0,3.0,2215.0,20180919T102021_20180919T102018_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
72,107.0,1.0,93.0,67.0,124.0,139.0,94.0,101.0,81.0,92.0,93.0,75.0,114.0,0.0,0.0,0.0,6.0,12.0,14.0,9.0,989.0,20180417T102019_20180417T102021_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
73,95.0,5557.0,4491.0,4205.0,6135.0,4825.0,4001.0,4550.0,4981.0,5270.0,6110.0,5478.0,8312.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1102.0,20180522T102031_20180522T102025_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
74,202.0,8126.0,1211.0,1287.0,7976.0,7840.0,8132.0,8480.0,8307.0,8155.0,8180.0,8035.0,7727.0,0.0,0.0,0.0,6.0,255.0,255.0,255.0,233.0,20180228T101021_20180228T101021_T32UQE,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
75,93.0,14.0,47.0,4.0,165.0,267.0,97.0,74.0,39.0,41.0,31.0,27.0,25.0,0.0,0.0,0.0,6.0,17.0,28.0,10.0,1950.0,20180716T102019_20180716T102549_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
76,113.0,1.0,88.0,49.0,95.0,139.0,90.0,92.0,77.0,87.0,84.0,59.0,99.0,0.0,0.0,0.0,6.0,9.0,14.0,9.0,1006.0,20180417T102019_20180417T102021_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
77,89.0,5775.0,4349.0,4259.0,6158.0,4752.0,3917.0,4330.0,4850.0,5152.0,6101.0,5466.0,9411.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1117.0,20180522T102031_20180522T102025_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
78,196.0,115.0,149.0,103.0,119.0,154.0,88.0,107.0,83.0,102.0,99.0,124.0,52.0,0.0,0.0,0.0,6.0,13.0,16.0,9.0,1657.0,20181016T101021_20181016T101021_T33UUU,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
79,107.0,62.0,52.0,46.0,92.0,136.0,58.0,65.0,67.0,59.0,52.0,64.0,38.0,0.0,0.0,0.0,6.0,12.0,14.0,6.0,1864.0,20180919T102021_20180919T102018_T32UQE,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
80,191.0,143.0,159.0,112.0,122.0,148.0,101.0,103.0,108.0,112.0,112.0,136.0,53.0,0.0,0.0,0.0,6.0,13.0,16.0,11.0,1653.0,20181016T101021_20181016T101021_T32UQD,Roofensee,53.112598201587446,13.033463095306152,"{""type"":""Point"",""coordinates"":[13.033463095306152,53.112598201587446]}"
